 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 15.05.13 00:00 0.01 0.27 ---- 0.54 0.01 0.55 0.00 0.03 0.01
 -------- 01:00 0.01 0.28 0.01 0.54 0.02 0.54 0.00 0.03 0.01
 -------- 02:00 0.01 0.27 ---- 0.50 0.02 0.53 0.00 0.03 0.01
 -------- 03:00 0.02 0.28 ---- 0.49 0.01 0.52 0.00 0.04 0.01
 -------- 04:00 0.02 0.32 0.08 0.48 0.01 0.53 0.00 0.03 0.01
 15.05.13 05:00 0.03 0.34 0.04 0.49 0.01 0.54 0.00 0.05 0.01
 -------- 06:00 0.04 0.33 0.06 0.49 0.02 0.53 0.00 0.03 0.01
 -------- 07:00 0.06 0.32 0.08 0.47 0.02 0.51 0.00 0.03 0.00
 -------- 08:00 0.30 0.25 0.10 0.51 0.01 0.36 0.00 0.05 0.02
 -------- 09:00 0.07 0.27 0.11 0.47 0.01 0.49 0.00 0.08 0.01
 15.05.13 10:00 0.02 0.25 0.05 0.36 0.02 0.51 0.00 0.03 0.01
 -------- 11:00 0.03 0.26 0.16 0.33 0.01 0.50 0.00 0.03 0.01
 -------- 12:00 0.54 0.14 0.21 0.52 0.02 0.18 0.00 0.05 0.01
 -------- 13:00 0.26 0.17 0.10 0.37 0.01 0.35 0.00 0.06 0.01
 -------- 14:00 0.06 0.17 0.14 0.36 0.02 0.46 0.00 0.02 0.01
 15.05.13 15:00 0.01 0.13 ---- 0.30 0.01 0.50 0.00 0.04 0.02
 -------- 16:00 0.01 0.17 0.03 0.23 0.01 0.51 0.00 0.02 0.01
 -------- 17:00 0.01 0.22 ---- 0.35 0.01 0.52 0.00 0.05 0.01
 -------- 18:00 0.00 0.25 ---- 0.45 0.01 0.52 0.00 0.04 0.01
 -------- 19:00 0.00 0.23 0.04 0.45 ---- 0.53 0.00 0.05 0.01
 15.05.13 20:00 0.01 0.27 0.06 0.56 0.02 0.53 0.00 0.09 0.01
 -------- 21:00 0.00 0.24 ---- 0.36 0.02 0.53 0.00 0.06 0.01
 -------- 22:00 0.01 0.27 ---- 0.44 0.01 0.53 0.00 0.06 0.01
 -------- 23:00 0.04 0.28 ---- 0.51 0.03 0.51 0.00 0.03 0.02
 -------- 00:00 0.03 0.26 ---- 0.46 0.02 0.51 0.00 0.07 0.01
 16.05.13 01:00 0.12 0.30 ---- 0.54 0.03 0.48 0.00 0.04 0.01
 -------- 02:00 0.09 0.30 0.03 0.53 0.01 0.49 0.00 0.07 0.01
 -------- 03:00 0.05 0.31 0.05 0.46 0.02 0.52 0.00 0.03 0.01
 -------- 04:00 0.25 0.22 0.01 0.34 0.02 0.37 0.00 0.05 0.01
 -------- 05:00 0.01 0.27 0.02 0.27 0.02 0.54 0.00 0.07 0.01
 16.05.13 06:00 0.01 0.27 ---- 0.30 0.01 0.53 0.00 0.03 0.02
 -------- 07:00 0.26 0.21 0.07 0.36 0.01 0.38 0.00 0.03 0.01
 -------- 08:00 0.36 0.23 0.11 0.33 0.02 0.33 0.00 0.02 0.01
 -------- 09:00 0.54 0.18 0.04 0.32 0.02 0.20 0.00 0.04 0.02
 -------- 10:00 0.50 0.12 0.14 0.35 0.02 0.21 0.00 0.05 0.01
 16.05.13 11:00 0.41 0.22 0.29 0.38 0.01 0.26 0.00 0.06 0.01
 -------- 12:00 0.24 0.19 0.20 0.38 0.02 0.36 0.00 0.02 0.01
 -------- 13:00 0.14 0.19 0.21 0.39 0.01 0.40 0.00 0.03 0.02
 -------- 14:00 0.04 0.17 0.10 0.32 0.02 0.47 0.00 0.07 0.01
 -------- 15:00 0.01 0.09 ---- 0.27 0.03 0.49 0.00 0.04 0.01
 16.05.13 16:00 0.00 0.04 ---- 0.26 0.02 0.49 0.00 0.03 0.01
 -------- 17:00 0.00 0.11 ---- 0.25 0.01 0.49 0.00 0.05 0.01
 -------- 18:00 0.00 0.19 ---- 0.33 0.02 0.52 0.00 0.03 0.01
 -------- 19:00 0.01 0.26 0.05 0.55 0.02 0.54 0.00 0.06 0.00
 -------- 20:00 0.01 0.29 0.08 0.59 0.01 0.54 0.00 0.06 0.01
 16.05.13 21:00 0.03 0.29 0.10 0.62 0.01 0.52 0.00 0.06 0.00
 -------- 22:00 0.15 0.28 0.11 0.63 0.02 0.47 0.00 0.04 0.01
 -------- 23:00 0.03 0.22 ---- 0.32 0.02 0.51 0.00 0.05 0.01
