 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 07.03.13 00:00 0.01 0.02 0.01 0.18 0.01 0.47 0.00 0.09 0.03
 -------- 01:00 0.01 0.02 0.01 0.12 ---- 0.49 0.00 0.04 ----
 -------- 02:00 0.01 ---- ---- 0.07 ---- 0.49 0.00 0.06 ----
 -------- 03:00 0.01 ---- ---- 0.06 ---- 0.47 0.00 0.04 ----
 -------- 04:00 0.01 ---- 0.01 0.06 ---- 0.48 0.00 0.07 ----
 07.03.13 05:00 0.01 ---- ---- 0.07 ---- 0.49 0.00 0.08 ----
 -------- 06:00 0.01 ---- ---- 0.09 ---- 0.48 0.00 0.04 ----
 -------- 07:00 0.01 0.02 ---- 0.21 ---- 0.49 0.00 0.05 ----
 -------- 08:00 0.01 0.03 ---- 0.25 ---- 0.49 0.00 0.10 ----
 -------- 09:00 0.01 0.06 ---- 0.27 ---- 0.50 0.00 0.04 ----
 07.03.13 10:00 0.01 0.03 ---- 0.17 ---- 0.50 0.00 0.07 0.02
 -------- 11:00 0.01 0.03 ---- 0.11 0.02 0.50 0.00 0.05 0.00
 -------- 12:00 0.00 0.04 ---- 0.10 0.02 0.50 0.00 0.05 0.00
 -------- 13:00 0.00 0.02 ---- 0.07 0.03 0.49 0.00 0.01 0.01
 -------- 14:00 0.00 0.03 ---- 0.10 0.02 0.50 0.00 0.02 0.00
 07.03.13 15:00 0.00 0.03 ---- 0.10 0.02 0.51 0.00 0.06 0.01
 -------- 16:00 0.00 0.03 ---- 0.07 0.01 0.50 0.00 0.06 0.01
 -------- 17:00 0.00 0.02 ---- 0.12 0.02 0.49 0.00 0.03 0.01
 -------- 18:00 0.01 0.08 ---- 0.20 0.02 0.50 0.00 0.09 0.00
 -------- 19:00 0.00 0.08 ---- 0.24 0.02 0.52 0.00 0.03 0.02
 07.03.13 20:00 0.01 0.09 0.02 0.20 0.03 0.51 0.00 0.05 0.01
 -------- 21:00 0.01 0.09 0.01 0.24 0.02 0.51 0.00 0.06 0.02
 -------- 22:00 0.01 0.12 ---- 0.29 0.03 0.53 0.00 0.03 0.02
 -------- 23:00 0.01 0.11 0.01 0.28 0.00 0.52 0.00 0.06 0.01
 -------- 00:00 0.01 0.13 0.02 0.26 0.01 0.53 0.00 0.05 0.01
 08.03.13 01:00 0.01 0.10 ---- 0.21 0.02 0.52 0.00 0.04 0.02
 -------- 02:00 0.00 0.08 ---- 0.18 0.03 0.51 0.00 0.07 0.01
 -------- 03:00 0.01 0.06 ---- 0.13 0.04 0.50 0.00 0.06 0.02
 -------- 04:00 0.01 0.05 ---- 0.10 ---- 0.50 0.00 0.06 ----
 -------- 05:00 0.00 0.03 ---- 0.08 0.03 0.50 0.00 0.06 ----
 08.03.13 06:00 0.00 0.05 ---- 0.12 ---- 0.49 0.00 0.07 ----
 -------- 07:00 0.01 0.06 ---- 0.18 ---- 0.50 0.00 0.06 ----
 -------- 08:00 0.01 0.09 ---- 0.19 0.01 0.49 0.00 0.03 0.01
 -------- 09:00 0.00 0.09 ---- 0.19 0.03 0.49 0.00 0.05 0.01
 -------- 10:00 0.01 0.09 ---- 0.18 0.01 0.49 0.00 0.02 0.01
 08.03.13 11:00 0.01 0.07 ---- 0.16 0.01 0.49 0.00 0.02 0.01
 -------- 12:00 0.01 0.08 ---- 0.16 0.02 0.49 0.00 0.04 0.01
 -------- 13:00 0.01 0.09 ---- 0.15 0.03 0.48 0.00 0.07 0.01
 -------- 14:00 0.01 0.08 ---- 0.15 0.02 0.50 0.00 0.01 0.01
 -------- 15:00 0.01 0.05 ---- 0.13 0.01 0.50 0.00 0.04 0.01
 08.03.13 16:00 0.01 0.04 ---- 0.14 0.03 0.49 0.00 0.03 0.03
 -------- 17:00 0.01 0.05 ---- 0.13 0.06 0.50 0.00 0.06 0.01
 -------- 18:00 0.01 0.08 0.05 0.19 0.00 0.49 0.00 0.05 0.02
 -------- 19:00 0.01 0.09 ---- 0.22 ---- 0.52 0.00 0.08 0.03
 -------- 20:00 0.01 0.11 ---- 0.27 ---- 0.51 0.00 0.02 ----
 08.03.13 21:00 0.01 0.11 0.02 0.32 ---- 0.51 0.00 0.08 ----
 -------- 22:00 0.01 0.17 0.06 0.44 ---- 0.54 0.00 ---- ----
 -------- 23:00 0.01 0.17 0.06 0.44 ---- 0.51 0.00 ---- ----
