 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 18.04.13 00:00 0.01 0.14 0.09 0.38 0.01 0.51 0.00 0.08 0.01
 -------- 01:00 0.01 0.13 0.09 0.34 0.00 0.50 0.00 0.04 0.00
 -------- 02:00 0.01 0.15 0.08 0.38 0.01 0.51 0.00 0.05 0.01
 -------- 03:00 0.01 0.13 0.06 0.35 0.02 0.50 0.00 0.05 0.01
 -------- 04:00 0.01 0.11 0.05 0.23 0.01 0.49 0.00 0.05 0.01
 18.04.13 05:00 0.01 0.11 0.05 0.30 0.01 0.49 0.00 0.03 0.01
 -------- 06:00 0.01 0.12 0.05 0.33 0.02 0.50 0.00 0.04 0.01
 -------- 07:00 0.01 0.12 0.08 0.38 0.01 0.50 0.00 0.03 0.01
 -------- 08:00 0.01 0.11 0.08 0.39 0.01 0.50 0.00 0.05 0.02
 -------- 09:00 0.01 0.12 0.08 0.36 0.00 0.50 0.00 0.05 0.01
 18.04.13 10:00 0.01 0.10 0.11 0.30 0.02 0.50 0.00 0.03 0.00
 -------- 11:00 0.01 0.15 0.04 0.29 0.00 0.59 0.00 0.03 0.01
 -------- 12:00 0.01 0.11 0.08 0.29 0.02 0.49 0.00 0.07 0.00
 -------- 13:00 0.01 0.10 0.04 0.25 0.03 0.48 0.00 0.05 0.01
 -------- 14:00 0.01 0.04 0.05 0.18 0.01 0.46 0.00 0.07 0.01
 18.04.13 15:00 0.01 0.03 ---- 0.16 0.00 0.47 0.00 0.04 0.01
 -------- 16:00 0.00 0.03 ---- 0.21 0.01 0.48 0.00 0.05 0.01
 -------- 17:00 0.00 0.03 0.01 0.16 0.01 0.47 0.00 0.05 0.01
 -------- 18:00 0.00 0.03 ---- 0.15 0.01 0.47 0.00 0.07 0.01
 -------- 19:00 0.00 0.06 ---- 0.26 0.01 0.48 0.00 0.06 0.01
 18.04.13 20:00 0.01 0.12 0.03 0.31 0.03 0.48 0.00 0.06 0.01
 -------- 21:00 0.01 0.19 0.02 0.51 0.03 0.51 0.00 0.03 0.01
 -------- 22:00 0.01 0.25 0.06 0.62 0.02 0.51 0.00 0.06 0.01
 -------- 23:00 0.01 0.27 0.08 0.69 0.01 0.52 0.00 0.08 0.01
 -------- 00:00 0.02 0.28 0.04 0.68 0.01 0.52 0.00 0.05 0.01
 19.04.13 01:00 0.01 0.23 0.02 0.54 0.00 0.52 0.00 0.07 0.01
 -------- 02:00 0.01 0.14 0.01 0.33 0.01 0.49 0.00 0.05 0.01
 -------- 03:00 0.01 0.10 0.01 0.27 0.01 0.48 0.00 0.06 0.01
 -------- 04:00 0.01 0.12 0.00 0.27 0.02 0.48 0.00 0.07 0.01
 -------- 05:00 0.01 0.11 ---- 0.29 0.01 0.49 0.00 0.07 0.01
 19.04.13 06:00 0.01 0.13 0.05 0.34 0.01 0.48 0.00 0.04 0.01
 -------- 07:00 0.01 0.16 0.03 0.42 0.02 0.50 0.00 0.07 0.01
