 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 27.02.13 00:00 0.01 0.05 ---- 0.20 0.02 0.49 0.00 0.03 0.01
 -------- 01:00 0.01 0.04 ---- 0.17 0.01 0.50 0.00 0.05 0.00
 -------- 02:00 0.01 0.03 ---- 0.14 0.01 0.48 0.00 0.06 0.02
 -------- 03:00 0.01 0.02 ---- 0.11 0.01 0.48 0.00 0.03 0.01
 -------- 04:00 0.01 0.03 ---- 0.08 0.04 0.48 0.00 0.02 0.01
 27.02.13 05:00 0.01 0.02 ---- 0.07 0.02 0.48 0.00 0.04 0.01
 -------- 06:00 0.01 0.03 ---- 0.12 0.01 0.49 0.00 0.02 0.00
 -------- 07:00 0.01 0.06 ---- 0.19 0.01 0.49 0.00 0.01 0.01
 -------- 08:00 0.01 0.07 ---- 0.21 0.02 0.50 0.00 0.02 0.01
 -------- 09:00 0.01 0.08 0.05 0.25 0.01 0.51 0.00 0.01 0.01
 27.02.13 10:00 0.01 0.12 0.02 0.33 0.02 0.53 0.00 0.01 0.00
 -------- 11:00 0.01 0.10 0.04 0.31 0.02 0.51 0.00 0.02 0.02
 -------- 12:00 0.01 0.12 0.07 0.35 0.00 0.52 0.00 0.04 0.02
 -------- 13:00 0.01 0.13 0.02 0.37 0.02 0.53 0.00 0.01 0.01
 -------- 14:00 0.01 0.14 0.05 0.32 0.02 0.53 0.00 0.03 0.01
 27.02.13 15:00 0.01 0.11 0.01 0.27 0.01 0.52 0.00 0.05 0.01
 -------- 16:00 0.01 0.11 0.07 0.34 0.02 0.52 0.00 0.03 0.01
 -------- 17:00 0.01 0.11 0.06 0.32 0.03 0.51 0.00 0.04 0.02
 -------- 18:00 0.01 0.09 0.01 0.28 0.02 0.50 0.00 0.03 0.00
 -------- 19:00 0.00 0.11 0.06 0.31 0.02 0.52 0.00 0.04 0.01
 27.02.13 20:00 0.01 0.13 0.05 0.33 0.03 0.52 0.00 0.03 0.01
 -------- 21:00 0.00 0.12 0.04 0.34 0.01 0.52 0.00 0.04 0.01
 -------- 22:00 0.01 0.13 0.08 0.37 0.02 0.51 0.00 0.01 0.00
 -------- 23:00 0.01 0.17 0.14 0.45 0.01 0.52 0.00 0.06 0.01
 -------- 00:00 0.01 0.19 0.14 0.46 0.00 0.54 0.00 0.05 0.01
 28.02.13 01:00 0.01 0.12 0.05 0.33 0.02 0.53 0.00 0.03 0.01
 -------- 02:00 0.01 0.10 ---- 0.24 0.02 0.52 0.00 0.07 0.01
 -------- 03:00 0.01 0.09 ---- 0.18 0.01 0.51 0.00 0.05 0.01
 -------- 04:00 0.01 0.05 ---- 0.11 0.00 0.50 0.00 0.02 0.01
 -------- 05:00 0.00 0.04 ---- 0.07 0.02 0.52 0.00 0.04 0.00
 28.02.13 06:00 0.00 0.06 ---- 0.13 0.02 0.51 0.00 0.05 0.01
 -------- 07:00 0.00 0.08 0.02 0.18 0.01 0.52 0.00 0.02 0.01
 -------- 08:00 0.00 0.07 ---- 0.18 0.02 0.51 0.00 0.00 0.00
 -------- 09:00 0.00 0.07 ---- 0.19 0.02 0.52 0.00 0.00 0.01
 -------- 10:00 0.00 0.07 ---- 0.15 0.01 0.52 0.00 0.02 0.02
 28.02.13 11:00 0.00 0.06 ---- 0.14 0.02 0.51 0.00 0.03 0.00
 -------- 12:00 0.00 0.07 ---- 0.19 0.03 0.51 0.00 0.06 0.01
 -------- 13:00 0.00 0.07 ---- 0.17 0.01 0.53 0.00 0.05 0.02
 -------- 14:00 0.00 0.07 ---- 0.15 0.01 0.52 0.00 0.06 0.01
 -------- 15:00 0.00 0.07 ---- 0.18 0.02 0.51 0.00 0.04 0.01
 28.02.13 16:00 0.00 0.08 ---- 0.19 ---- 0.53 0.00 0.05 0.02
 -------- 17:00 0.00 0.07 ---- 0.20 0.00 0.52 0.00 0.03 0.01
 -------- 18:00 0.00 0.09 0.04 0.26 0.01 0.52 0.00 0.03 0.00
 -------- 19:00 0.01 0.10 0.03 0.30 0.03 0.52 0.00 0.06 0.00
 -------- 20:00 0.01 0.09 0.01 0.26 0.02 0.51 0.00 0.03 0.01
 28.02.13 21:00 0.00 0.09 0.00 0.23 0.00 0.52 0.00 0.06 0.00
 -------- 22:00 0.00 0.12 0.03 0.31 0.03 0.52 0.00 0.04 0.01
 -------- 23:00 0.01 0.12 ---- 0.30 0.02 0.53 0.00 0.06 0.02
