 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 28.01.13 00:00 0.02 0.20 0.17 0.49 0.02 0.52 0.00 0.06 0.00
 -------- 01:00 0.01 0.17 0.18 0.46 0.01 0.50 0.00 0.05 0.01
 -------- 02:00 0.01 0.17 0.15 0.45 0.00 0.50 0.00 0.05 0.01
 -------- 03:00 0.01 0.17 0.12 0.43 0.02 0.50 0.00 0.04 0.01
 -------- 04:00 0.02 0.16 0.08 0.43 0.01 0.49 0.00 0.04 0.01
 28.01.13 05:00 0.02 0.17 0.08 0.43 0.00 0.50 0.00 0.03 0.01
 -------- 06:00 0.02 0.19 0.14 0.43 0.02 0.50 0.00 0.04 0.00
 -------- 07:00 0.01 0.19 0.14 0.46 0.01 0.50 0.00 0.03 0.01
 -------- 08:00 0.01 0.18 0.12 0.45 0.01 0.49 0.00 0.05 0.01
 -------- 09:00 0.01 0.17 0.14 0.45 0.02 0.49 0.00 0.04 0.01
 28.01.13 10:00 0.01 0.18 0.12 0.45 0.01 0.50 0.00 0.04 0.01
 -------- 11:00 0.01 0.17 0.14 0.45 0.02 0.50 0.00 0.05 0.01
 -------- 12:00 0.01 0.17 0.15 0.45 0.01 0.50 0.00 0.03 0.01
 -------- 13:00 0.02 0.17 0.15 0.44 0.01 0.51 0.00 0.08 0.00
 -------- 14:00 0.02 0.17 0.14 0.45 0.02 0.50 0.00 0.06 0.01
 28.01.13 15:00 0.02 0.17 0.16 0.45 0.02 0.50 0.00 0.03 0.00
 -------- 16:00 0.01 0.17 0.17 0.43 0.02 0.50 0.00 0.05 0.01
 -------- 17:00 0.01 0.15 0.13 0.36 0.01 0.50 0.00 0.04 0.00
 -------- 18:00 0.01 0.15 0.09 0.33 0.01 0.50 0.00 0.04 0.01
 -------- 19:00 0.01 0.14 0.08 0.34 0.02 0.49 0.00 0.06 0.00
 28.01.13 20:00 0.01 0.16 0.07 0.35 0.01 0.49 0.00 0.06 0.01
 -------- 21:00 0.01 0.16 0.09 0.34 0.01 0.51 0.00 0.02 0.01
 -------- 22:00 0.01 0.17 0.08 0.34 0.01 0.51 0.00 0.05 0.01
 -------- 23:00 0.01 0.16 0.05 0.31 0.01 0.51 0.00 0.03 0.01
 -------- 00:00 0.01 0.16 0.06 0.33 0.01 0.50 0.00 0.05 0.01
 29.01.13 01:00 0.01 0.14 0.05 0.27 0.01 0.50 0.00 0.03 0.01
 -------- 02:00 0.01 0.13 0.03 0.24 0.02 0.49 0.00 0.01 0.01
 -------- 03:00 0.01 0.14 0.04 0.26 0.02 0.50 0.00 0.08 0.01
 -------- 04:00 0.01 0.13 0.06 0.27 0.01 0.50 0.00 0.05 0.01
 -------- 05:00 0.01 0.15 0.03 0.28 0.01 0.50 0.00 0.04 0.01
 29.01.13 06:00 0.01 0.16 0.10 0.34 0.02 0.49 0.00 0.03 0.01
 -------- 07:00 0.01 0.17 0.10 0.36 0.01 0.52 0.00 0.07 0.01
 -------- 08:00 0.01 0.18 0.12 0.37 0.01 0.52 0.00 0.04 0.01
 -------- 09:00 0.01 0.17 0.16 0.39 0.01 0.50 0.00 0.05 0.00
 -------- 10:00 0.01 0.17 0.18 0.40 0.03 0.53 0.00 0.07 0.01
 29.01.13 11:00 0.01 0.17 0.13 0.35 0.01 0.51 0.00 0.06 0.01
 -------- 12:00 0.01 0.16 0.14 0.37 0.01 0.50 0.00 0.03 0.00
 -------- 13:00 0.01 0.15 0.13 0.34 0.01 0.50 0.00 0.04 0.00
 -------- 14:00 0.02 0.15 0.12 0.33 0.02 0.50 0.00 0.03 0.00
 -------- 15:00 0.02 0.15 0.06 0.30 0.01 0.51 0.00 0.02 0.02
 29.01.13 16:00 0.02 0.16 0.12 0.32 0.01 0.50 0.00 0.05 0.01
 -------- 17:00 0.02 0.17 0.18 0.39 0.02 0.52 0.00 0.05 0.01
 -------- 18:00 0.01 0.18 0.16 0.40 0.01 0.51 0.00 0.05 0.01
 -------- 19:00 0.01 0.16 0.18 0.37 0.00 0.51 0.00 0.01 0.01
 -------- 20:00 0.01 0.15 0.08 0.32 0.02 0.50 0.00 0.07 0.01
 29.01.13 21:00 0.01 0.16 0.12 0.35 0.01 0.51 0.00 0.07 0.01
 -------- 22:00 0.01 0.17 0.16 0.37 0.02 0.52 0.00 0.05 0.01
 -------- 23:00 0.01 0.18 0.14 0.38 ---- 0.52 0.00 0.03 0.01
