 Date Time SO2 Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 20.12.12 12:00 0.03 ---- 0.31 0.05 0.47 0.00 0.09 0.02
 -------- 13:00 0.05 0.09 0.37 0.01 0.46 0.00 0.07 0.00
 -------- 14:00 0.09 0.12 0.44 0.02 0.44 0.00 0.05 0.00
 -------- 15:00 0.20 0.10 0.46 0.06 0.37 0.00 0.08 0.02
 -------- 16:00 0.07 0.14 0.44 0.03 0.46 0.00 0.09 ----
 20.12.12 17:00 0.04 0.20 0.44 0.02 0.49 0.00 0.03 0.01
 -------- 18:00 0.03 0.21 0.45 0.02 0.50 0.00 0.07 0.00
 -------- 19:00 0.02 0.11 0.41 0.01 0.51 0.00 0.06 0.01
 -------- 20:00 0.02 0.10 0.40 0.02 0.50 0.00 0.04 0.01
 -------- 21:00 0.03 0.10 0.34 0.01 0.48 0.00 0.07 0.00
 20.12.12 22:00 0.05 0.10 0.36 0.01 0.48 0.00 0.05 0.00
 -------- 23:00 0.07 0.09 0.37 0.02 0.46 0.00 0.04 ----
 -------- 00:00 0.07 0.01 0.37 0.01 0.46 0.00 0.05 0.00
 -------- 01:00 0.10 0.02 0.35 0.02 0.44 0.00 0.08 0.00
 -------- 02:00 0.12 0.09 0.35 0.01 0.42 0.00 0.06 0.01
 21.12.12 03:00 0.03 0.06 0.33 0.02 0.49 0.00 0.05 0.01
 -------- 04:00 0.03 0.10 0.34 0.01 0.48 0.00 0.05 0.01
 -------- 05:00 0.07 0.09 0.31 0.01 0.45 0.00 0.08 0.01
 -------- 06:00 0.10 0.09 0.34 0.02 0.42 0.00 0.07 0.01
 -------- 07:00 0.10 0.13 0.32 0.01 0.44 0.00 0.08 0.01
 21.12.12 08:00 0.10 0.10 0.35 0.02 0.43 0.00 0.06 0.01
 -------- 09:00 0.15 0.08 0.35 0.03 0.40 0.00 0.06 0.02
 -------- 10:00 0.17 0.14 0.39 0.03 0.39 0.00 0.01 0.01
 -------- 11:00 0.18 0.05 0.35 0.02 0.38 0.00 0.06 0.01
 -------- 12:00 0.21 0.04 0.33 0.02 0.38 0.00 0.03 0.01
 21.12.12 13:00 0.21 0.06 0.36 0.02 0.37 0.00 0.05 0.02
 -------- 14:00 0.26 0.10 0.42 0.03 0.35 0.00 0.05 0.02
 -------- 15:00 0.29 0.03 0.43 0.02 0.35 0.00 0.08 0.03
 -------- 16:00 0.03 0.12 0.42 0.08 0.50 0.00 0.05 0.01
 -------- 17:00 0.02 0.17 0.42 0.01 0.51 0.00 0.07 0.01
 21.12.12 18:00 0.02 0.11 0.41 0.02 0.51 0.00 0.04 0.02
 -------- 19:00 0.02 0.07 0.39 0.02 0.51 0.00 0.05 0.01
 -------- 20:00 0.02 0.10 0.37 0.02 0.53 0.00 0.07 0.02
 -------- 21:00 0.02 0.08 0.37 0.01 0.53 0.00 0.07 0.01
 -------- 22:00 0.02 0.04 0.37 0.02 0.52 0.00 0.05 0.01
 21.12.12 23:00 0.01 0.03 0.36 0.01 0.51 0.00 0.07 0.01
 -------- 00:00 0.01 0.05 0.35 0.00 0.52 0.00 0.05 0.01
 -------- 01:00 0.01 0.05 0.35 0.03 0.52 0.00 0.08 0.01
 -------- 02:00 0.01 0.01 0.34 0.01 0.52 0.00 0.10 0.01
 -------- 03:00 0.01 0.03 0.35 0.02 0.54 0.00 0.03 0.01
 22.12.12 04:00 0.01 0.02 0.38 0.02 0.52 0.00 0.05 0.00
 -------- 05:00 0.01 0.05 0.37 0.02 0.52 0.00 0.01 0.01
 -------- 06:00 0.01 0.06 0.38 0.02 0.51 0.00 0.03 0.01
 -------- 07:00 0.02 0.10 0.41 0.03 0.52 0.00 0.04 0.02
 -------- 08:00 0.01 0.04 0.39 0.02 0.51 0.00 0.06 0.01
 22.12.12 09:00 0.01 0.08 0.44 0.02 0.51 0.00 0.04 0.01
 -------- 10:00 0.01 0.04 0.41 0.02 0.50 0.00 0.03 0.01
 -------- 11:00 0.01 ---- 0.38 0.02 0.51 0.00 0.06 0.02
