 Date Time SO2 Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 14.12.12 12:00 0.02 0.05 0.26 0.01 0.46 0.00 0.01 0.00
 -------- 13:00 0.02 0.09 0.26 0.01 0.46 0.00 0.06 0.01
 -------- 14:00 0.02 0.05 0.29 0.01 0.46 0.00 0.04 0.01
 -------- 15:00 0.02 0.09 0.32 0.01 0.47 0.00 0.06 0.01
 -------- 16:00 0.02 0.14 0.33 0.01 0.47 0.00 0.05 0.01
 14.12.12 17:00 0.01 0.10 0.35 0.00 0.47 0.00 0.03 0.01
 -------- 18:00 0.01 0.08 0.33 0.01 0.47 0.00 0.04 0.00
 -------- 19:00 0.01 0.09 0.36 0.02 0.47 0.00 0.04 0.00
 -------- 20:00 0.01 0.08 0.33 0.01 0.49 0.00 0.04 0.01
 -------- 21:00 0.01 0.07 0.32 0.02 0.47 0.00 0.05 0.01
 14.12.12 22:00 0.01 0.05 0.35 0.00 0.48 0.00 0.04 0.01
 -------- 23:00 0.01 0.03 0.33 0.01 0.47 0.00 0.04 0.01
 -------- 00:00 0.01 0.06 0.30 0.01 0.47 0.00 0.04 0.01
 -------- 01:00 0.02 0.03 0.29 0.01 0.47 0.00 0.03 0.00
 -------- 02:00 0.02 0.06 0.30 0.01 0.47 0.00 0.04 0.00
 15.12.12 03:00 0.02 0.03 0.29 0.02 0.47 0.00 0.04 0.01
 -------- 04:00 0.02 0.04 0.26 0.01 0.47 0.00 0.06 0.00
 -------- 05:00 0.02 0.04 0.26 0.01 0.47 0.00 0.03 0.01
 -------- 06:00 0.02 0.06 0.26 0.01 0.46 0.00 0.06 0.01
 -------- 07:00 0.02 0.08 0.25 0.01 0.46 0.00 0.04 0.00
 15.12.12 08:00 0.02 0.04 0.27 0.02 0.46 0.00 0.05 0.00
 -------- 09:00 0.02 0.02 0.31 0.01 0.47 0.00 0.03 0.01
 -------- 10:00 0.02 0.08 0.31 0.02 0.48 0.00 0.04 0.01
 -------- 11:00 0.03 0.07 0.29 0.02 0.45 0.00 0.05 0.01
 -------- 12:00 0.03 0.18 0.26 0.01 0.46 0.00 0.01 0.01
 15.12.12 13:00 0.02 0.08 0.27 0.01 0.46 0.00 0.06 0.01
 -------- 14:00 0.02 0.11 0.31 0.01 0.47 0.00 0.08 0.01
 -------- 15:00 0.02 0.13 0.32 0.02 0.47 0.00 0.04 0.01
 -------- 16:00 0.03 0.12 0.38 0.01 0.48 0.00 0.04 0.01
 -------- 17:00 0.03 0.14 0.41 0.00 0.49 0.00 0.03 0.01
 15.12.12 18:00 0.03 0.14 0.39 0.01 0.48 0.00 0.03 0.01
 -------- 19:00 0.04 0.05 0.36 0.01 0.47 0.00 0.03 0.01
 -------- 20:00 0.05 0.02 0.34 0.02 0.46 0.00 0.06 0.00
 -------- 21:00 0.04 0.05 0.33 0.00 0.47 0.00 0.03 0.01
 -------- 22:00 0.03 0.04 0.32 0.01 0.48 0.00 0.04 0.00
 15.12.12 23:00 0.03 0.08 0.35 0.01 0.50 0.00 0.03 0.00
 -------- 00:00 0.03 0.04 0.32 0.01 0.50 0.00 0.03 0.01
 -------- 01:00 0.03 0.08 0.31 0.01 0.50 0.00 0.03 0.00
 -------- 02:00 0.03 0.08 0.28 0.01 0.49 0.00 0.05 0.01
 -------- 03:00 0.03 0.08 0.28 0.01 0.50 0.00 0.03 0.01
 16.12.12 04:00 0.03 0.09 0.27 0.01 0.49 0.00 0.03 0.00
 -------- 05:00 0.03 0.05 0.26 0.01 0.49 0.00 0.04 0.01
 -------- 06:00 0.02 0.03 0.27 0.01 0.50 0.00 0.05 0.01
 -------- 07:00 0.02 0.08 0.27 0.02 0.49 0.00 0.04 0.00
 -------- 08:00 0.02 0.04 0.27 0.01 0.49 0.00 0.07 0.01
 16.12.12 09:00 0.02 0.05 0.28 0.01 0.50 0.00 0.02 0.01
 -------- 10:00 0.02 0.06 0.27 0.01 0.49 0.00 0.06 0.01
 -------- 11:00 0.02 0.13 0.26 0.02 0.49 0.00 0.06 0.00
