 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 15.02.13 23:00 0.01 0.18 0.19 0.46 0.02 0.52 0.00 0.05 0.02
 -------- 00:00 0.01 0.18 0.23 0.47 0.03 0.52 0.00 0.05 0.01
 -------- 01:00 0.01 0.17 0.18 0.46 0.00 0.51 0.00 0.03 0.01
 -------- 02:00 0.03 0.16 0.17 0.44 0.02 0.51 0.00 0.02 0.00
 -------- 03:00 0.02 0.16 0.15 0.44 0.01 0.52 0.00 0.04 0.01
 16.02.13 04:00 0.02 0.18 0.17 0.44 0.02 0.52 0.00 0.07 0.01
 -------- 05:00 0.02 0.16 0.16 0.43 0.02 0.52 0.00 0.05 0.01
 -------- 06:00 0.01 0.17 0.13 0.44 0.01 0.53 0.00 0.06 0.01
 -------- 07:00 0.02 0.16 0.14 0.45 0.02 0.52 0.00 0.04 0.02
 -------- 08:00 0.01 0.18 0.16 0.45 0.02 0.53 0.00 0.03 0.01
 16.02.13 09:00 0.01 0.18 0.17 0.46 0.03 0.53 0.00 0.03 0.00
 -------- 10:00 0.04 0.16 0.15 0.48 0.02 0.51 0.00 0.02 0.01
 -------- 11:00 0.15 0.14 0.12 0.46 0.02 0.44 0.00 0.05 0.01
 -------- 12:00 0.04 0.19 0.21 0.56 0.02 0.49 0.00 0.05 0.01
 -------- 13:00 0.03 0.18 0.18 0.60 0.01 0.52 0.00 0.06 0.01
 16.02.13 14:00 0.02 0.20 0.24 0.61 0.02 0.53 0.00 0.02 0.01
 -------- 15:00 0.03 0.18 0.18 0.53 0.02 0.51 0.00 0.04 0.00
 -------- 16:00 0.02 0.20 0.17 0.54 0.02 0.52 0.00 0.07 0.01
 -------- 17:00 0.01 0.15 0.05 0.39 0.03 0.51 0.00 0.05 0.01
 -------- 18:00 0.01 0.16 0.11 0.37 0.01 0.51 0.00 0.02 0.01
 16.02.13 19:00 0.01 0.15 0.06 0.38 0.02 0.51 0.00 0.04 0.00
 -------- 20:00 0.01 0.17 0.12 0.38 0.01 0.52 0.00 0.02 0.01
 -------- 21:00 0.01 0.17 0.08 0.37 0.00 0.52 0.00 0.05 0.00
 -------- 22:00 0.01 0.14 0.05 0.33 0.01 0.51 0.00 0.03 0.01
 -------- 23:00 0.01 0.14 0.02 0.31 0.01 0.51 0.00 ---- 0.01
 17.02.13 00:00 0.01 0.15 0.04 0.34 0.01 0.51 0.00 0.02 0.00
 -------- 01:00 0.01 0.14 0.07 0.31 0.02 0.50 0.00 0.01 0.01
 -------- 02:00 0.01 0.12 0.04 0.27 0.01 0.50 0.00 0.07 0.00
 -------- 03:00 0.01 0.12 0.03 0.23 0.01 0.50 0.00 0.02 0.01
 -------- 04:00 0.01 0.11 0.04 0.18 0.02 0.50 0.00 0.03 0.01
 17.02.13 05:00 0.01 0.10 0.03 0.17 0.03 0.49 0.00 0.06 0.01
 -------- 06:00 0.01 0.07 ---- 0.10 0.02 0.49 0.00 0.02 0.01
 -------- 07:00 0.01 0.07 0.02 0.10 0.01 0.48 0.00 0.02 0.01
 -------- 08:00 0.01 0.10 ---- 0.20 0.02 0.49 0.00 0.04 0.01
 -------- 09:00 0.03 0.11 0.07 0.25 0.00 0.47 0.00 0.05 0.01
 17.02.13 10:00 0.10 0.08 0.05 0.23 0.02 0.42 0.00 0.06 0.01
 -------- 11:00 0.03 0.10 ---- 0.23 0.02 0.48 0.00 0.06 0.01
 -------- 12:00 0.04 0.10 0.04 0.24 0.01 0.46 0.00 0.06 0.01
 -------- 13:00 0.02 0.12 0.03 0.22 0.01 0.49 0.00 0.03 0.01
 -------- 14:00 0.02 0.10 0.04 0.22 0.00 0.48 0.00 0.04 0.01
 17.02.13 15:00 0.02 0.12 0.08 0.24 0.02 0.49 0.00 0.02 0.00
 -------- 16:00 0.01 0.13 0.08 0.32 0.01 0.50 0.00 0.02 0.01
 -------- 17:00 0.02 0.15 0.12 0.34 0.02 0.50 0.00 0.05 0.01
 -------- 18:00 0.01 0.15 0.12 0.36 0.00 0.50 0.00 0.03 0.00
 -------- 19:00 0.01 0.12 0.07 0.29 0.02 0.50 0.00 0.04 0.01
 17.02.13 20:00 0.01 0.13 0.08 0.27 0.01 0.50 0.00 0.01 0.01
 -------- 21:00 0.01 0.12 0.04 0.22 0.02 0.51 0.00 0.02 0.00
 -------- 22:00 0.00 0.12 0.07 0.20 0.03 0.50 0.00 0.04 0.01
