 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 10.04.13 12:00 0.01 0.16 0.19 0.25 0.01 0.48 0.00 0.06 0.01
 -------- 13:00 0.01 0.12 0.07 0.23 0.02 0.47 0.00 0.06 0.01
 -------- 14:00 0.01 0.09 0.07 0.20 0.01 0.46 0.00 0.05 0.01
 -------- 15:00 0.01 0.09 0.05 0.23 0.02 0.47 0.00 0.04 0.01
 -------- 16:00 0.00 0.08 0.05 0.25 0.01 0.46 0.00 0.05 0.01
 10.04.13 17:00 0.00 0.07 0.06 0.26 0.02 0.47 0.00 0.05 0.01
 -------- 18:00 0.01 0.10 0.03 0.30 0.02 0.48 0.00 0.04 0.01
 -------- 19:00 0.01 0.10 0.05 0.33 0.01 0.48 0.00 0.05 0.01
 -------- 20:00 0.01 0.18 0.13 0.52 0.01 0.49 0.00 0.05 0.01
 -------- 21:00 0.02 0.23 0.18 0.63 0.00 0.50 0.00 0.05 0.01
 10.04.13 22:00 0.01 0.27 0.22 0.76 0.02 0.51 0.00 0.04 0.02
 -------- 23:00 0.01 0.28 0.28 0.76 0.02 0.53 0.00 0.01 0.01
 -------- 00:00 0.01 0.30 0.22 0.72 0.01 0.53 0.00 0.07 0.01
 -------- 01:00 0.02 0.26 0.18 0.59 0.02 0.51 0.00 0.06 0.01
 -------- 02:00 0.08 0.23 0.21 0.55 0.02 0.45 0.00 0.03 0.01
 11.04.13 03:00 0.09 0.26 0.24 0.65 0.01 0.47 0.00 0.04 0.01
 -------- 04:00 0.03 0.28 0.25 0.65 0.02 0.50 0.00 0.08 0.01
 -------- 05:00 0.02 0.28 0.26 0.63 0.02 0.51 0.00 0.07 0.01
 -------- 06:00 0.02 0.30 0.31 0.67 0.01 0.51 0.00 0.04 0.01
 -------- 07:00 0.05 0.28 0.30 0.70 0.01 0.48 0.00 0.01 0.02
 11.04.13 08:00 0.04 0.25 0.26 0.61 0.01 0.47 0.00 0.05 0.01
 -------- 09:00 0.05 0.21 0.25 0.52 0.02 0.46 0.00 0.06 0.01
 -------- 10:00 0.03 0.18 0.13 0.43 0.02 0.47 0.00 0.05 0.01
 -------- 11:00 0.02 0.14 0.12 0.32 0.03 0.46 0.00 0.09 0.01
 -------- 12:00 0.01 0.11 0.11 0.23 0.02 0.46 0.00 0.02 0.01
 11.04.13 13:00 0.01 0.11 0.06 0.22 0.02 0.46 0.00 0.05 0.01
 -------- 14:00 0.00 0.08 0.05 0.15 0.03 0.45 0.00 0.05 0.01
 -------- 15:00 0.02 0.09 0.03 0.23 0.01 0.47 0.00 0.06 0.01
 -------- 16:00 0.03 0.10 0.03 0.33 0.02 0.46 0.00 0.04 0.01
 -------- 17:00 0.05 0.12 0.08 0.39 0.00 0.45 0.00 0.05 0.01
 11.04.13 18:00 0.05 0.15 0.05 0.45 0.00 0.47 0.00 0.04 0.01
 -------- 19:00 0.03 0.21 0.14 0.54 0.01 0.50 0.00 0.05 0.01
 -------- 20:00 0.01 0.20 0.12 0.54 0.00 0.50 0.00 0.04 0.01
 -------- 21:00 0.01 0.25 0.11 0.60 0.00 0.52 0.00 0.03 0.01
 -------- 22:00 0.01 0.26 0.19 0.69 0.02 0.52 0.00 0.03 0.00
 11.04.13 23:00 0.03 0.27 0.21 0.71 0.01 0.51 0.00 0.04 0.01
 -------- 00:00 0.06 0.24 0.19 0.67 0.01 0.47 0.00 0.06 0.01
 -------- 01:00 0.05 0.24 0.22 0.64 0.01 0.48 0.00 0.02 0.01
 -------- 02:00 0.01 0.23 0.18 0.55 0.01 0.49 0.00 0.03 0.01
 -------- 03:00 0.02 0.27 0.25 0.63 0.02 0.50 0.00 0.04 0.01
 12.04.13 04:00 0.03 0.27 0.24 0.65 0.01 0.50 0.00 0.05 0.01
 -------- 05:00 0.04 0.26 0.23 0.69 ---- 0.48 0.00 0.07 0.01
 -------- 06:00 0.02 0.27 0.29 0.69 0.01 0.50 0.00 0.03 0.02
 -------- 07:00 0.02 0.27 0.23 0.68 0.01 0.52 0.00 0.06 0.01
 -------- 08:00 0.03 0.26 0.25 0.68 0.03 0.50 0.00 0.06 0.01
 12.04.13 09:00 0.02 0.25 0.23 0.62 0.01 0.48 0.00 0.08 0.01
 -------- 10:00 0.02 0.20 0.16 0.50 0.01 0.47 0.00 0.04 0.00
 -------- 11:00 0.02 0.17 0.16 0.41 0.01 0.47 0.00 0.07 0.01
