 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 26.11.12 12:00 0.01 0.19 0.06 0.16 0.02 0.54 0.00 0.05 0.00
 -------- 13:00 0.01 0.20 0.02 0.17 0.01 0.53 0.00 0.03 0.00
 -------- 14:00 0.01 0.20 0.00 0.18 0.00 0.54 0.00 0.07 0.01
 -------- 15:00 0.01 0.19 ---- 0.16 0.02 0.54 0.00 0.03 0.01
 -------- 16:00 0.01 0.19 0.00 0.16 0.01 0.54 0.00 0.02 0.00
 26.11.12 17:00 0.01 0.20 0.01 0.15 0.01 0.55 0.00 0.05 0.00
 -------- 18:00 0.00 0.18 0.01 0.13 0.01 0.53 0.00 0.03 0.01
 -------- 19:00 0.00 0.19 ---- 0.12 0.01 0.54 0.00 0.05 0.01
 -------- 20:00 0.01 0.19 ---- 0.10 0.02 0.55 0.00 0.04 0.00
 -------- 21:00 0.00 0.20 0.01 0.10 0.01 0.56 0.00 0.04 0.00
 26.11.12 22:00 0.00 0.20 ---- 0.09 0.02 0.55 0.00 0.04 0.01
 -------- 23:00 0.00 0.19 ---- 0.08 0.02 0.56 0.00 0.03 0.00
 -------- 00:00 0.00 0.20 0.01 0.08 0.02 0.55 0.00 0.06 0.00
 -------- 01:00 0.00 0.18 ---- 0.08 0.01 0.55 0.00 0.05 0.00
 -------- 02:00 0.00 0.19 0.01 0.05 0.01 0.56 0.00 0.02 0.01
 27.11.12 03:00 0.00 0.20 ---- 0.04 0.01 0.57 0.00 0.05 0.00
 -------- 04:00 0.00 0.20 ---- 0.06 0.02 0.57 0.00 0.03 0.00
 -------- 05:00 0.00 0.18 0.01 0.07 0.01 0.54 0.00 0.02 0.00
 -------- 06:00 0.00 0.19 ---- 0.07 0.02 0.55 0.00 0.03 0.01
 -------- 07:00 0.01 0.19 0.01 0.13 0.01 0.55 0.00 0.05 0.00
 27.11.12 08:00 0.00 0.19 ---- 0.12 0.01 0.54 0.00 0.05 0.00
 -------- 09:00 0.01 0.19 ---- 0.14 0.01 0.55 0.00 0.04 0.01
 -------- 10:00 0.01 0.20 0.01 0.14 0.01 0.56 0.00 0.02 0.01
 -------- 11:00 0.01 0.19 0.01 0.12 0.01 0.55 0.00 0.03 0.00
 -------- 12:00 0.01 0.18 0.02 0.13 0.01 0.53 0.00 0.05 0.00
 27.11.12 13:00 0.01 0.18 0.01 0.12 0.01 0.55 0.00 0.04 0.01
 -------- 14:00 0.00 0.18 ---- 0.14 0.01 0.54 0.00 0.04 0.00
 -------- 15:00 0.00 0.18 0.00 0.13 0.02 0.53 0.00 0.02 0.01
 -------- 16:00 0.00 0.19 0.04 0.14 0.01 0.54 0.00 0.03 0.00
 -------- 17:00 0.00 0.19 0.01 0.15 0.01 0.55 0.00 0.03 0.00
 27.11.12 18:00 0.00 0.19 0.02 0.15 0.00 0.56 0.00 0.02 0.01
 -------- 19:00 0.00 0.18 0.03 0.16 0.01 0.54 0.00 0.03 0.00
 -------- 20:00 0.00 0.17 0.01 0.16 0.01 0.54 0.00 0.03 0.00
 -------- 21:00 0.00 0.20 0.03 0.19 0.01 0.55 0.00 0.02 0.01
 -------- 22:00 0.00 0.20 ---- 0.18 0.01 0.56 0.00 0.03 0.00
 27.11.12 23:00 0.00 0.20 0.01 0.16 0.01 0.57 0.00 0.03 0.00
 -------- 00:00 0.01 0.20 0.03 0.15 0.02 0.56 0.00 0.04 0.00
 -------- 01:00 0.00 0.20 0.03 0.15 0.01 0.56 0.00 0.03 0.00
 -------- 02:00 0.00 0.20 0.04 0.14 0.01 0.56 0.00 0.04 0.00
 -------- 03:00 0.01 0.20 ---- 0.13 0.02 0.56 0.00 0.02 0.00
 28.11.12 04:00 0.00 0.20 0.03 0.13 0.00 0.58 0.00 0.04 0.00
 -------- 05:00 0.00 0.20 0.03 0.14 0.01 0.56 0.00 0.02 0.00
 -------- 06:00 0.01 0.19 0.04 0.16 0.01 0.55 0.00 0.05 0.00
 -------- 07:00 0.02 0.18 0.03 0.18 0.02 0.53 0.00 0.01 0.00
 -------- 08:00 0.01 0.18 0.02 0.19 0.01 0.53 0.00 0.04 0.00
 28.11.12 09:00 0.01 0.18 ---- 0.19 0.01 0.53 0.00 0.03 0.01
 -------- 10:00 0.01 0.17 0.01 0.17 0.01 0.54 0.00 0.04 0.01
 -------- 11:00 0.01 0.18 ---- 0.17 0.01 0.53 0.00 0.02 0.00
