 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 05.04.13 00:00 0.01 0.17 0.14 0.38 0.03 0.48 0.00 0.04 0.01
 -------- 01:00 0.02 0.19 0.17 0.41 0.02 0.47 0.00 0.06 0.01
 -------- 02:00 0.04 0.20 0.22 0.49 0.02 0.45 0.00 0.08 0.01
 -------- 03:00 0.05 0.20 0.16 0.50 0.01 0.45 0.00 0.07 0.01
 -------- 04:00 0.04 0.23 0.22 0.50 0.01 0.45 0.00 0.02 0.01
 05.04.13 05:00 0.04 0.22 0.17 0.48 0.02 0.47 0.00 0.03 0.00
 -------- 06:00 0.03 0.22 0.19 0.47 0.02 0.47 0.00 0.05 0.01
 -------- 07:00 0.04 0.24 0.22 0.54 0.01 0.47 0.00 0.05 0.01
 -------- 08:00 0.07 0.25 0.22 0.59 0.01 0.45 0.00 0.08 0.01
 -------- 09:00 0.09 0.22 0.26 0.59 0.01 0.43 0.00 0.05 0.01
 05.04.13 10:00 0.03 0.22 0.20 0.50 0.01 0.47 0.00 0.07 0.01
 -------- 11:00 0.03 0.21 0.20 0.51 0.01 0.48 0.00 0.04 0.01
 -------- 12:00 0.08 0.21 0.28 0.57 0.01 0.43 0.00 0.04 0.01
 -------- 13:00 0.05 0.23 0.23 0.57 0.01 0.46 0.00 0.06 0.02
 -------- 14:00 0.02 0.20 0.22 0.43 0.01 0.48 0.00 0.10 0.01
 05.04.13 15:00 0.03 0.21 0.23 0.50 0.01 0.47 0.00 0.05 0.01
 -------- 16:00 0.03 0.21 0.24 0.51 0.01 0.48 0.00 0.04 0.01
 -------- 17:00 0.02 0.21 0.28 0.53 0.01 0.48 0.00 0.07 0.00
 -------- 18:00 0.02 0.24 0.31 0.56 0.01 0.51 0.00 0.05 0.01
 -------- 19:00 0.04 0.22 0.25 0.54 0.01 0.49 0.00 0.04 0.01
 05.04.13 20:00 0.03 0.22 0.25 0.50 0.01 0.49 0.00 0.06 0.01
 -------- 21:00 0.02 0.21 0.19 0.45 0.01 0.50 0.00 0.03 0.01
 -------- 22:00 0.01 0.22 0.17 0.49 0.01 0.50 0.00 0.05 0.01
 -------- 23:00 0.01 0.24 0.17 0.45 0.01 0.51 0.00 0.05 0.01
 -------- 00:00 0.00 0.20 0.17 0.32 0.01 0.51 0.00 0.05 0.01
 06.04.13 01:00 0.00 0.18 0.14 0.22 0.02 0.50 0.00 0.06 0.01
 -------- 02:00 0.00 0.18 0.17 0.23 0.01 0.50 0.00 0.05 0.01
 -------- 03:00 0.00 0.18 0.15 0.17 0.01 0.50 0.00 0.05 0.01
 -------- 04:00 0.01 0.18 0.14 0.17 0.01 0.50 0.00 0.03 0.01
 -------- 05:00 0.00 0.17 0.14 0.14 0.01 0.49 0.00 0.01 0.01
 06.04.13 06:00 0.00 0.11 0.11 0.09 0.02 0.47 0.00 0.04 0.01
 -------- 07:00 0.00 0.12 0.11 0.14 0.01 0.47 0.00 0.04 0.01
 -------- 08:00 0.00 0.12 0.10 0.16 0.01 0.47 0.00 0.05 0.01
 -------- 09:00 0.00 0.12 0.10 0.16 0.01 0.47 0.00 0.08 0.01
 -------- 10:00 0.00 0.14 0.08 0.18 0.01 0.49 0.00 0.04 0.01
 06.04.13 11:00 0.00 0.14 0.06 0.19 0.01 0.48 0.00 0.03 0.01
 -------- 12:00 0.00 0.15 0.09 0.22 0.02 0.48 0.00 0.03 0.01
 -------- 13:00 0.00 0.15 0.11 0.22 0.00 0.48 0.00 0.07 0.01
 -------- 14:00 0.00 0.15 0.14 0.24 0.02 0.48 0.00 0.07 0.01
 -------- 15:00 0.00 0.14 0.16 0.21 0.02 0.48 0.00 0.03 0.01
 06.04.13 16:00 0.01 0.14 0.10 0.28 0.02 0.47 0.00 0.08 0.01
 -------- 17:00 0.00 0.15 0.12 0.23 0.02 0.49 0.00 0.02 0.01
 -------- 18:00 0.00 0.17 0.11 0.26 0.01 0.49 0.00 0.05 0.01
 -------- 19:00 0.00 0.18 0.12 0.36 0.01 0.50 0.00 0.04 0.01
 -------- 20:00 0.01 0.25 0.21 0.45 0.01 0.51 0.00 0.04 0.01
 06.04.13 21:00 0.00 0.24 0.12 0.42 0.02 0.51 0.00 0.07 0.01
 -------- 22:00 0.00 0.25 0.16 0.43 0.01 0.51 0.00 0.09 0.01
 -------- 23:00 0.00 0.22 0.12 0.32 0.01 0.50 0.00 0.05 0.01
