 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 25.02.13 00:00 0.01 0.10 0.02 0.29 0.02 0.48 0.00 0.06 0.01
 -------- 01:00 0.01 0.08 0.01 0.25 0.02 0.49 0.00 0.06 0.01
 -------- 02:00 0.01 0.09 ---- 0.24 0.01 0.49 0.00 0.04 0.01
 -------- 03:00 0.01 0.09 ---- 0.24 0.01 0.50 0.00 0.05 0.02
 -------- 04:00 0.01 0.08 ---- 0.21 0.00 0.49 0.00 0.03 0.00
 25.02.13 05:00 0.01 0.09 ---- 0.21 0.03 0.49 0.00 0.06 0.01
 -------- 06:00 0.01 0.11 ---- 0.24 0.01 0.50 0.00 0.06 ----
 -------- 07:00 0.01 0.11 0.01 0.32 0.02 0.50 0.00 0.05 0.01
 -------- 08:00 0.01 0.13 0.07 0.37 0.02 0.50 0.00 0.03 0.01
 -------- 09:00 0.01 0.14 0.06 0.43 0.02 0.51 0.00 0.06 0.02
 25.02.13 10:00 0.01 0.12 0.06 0.36 0.02 0.52 0.00 0.02 0.00
 -------- 11:00 0.01 0.10 0.04 0.29 0.01 0.50 0.00 0.03 ----
 -------- 12:00 0.01 0.08 ---- 0.29 0.01 0.50 0.00 0.03 0.01
 -------- 13:00 0.01 0.07 0.01 0.25 0.01 0.49 0.00 0.01 0.00
 -------- 14:00 0.01 0.07 0.01 0.25 0.03 0.49 0.00 0.04 0.00
 25.02.13 15:00 0.01 0.05 ---- 0.23 0.02 0.49 0.00 0.07 0.01
 -------- 16:00 0.01 0.05 0.00 0.24 0.02 0.50 0.00 0.04 0.01
 -------- 17:00 0.01 0.07 ---- 0.24 0.01 0.50 0.00 0.06 0.01
 -------- 18:00 0.01 0.06 0.03 0.28 0.03 0.50 0.00 0.04 0.01
 -------- 19:00 0.01 0.08 ---- 0.31 0.01 0.50 0.00 0.02 0.01
 25.02.13 20:00 0.01 0.09 0.09 0.36 0.00 0.50 0.00 0.03 0.01
 -------- 21:00 0.01 0.09 0.06 0.31 0.01 0.49 0.00 0.04 0.01
 -------- 22:00 0.01 0.09 0.03 0.32 0.01 0.49 0.00 0.03 0.01
 -------- 23:00 0.01 0.09 0.07 0.33 0.03 0.50 0.00 0.08 0.01
 -------- 00:00 0.01 0.08 0.01 0.29 0.01 0.50 0.00 0.03 0.01
 26.02.13 01:00 0.01 0.09 0.02 0.25 0.02 0.49 0.00 0.05 0.01
 -------- 02:00 0.01 0.07 ---- 0.26 0.02 0.49 0.00 0.01 0.00
 -------- 03:00 0.01 0.08 ---- 0.26 0.00 0.49 0.00 0.05 0.01
 -------- 04:00 0.01 0.09 ---- 0.27 0.02 0.49 0.00 0.03 0.00
 -------- 05:00 0.01 0.10 ---- 0.29 0.01 0.50 0.00 0.03 0.01
 26.02.13 06:00 0.01 0.12 ---- 0.34 0.02 0.50 0.00 0.03 0.01
 -------- 07:00 0.01 0.13 0.06 0.43 0.02 0.50 0.00 0.02 0.01
 -------- 08:00 0.01 0.17 0.08 0.52 0.02 0.52 0.00 0.02 0.01
 -------- 09:00 0.01 0.14 0.08 0.47 0.02 0.52 0.00 0.03 0.01
 -------- 10:00 0.01 0.14 0.08 0.44 0.02 0.52 0.00 0.06 0.01
 26.02.13 11:00 0.01 0.12 0.13 0.43 0.01 0.51 0.00 0.05 0.01
 -------- 12:00 0.01 0.08 0.10 0.33 0.01 0.50 0.00 0.05 0.01
 -------- 13:00 0.01 0.06 ---- 0.28 ---- 0.49 0.00 0.05 0.01
 -------- 14:00 0.01 0.05 ---- 0.22 0.02 0.49 0.00 0.05 0.01
 -------- 15:00 0.01 0.06 ---- 0.25 0.01 0.49 0.00 0.05 0.00
 26.02.13 16:00 0.01 0.08 0.04 0.27 0.02 0.50 0.00 0.05 0.02
 -------- 17:00 0.01 0.08 0.01 0.28 0.01 0.51 0.00 0.04 0.00
 -------- 18:00 0.01 0.08 ---- 0.28 0.02 0.50 0.00 0.03 0.01
 -------- 19:00 0.01 0.08 0.03 0.28 0.01 0.51 0.00 0.03 0.01
 -------- 20:00 0.01 0.07 ---- 0.28 0.01 0.50 0.00 0.03 0.00
 26.02.13 21:00 0.01 0.07 ---- 0.25 0.01 0.50 0.00 0.04 0.01
 -------- 22:00 0.01 0.08 0.03 0.29 0.02 0.51 0.00 0.08 0.00
 -------- 23:00 0.01 0.07 ---- 0.27 0.01 0.50 0.00 0.05 0.01
