 Date Time CO OZ NO2 CHX NO
 11.10.12 00:00 0.06 0.09 0.08 1.41 ----
 -------- 01:00 0.06 0.11 0.06 1.40 ----
 -------- 02:00 0.04 0.11 0.05 1.40 ----
 -------- 03:00 0.04 0.10 0.04 1.39 ----
 -------- 04:00 0.04 0.10 0.04 1.39 ----
 11.10.12 05:00 0.04 0.08 0.05 1.39 ----
 -------- 06:00 0.05 0.05 0.07 1.40 0.01
 -------- 07:00 0.07 0.03 0.09 1.42 0.01
 -------- 08:00 0.07 0.02 0.09 1.42 0.02
 -------- 09:00 0.07 0.03 0.10 1.42 0.02
 11.10.12 10:00 0.06 0.05 0.07 1.41 0.01
 -------- 11:00 0.06 0.06 0.07 1.41 0.01
 -------- 12:00 0.06 0.06 0.07 1.42 0.01
 -------- 13:00 0.06 0.07 0.06 1.41 0.01
 -------- 14:00 0.06 0.07 0.06 1.40 0.01
 11.10.12 15:00 0.06 0.06 0.06 1.41 0.02
 -------- 16:00 0.06 0.07 0.08 1.41 0.01
 -------- 17:00 0.07 0.05 0.11 1.42 0.02
 -------- 18:00 0.09 0.03 0.12 1.45 0.03
 -------- 19:00 0.10 0.01 0.14 1.47 0.03
 11.10.12 20:00 0.11 0.01 0.14 1.48 0.05
 -------- 21:00 0.13 ---- 0.15 1.55 0.10
 -------- 22:00 0.10 ---- 0.13 1.48 0.05
 -------- 23:00 0.12 ---- 0.12 1.51 0.10
 -------- 00:00 0.09 ---- 0.10 1.47 0.06
 12.10.12 01:00 0.07 ---- 0.09 1.47 0.03
 -------- 02:00 0.05 0.02 0.08 1.45 0.01
 -------- 03:00 0.04 0.01 0.08 1.45 0.01
 -------- 04:00 0.07 ---- 0.09 1.49 0.04
 -------- 05:00 0.08 ---- 0.09 1.54 0.08
 12.10.12 06:00 0.10 ---- 0.10 1.58 0.12
 -------- 07:00 0.18 ---- 0.11 1.75 0.23
 -------- 08:00 0.40 0.01 0.17 2.16 0.52
 -------- 09:00 0.34 ---- 0.18 2.21 0.46
 -------- 10:00 0.38 ---- 0.21 2.19 0.50
 12.10.12 11:00 0.21 ---- 0.20 1.84 0.24
 -------- 12:00 0.26 ---- 0.25 1.84 0.27
 -------- 13:00 0.31 ---- 0.31 1.89 0.33
 -------- 14:00 0.29 ---- 0.31 1.81 0.27
 -------- 15:00 0.15 ---- 0.26 1.65 0.13
 12.10.12 16:00 0.21 ---- 0.30 1.74 0.21
 -------- 17:00 0.23 ---- 0.25 1.82 0.21
 -------- 18:00 0.19 ---- 0.18 1.74 0.13
 -------- 19:00 0.22 ---- 0.17 1.98 0.16
 -------- 20:00 0.17 ---- 0.15 1.76 0.10
 12.10.12 21:00 0.15 ---- 0.16 1.63 0.08
 -------- 22:00 0.13 ---- 0.16 1.56 0.05
 -------- 23:00 0.10 0.01 0.16 1.51 0.02
