 Date Time CO OZ NO2 CHX NO
 27.02.13 00:00 0.04 0.46 ---- 1.44 ----
 -------- 01:00 0.05 0.47 ---- 1.43 ----
 -------- 02:00 0.04 0.47 ---- 1.43 ----
 -------- 03:00 0.04 0.47 ---- 1.43 ----
 -------- 04:00 0.04 0.45 ---- 1.45 ----
 27.02.13 05:00 0.04 0.39 ---- 1.49 0.00
 -------- 06:00 0.05 0.31 0.05 1.55 0.00
 -------- 07:00 0.06 0.22 0.11 1.56 0.01
 -------- 08:00 0.06 0.26 0.08 1.50 0.01
 -------- 09:00 0.06 0.28 0.06 1.48 0.01
 27.02.13 10:00 0.06 0.28 0.06 1.47 0.01
 -------- 11:00 0.06 0.28 0.04 1.48 0.02
 -------- 12:00 0.05 0.30 0.02 1.49 0.02
 -------- 13:00 0.06 0.28 0.02 1.48 0.02
 -------- 14:00 0.04 0.28 0.02 1.47 0.01
 27.02.13 15:00 ---- 0.26 0.03 1.46 0.02
 -------- 16:00 ---- 0.24 0.04 1.46 0.02
 -------- 17:00 ---- 0.23 0.07 1.51 0.02
 -------- 18:00 ---- 0.25 0.07 1.49 0.01
 -------- 19:00 0.02 0.18 0.12 1.50 0.01
 27.02.13 20:00 0.02 0.18 0.11 1.49 0.01
 -------- 21:00 0.02 0.20 0.09 1.48 0.01
 -------- 22:00 0.05 0.15 0.16 1.54 0.06
 -------- 23:00 0.05 ---- 0.25 1.56 0.11
 -------- 00:00 0.06 ---- 0.24 1.62 0.09
 28.02.13 01:00 0.03 0.07 0.14 1.55 0.03
 -------- 02:00 0.02 0.12 0.09 1.48 0.01
 -------- 03:00 ---- 0.18 0.05 1.48 0.01
 -------- 04:00 ---- 0.30 ---- 1.45 0.00
 -------- 05:00 ---- 0.35 ---- 1.43 0.00
 28.02.13 06:00 ---- 0.34 ---- 1.43 0.00
 -------- 07:00 ---- 0.32 ---- 1.43 0.01
 -------- 08:00 ---- 0.33 ---- 1.43 0.01
 -------- 09:00 ---- 0.31 ---- 1.44 0.01
 -------- 10:00 ---- 0.25 0.02 1.46 0.02
 28.02.13 11:00 0.02 0.23 0.03 1.48 0.03
 -------- 12:00 0.02 0.25 0.06 1.50 0.06
 -------- 13:00 0.02 0.25 0.07 1.50 0.06
 -------- 14:00 ---- 0.25 0.07 1.50 0.06
 -------- 15:00 ---- 0.23 0.10 1.49 0.06
 28.02.13 16:00 ---- 0.27 0.07 1.46 0.06
 -------- 17:00 0.02 0.21 0.11 1.53 0.06
 -------- 18:00 0.02 0.15 0.17 1.59 0.06
 -------- 19:00 0.02 0.16 0.15 1.52 0.06
 -------- 20:00 0.03 0.17 0.14 1.50 0.06
 28.02.13 21:00 0.02 0.08 0.20 1.56 0.07
 -------- 22:00 0.02 0.09 0.17 1.50 0.06
 -------- 23:00 ---- 0.17 0.11 1.47 0.05
