 Date Time CO OZ NO2 CHX NO
 15.01.13 00:00 0.04 0.18 0.20 1.47 0.01
 -------- 01:00 0.04 0.19 0.18 1.47 0.01
 -------- 02:00 0.04 0.20 0.17 1.46 0.00
 -------- 03:00 0.04 0.21 0.15 1.46 0.00
 -------- 04:00 0.04 0.24 0.13 1.45 0.00
 15.01.13 05:00 0.04 0.26 0.12 1.44 ----
 -------- 06:00 0.05 0.26 0.13 1.44 0.00
 -------- 07:00 0.06 0.19 0.20 1.48 0.01
 -------- 08:00 0.07 0.23 0.16 1.47 0.00
 -------- 09:00 0.06 0.21 0.19 1.47 0.00
 15.01.13 10:00 0.07 0.16 0.26 1.48 0.01
 -------- 11:00 0.08 0.15 0.28 1.50 0.02
 -------- 12:00 0.09 0.15 0.26 1.50 0.02
 -------- 13:00 0.07 0.18 0.21 1.49 0.01
 -------- 14:00 0.06 0.19 0.20 1.48 0.01
 15.01.13 15:00 0.06 0.20 0.19 1.48 0.01
 -------- 16:00 0.06 0.18 0.25 1.50 0.01
 -------- 17:00 0.07 0.13 0.31 1.52 0.01
 -------- 18:00 0.07 0.15 0.25 1.53 0.01
 -------- 19:00 0.08 0.08 0.35 1.54 0.01
 15.01.13 20:00 0.08 0.08 0.35 1.53 0.01
 -------- 21:00 0.11 0.02 0.52 1.59 0.05
 -------- 22:00 0.08 0.06 0.41 1.52 0.01
 -------- 23:00 0.07 0.16 0.28 1.48 0.01
 -------- 00:00 0.06 0.11 0.33 1.50 0.00
 16.01.13 01:00 0.07 0.02 0.50 1.69 0.03
 -------- 02:00 0.05 0.06 0.42 1.54 0.02
 -------- 03:00 0.07 0.04 0.49 1.52 0.02
 -------- 04:00 0.05 0.07 0.40 1.52 0.01
 -------- 05:00 0.05 0.14 0.30 1.53 0.00
 16.01.13 06:00 0.06 0.09 0.36 1.52 0.01
 -------- 07:00 0.07 0.02 0.50 1.54 0.03
 -------- 08:00 0.10 ---- 0.57 1.57 0.07
 -------- 09:00 0.10 ---- 0.59 1.58 0.08
 -------- 10:00 0.12 0.01 0.62 1.62 0.10
 16.01.13 11:00 0.13 0.01 0.67 1.65 0.13
 -------- 12:00 0.13 0.01 0.67 1.69 0.14
 -------- 13:00 0.13 0.01 0.69 1.83 0.15
 -------- 14:00 0.13 0.01 0.68 1.85 0.15
 -------- 15:00 0.15 0.01 0.81 1.79 0.22
 16.01.13 16:00 0.16 0.01 0.89 1.84 0.26
 -------- 17:00 0.17 0.01 0.87 1.83 0.24
 -------- 18:00 0.20 0.01 0.97 1.91 0.30
 -------- 19:00 0.18 0.01 0.91 1.92 0.27
 -------- 20:00 0.19 0.01 0.91 2.05 0.27
 16.01.13 21:00 0.15 ---- 0.74 1.91 0.18
 -------- 22:00 0.12 ---- 0.60 1.95 0.12
 -------- 23:00 0.12 ---- 0.60 2.16 0.12
