 Date Time CO OZ NO2 CHX NO
 12.10.12 12:00 0.27 ---- 0.26 1.84 0.29
 -------- 13:00 0.31 ---- 0.31 1.89 0.33
 -------- 14:00 0.29 ---- 0.31 1.81 0.27
 -------- 15:00 0.15 ---- 0.26 1.65 0.13
 -------- 16:00 0.21 ---- 0.30 1.74 0.21
 12.10.12 17:00 0.23 ---- 0.25 1.82 0.21
 -------- 18:00 0.19 ---- 0.18 1.74 0.13
 -------- 19:00 0.22 ---- 0.17 1.98 0.16
 -------- 20:00 0.17 ---- 0.15 1.76 0.10
 -------- 21:00 0.15 ---- 0.16 1.63 0.08
 12.10.12 22:00 0.13 ---- 0.16 1.56 0.05
 -------- 23:00 0.09 0.02 0.15 1.50 0.02
 -------- 00:00 0.08 0.04 0.12 1.45 0.00
 -------- 01:00 0.06 0.06 0.09 1.46 ----
 -------- 02:00 0.05 0.07 0.08 1.45 ----
 13.10.12 03:00 0.04 0.08 0.07 1.42 ----
 -------- 04:00 0.05 0.06 0.07 1.52 ----
 -------- 05:00 0.04 0.08 0.07 1.46 ----
 -------- 06:00 0.05 0.05 0.08 1.47 ----
 -------- 07:00 0.06 0.03 0.08 1.48 0.00
 13.10.12 08:00 0.06 0.01 0.09 1.55 0.01
 -------- 09:00 0.07 0.02 0.09 1.51 0.01
 -------- 10:00 0.06 0.04 0.09 1.49 0.01
 -------- 11:00 0.06 0.04 0.08 1.47 0.02
 -------- 12:00 0.06 0.08 0.06 1.43 0.01
 13.10.12 13:00 0.06 0.10 0.08 1.42 0.00
 -------- 14:00 0.05 0.12 0.07 1.43 0.00
 -------- 15:00 0.06 0.12 0.07 1.43 0.00
 -------- 16:00 0.07 0.10 0.10 1.43 0.00
 -------- 17:00 0.06 0.10 0.10 1.42 0.01
 13.10.12 18:00 0.09 0.03 0.16 1.49 0.02
 -------- 19:00 0.16 ---- 0.19 1.61 0.11
 -------- 20:00 0.22 ---- 0.18 1.68 0.15
 -------- 21:00 0.21 ---- 0.17 1.66 0.14
 -------- 22:00 0.14 ---- 0.16 1.57 0.08
 13.10.12 23:00 0.10 ---- 0.17 1.54 0.05
 -------- 00:00 0.10 ---- 0.15 1.52 0.02
 -------- 01:00 0.11 0.01 0.12 1.52 0.02
 -------- 02:00 0.06 0.01 0.09 1.49 ----
 -------- 03:00 0.06 0.01 0.09 1.50 0.01
 14.10.12 04:00 0.07 0.01 0.09 1.54 0.03
 -------- 05:00 0.11 ---- 0.10 1.74 0.11
 -------- 06:00 0.15 ---- 0.09 1.71 0.17
 -------- 07:00 0.12 ---- 0.09 1.60 0.12
 -------- 08:00 0.15 ---- 0.11 1.66 0.17
 14.10.12 09:00 0.17 ---- 0.12 1.65 0.16
 -------- 10:00 0.11 0.01 0.14 1.57 0.08
 -------- 11:00 0.07 0.04 0.11 1.53 0.03
