 Date Time CO OZ NO2 CHX NO
 09.01.13 12:00 0.11 0.02 0.50 1.78 0.15
 -------- 13:00 0.11 0.03 0.45 1.73 0.12
 -------- 14:00 0.08 0.07 0.28 1.64 0.04
 -------- 15:00 0.07 0.10 0.25 1.59 0.03
 -------- 16:00 0.07 0.10 0.26 1.59 0.02
 09.01.13 17:00 0.09 0.05 0.35 1.62 0.02
 -------- 18:00 0.09 0.03 0.36 1.60 0.02
 -------- 19:00 0.11 0.02 0.45 1.64 0.06
 -------- 20:00 0.14 0.01 0.65 1.78 0.16
 -------- 21:00 0.07 0.03 0.39 1.63 0.03
 09.01.13 22:00 0.06 0.15 0.20 1.54 0.01
 -------- 23:00 0.04 0.19 0.16 1.52 0.00
 -------- 00:00 0.04 0.14 0.21 1.54 0.00
 -------- 01:00 0.04 0.16 0.19 1.53 0.00
 -------- 02:00 0.04 0.18 0.14 1.52 ----
 10.01.13 03:00 0.03 0.23 0.08 1.53 0.00
 -------- 04:00 0.03 0.22 0.08 1.52 0.00
 -------- 05:00 0.04 0.20 0.11 1.52 0.00
 -------- 06:00 0.05 0.17 0.15 1.52 0.01
 -------- 07:00 0.07 0.11 0.23 1.53 0.02
 10.01.13 08:00 0.08 0.08 0.31 1.58 0.02
 -------- 09:00 0.09 0.05 0.37 1.59 0.03
 -------- 10:00 0.08 0.07 0.33 1.59 0.03
 -------- 11:00 0.08 0.06 0.38 1.62 0.05
 -------- 12:00 0.08 0.08 0.35 1.62 0.05
 10.01.13 13:00 0.08 0.11 0.29 1.58 0.04
 -------- 14:00 0.07 0.12 0.27 1.58 0.03
 -------- 15:00 0.08 0.11 0.30 1.58 0.03
 -------- 16:00 0.07 0.08 0.35 1.62 0.03
 -------- 17:00 0.07 0.03 0.39 1.69 0.03
 10.01.13 18:00 0.06 0.06 0.32 1.65 0.02
 -------- 19:00 0.07 0.07 0.33 1.75 0.02
 -------- 20:00 0.07 0.08 0.29 1.61 0.02
 -------- 21:00 0.07 0.07 0.34 1.78 0.02
 -------- 22:00 0.06 0.05 0.33 1.75 0.02
 10.01.13 23:00 0.07 0.08 0.29 1.78 0.01
 -------- 00:00 0.08 0.08 0.29 1.86 0.02
 -------- 01:00 0.04 0.07 0.30 1.61 0.01
 -------- 02:00 0.05 0.07 0.29 1.57 0.01
 -------- 03:00 0.06 0.11 0.24 1.56 0.01
 11.01.13 04:00 0.04 0.17 0.17 1.55 0.00
 -------- 05:00 0.05 0.13 0.23 1.55 0.00
 -------- 06:00 0.06 0.08 0.30 1.56 0.01
 -------- 07:00 0.07 0.04 0.38 1.59 0.02
 -------- 08:00 0.08 0.02 0.42 1.60 0.03
 11.01.13 09:00 0.07 0.05 0.38 1.58 0.02
 -------- 10:00 0.07 0.04 0.42 1.59 0.03
 -------- 11:00 0.08 0.05 0.42 1.63 0.05
