 Date Time CO OZ NO2 CHX NO
 08.11.12 00:00 0.04 0.16 0.08 1.42 0.00
 -------- 01:00 0.04 0.17 0.06 1.40 0.01
 -------- 02:00 0.04 0.15 0.06 1.41 0.00
 -------- 03:00 0.04 0.15 0.06 1.42 0.00
 -------- 04:00 0.04 0.12 0.06 1.43 0.01
 08.11.12 05:00 0.04 0.12 0.05 1.43 0.01
 -------- 06:00 0.04 0.13 0.06 1.44 0.01
 -------- 07:00 0.04 0.15 0.06 1.42 0.01
 -------- 08:00 0.05 0.16 0.07 1.42 0.01
 -------- 09:00 0.06 0.14 0.08 1.43 0.01
 08.11.12 10:00 0.06 0.13 0.07 1.45 0.01
 -------- 11:00 0.05 0.20 0.07 1.41 0.01
 -------- 12:00 0.05 0.13 0.10 1.44 0.01
 -------- 13:00 0.05 0.18 0.08 1.42 0.01
 -------- 14:00 0.05 0.18 0.07 1.42 0.01
 08.11.12 15:00 0.04 0.22 0.06 1.40 0.01
 -------- 16:00 0.04 0.21 0.08 1.40 0.01
 -------- 17:00 0.06 0.15 0.09 1.40 0.01
 -------- 18:00 0.06 0.12 0.10 1.42 0.01
 -------- 19:00 0.05 0.13 0.09 1.44 0.01
 08.11.12 20:00 0.06 0.15 0.09 1.44 0.01
 -------- 21:00 0.05 0.12 0.09 1.43 0.01
 -------- 22:00 0.05 0.13 0.09 1.41 0.01
 -------- 23:00 0.05 0.11 0.08 1.43 0.01
 -------- 00:00 0.04 0.09 0.09 1.45 0.01
 09.11.12 01:00 0.04 0.09 0.07 1.44 0.01
 -------- 02:00 0.04 0.15 0.06 1.43 0.01
 -------- 03:00 0.04 0.13 0.06 1.43 0.01
 -------- 04:00 0.05 0.02 0.09 1.46 0.01
 -------- 05:00 0.05 0.01 0.11 1.45 0.02
 09.11.12 06:00 0.07 ---- 0.11 1.58 0.03
 -------- 07:00 0.10 0.01 0.10 1.63 0.06
 -------- 08:00 0.09 ---- 0.11 1.82 0.06
 -------- 09:00 0.09 0.01 0.11 1.79 0.06
 -------- 10:00 0.10 ---- 0.14 1.67 0.06
 09.11.12 11:00 0.10 0.01 0.12 1.57 0.07
 -------- 12:00 0.10 0.01 0.11 1.51 0.05
 -------- 13:00 0.09 0.01 0.10 1.85 0.06
 -------- 14:00 0.09 0.01 0.11 1.51 0.06
 -------- 15:00 0.09 0.02 0.11 1.48 0.05
 09.11.12 16:00 0.10 0.02 0.10 1.49 0.04
 -------- 17:00 0.08 0.03 0.10 1.46 0.02
 -------- 18:00 0.06 0.05 0.08 1.44 0.01
 -------- 19:00 0.06 0.08 0.07 1.43 0.01
 -------- 20:00 0.06 0.06 0.09 1.45 0.02
 09.11.12 21:00 0.06 0.09 0.09 1.48 0.01
 -------- 22:00 0.05 0.10 0.07 1.48 0.01
 -------- 23:00 0.04 0.13 0.07 1.46 0.01
