 Date Time CO OZ NO2 CHX NO
 07.01.13 12:00 0.06 0.10 0.18 1.50 0.01
 -------- 13:00 0.06 0.09 0.20 1.51 0.02
 -------- 14:00 0.06 0.09 0.19 1.53 0.01
 -------- 15:00 0.06 0.09 0.17 1.51 0.01
 -------- 16:00 0.06 0.08 0.17 1.51 0.01
 07.01.13 17:00 0.06 0.08 0.18 1.52 0.00
 -------- 18:00 0.06 0.05 0.22 1.61 0.00
 -------- 19:00 0.06 0.05 0.21 1.57 0.01
 -------- 20:00 0.06 0.08 0.17 1.51 0.00
 -------- 21:00 0.06 0.08 0.17 1.51 0.01
 07.01.13 22:00 0.06 0.08 0.18 1.52 0.01
 -------- 23:00 0.06 0.10 0.17 1.58 0.00
 -------- 00:00 0.06 0.10 0.17 1.61 0.00
 -------- 01:00 0.06 0.12 0.14 1.58 ----
 -------- 02:00 0.06 0.14 0.11 1.52 ----
 08.01.13 03:00 0.06 0.12 0.12 1.53 ----
 -------- 04:00 0.05 0.12 0.13 1.53 ----
 -------- 05:00 0.04 0.12 0.12 1.55 ----
 -------- 06:00 0.06 0.11 0.12 1.57 ----
 -------- 07:00 0.06 0.05 0.19 1.58 0.00
 08.01.13 08:00 0.06 0.03 0.22 1.59 0.01
 -------- 09:00 0.06 0.03 0.24 1.59 0.01
 -------- 10:00 0.07 0.02 0.25 1.83 0.02
 -------- 11:00 0.08 0.03 0.28 1.88 0.04
 -------- 12:00 0.08 0.04 0.31 1.87 0.05
 08.01.13 13:00 0.08 0.04 0.31 1.71 0.05
 -------- 14:00 0.08 0.04 0.29 1.60 0.04
 -------- 15:00 0.10 0.03 0.32 1.64 0.04
 -------- 16:00 0.11 0.01 0.36 1.69 0.06
 -------- 17:00 0.10 0.01 0.38 1.69 0.06
 08.01.13 18:00 0.11 ---- 0.40 1.73 0.09
 -------- 19:00 0.11 ---- 0.41 1.77 0.08
 -------- 20:00 0.11 ---- 0.40 1.82 0.07
 -------- 21:00 0.10 ---- 0.39 1.78 0.06
 -------- 22:00 0.08 ---- 0.36 1.69 0.03
 08.01.13 23:00 0.08 0.01 0.31 1.63 0.01
 -------- 00:00 0.07 0.03 0.28 1.61 0.01
 -------- 01:00 0.07 0.04 0.26 1.60 0.00
 -------- 02:00 0.07 0.09 0.18 1.56 0.00
 -------- 03:00 0.06 0.08 0.21 1.61 0.00
 09.01.13 04:00 0.06 0.09 0.18 1.59 ----
 -------- 05:00 0.06 0.11 0.16 1.59 ----
 -------- 06:00 0.07 0.09 0.20 1.60 0.01
 -------- 07:00 0.08 0.06 0.25 1.64 0.01
 -------- 08:00 0.09 0.04 0.29 1.64 0.02
 09.01.13 09:00 0.08 0.03 0.32 1.66 0.02
 -------- 10:00 0.09 0.02 0.37 1.69 0.06
 -------- 11:00 0.12 0.01 0.46 1.86 0.13
