 Date Time CO OZ NO2 CHX NO
 27.09.12 12:00 0.07 0.04 0.17 1.52 0.06
 -------- 13:00 0.06 0.06 0.15 1.48 0.03
 -------- 14:00 0.06 0.07 0.16 1.49 0.02
 -------- 15:00 0.06 0.08 0.16 1.49 0.02
 -------- 16:00 0.09 0.07 0.17 1.51 0.02
 27.09.12 17:00 0.10 0.06 0.17 1.52 0.02
 -------- 18:00 0.10 0.05 0.19 1.52 0.02
 -------- 19:00 0.11 0.04 0.20 1.50 0.01
 -------- 20:00 0.09 0.04 0.20 1.49 0.01
 -------- 21:00 0.11 0.04 0.20 1.49 0.01
 27.09.12 22:00 0.11 0.01 0.24 1.50 0.03
 -------- 23:00 0.10 0.01 0.23 1.51 0.04
 -------- 00:00 0.08 0.07 0.14 1.57 ----
 -------- 01:00 0.07 0.12 0.10 1.64 ----
 -------- 02:00 0.06 0.18 0.07 1.49 ----
 28.09.12 03:00 0.06 0.20 0.06 1.46 ----
 -------- 04:00 0.05 0.24 0.05 1.44 ----
 -------- 05:00 0.04 0.26 0.04 1.43 ----
 -------- 06:00 0.05 0.22 0.07 1.44 ----
 -------- 07:00 0.07 0.17 0.13 1.45 ----
 28.09.12 08:00 0.08 0.14 0.15 1.47 0.01
 -------- 09:00 0.07 0.18 0.13 1.45 0.00
 -------- 10:00 0.08 0.16 0.15 1.46 0.01
 -------- 11:00 0.07 0.20 0.14 1.45 0.01
 -------- 12:00 0.07 0.31 0.10 1.43 0.00
 28.09.12 13:00 0.07 0.35 0.09 1.43 0.00
 -------- 14:00 0.06 0.37 0.10 1.43 0.00
 -------- 15:00 0.06 0.38 0.10 1.43 ----
 -------- 16:00 0.08 0.31 0.15 1.46 0.00
 -------- 17:00 0.08 0.32 0.15 1.45 0.00
 28.09.12 18:00 0.09 0.23 0.20 1.49 0.00
 -------- 19:00 0.13 0.17 0.26 1.61 0.01
 -------- 20:00 0.09 0.30 0.16 1.54 ----
 -------- 21:00 0.06 0.29 0.08 1.41 ----
 -------- 22:00 0.04 0.24 0.03 1.36 ----
 28.09.12 23:00 0.04 0.20 0.04 1.36 ----
 -------- 00:00 0.04 0.19 0.02 1.36 ----
 -------- 01:00 0.04 0.19 0.02 1.36 ----
 -------- 02:00 0.04 0.16 0.02 1.37 ----
 -------- 03:00 0.04 0.14 0.02 1.37 ----
 29.09.12 04:00 0.04 0.13 0.02 1.39 ----
 -------- 05:00 0.04 0.10 0.05 1.41 ----
 -------- 06:00 0.04 0.07 0.07 1.41 ----
 -------- 07:00 0.05 0.09 0.07 1.41 0.00
 -------- 08:00 0.06 0.08 0.08 1.40 0.00
 29.09.12 09:00 0.05 0.12 0.04 1.40 ----
 -------- 10:00 0.04 0.16 0.03 1.39 ----
 -------- 11:00 0.06 0.18 0.04 1.42 0.00
