 Date Time CO OZ NO2 CHX NO
 07.10.12 00:00 0.04 0.19 0.02 1.39 ----
 -------- 01:00 0.04 0.16 0.03 1.40 ----
 -------- 02:00 0.04 0.11 0.08 1.43 ----
 -------- 03:00 0.04 0.10 0.07 1.42 ----
 -------- 04:00 0.04 0.06 0.10 1.64 ----
 07.10.12 05:00 0.05 0.08 0.06 1.70 ----
 -------- 06:00 0.04 0.07 0.08 1.44 ----
 -------- 07:00 0.04 0.14 0.05 1.41 ----
 -------- 08:00 0.05 0.16 0.05 1.42 ----
 -------- 09:00 0.06 0.09 0.08 1.42 0.00
 07.10.12 10:00 0.06 0.11 0.06 1.40 0.00
 -------- 11:00 0.06 0.17 0.03 1.38 0.00
 -------- 12:00 0.04 0.24 0.02 1.36 0.00
 -------- 13:00 0.04 0.24 0.02 1.38 ----
 -------- 14:00 0.04 0.28 0.01 1.38 0.00
 07.10.12 15:00 0.04 0.29 0.01 1.39 0.00
 -------- 16:00 0.05 0.26 0.02 1.39 0.00
 -------- 17:00 0.05 0.24 0.02 1.39 ----
 -------- 18:00 0.05 0.23 0.04 1.39 0.00
 -------- 19:00 0.07 0.16 0.10 1.43 0.00
 07.10.12 20:00 0.09 0.05 0.15 1.48 0.01
 -------- 21:00 0.15 0.02 0.20 1.58 0.05
 -------- 22:00 0.12 ---- 0.20 1.53 0.05
 -------- 23:00 0.15 ---- 0.20 1.53 0.07
 -------- 00:00 0.14 ---- 0.20 1.58 0.07
 08.10.12 01:00 0.21 ---- 0.19 1.71 0.19
 -------- 02:00 0.24 ---- 0.15 1.79 0.24
 -------- 03:00 0.18 ---- 0.13 2.00 0.20
 -------- 04:00 0.11 ---- 0.15 2.10 0.10
 -------- 05:00 0.10 ---- 0.19 1.84 0.09
 08.10.12 06:00 0.15 ---- 0.19 1.84 0.23
 -------- 07:00 0.23 ---- 0.22 1.76 0.34
 -------- 08:00 0.12 0.06 0.21 1.51 0.07
 -------- 09:00 0.09 0.03 0.22 1.45 0.02
 -------- 10:00 0.09 0.03 0.21 1.47 0.02
 08.10.12 11:00 0.09 0.05 0.21 1.47 0.02
 -------- 12:00 0.09 0.13 0.17 1.46 0.01
 -------- 13:00 0.10 0.09 0.22 1.46 0.02
 -------- 14:00 0.09 0.09 0.18 1.44 0.02
 -------- 15:00 0.08 0.09 0.16 1.44 0.01
 08.10.12 16:00 0.08 0.10 0.17 1.44 0.01
 -------- 17:00 0.08 0.07 0.18 1.44 0.02
 -------- 18:00 0.09 0.05 0.19 1.49 0.02
 -------- 19:00 0.11 0.02 0.18 1.49 0.02
 -------- 20:00 0.09 0.04 0.17 1.46 0.02
 08.10.12 21:00 0.09 0.04 0.17 1.45 0.01
 -------- 22:00 0.10 0.03 0.15 1.58 0.01
 -------- 23:00 0.15 0.02 0.17 1.65 0.00
