 Date Time CO OZ NO2 CHX NO
 03.01.13 12:00 0.09 0.10 0.29 1.59 0.01
 -------- 13:00 0.10 0.11 0.29 1.60 0.01
 -------- 14:00 0.10 0.08 0.32 1.61 0.02
 -------- 15:00 0.10 0.14 0.18 1.57 0.00
 -------- 16:00 0.08 0.18 0.13 1.54 ----
 03.01.13 17:00 0.08 0.15 0.15 1.53 ----
 -------- 18:00 0.09 0.13 0.16 1.52 0.00
 -------- 19:00 0.10 0.04 0.32 1.58 0.02
 -------- 20:00 0.09 0.06 0.25 1.57 0.01
 -------- 21:00 0.08 0.08 0.18 1.53 ----
 03.01.13 22:00 0.07 0.12 0.12 1.50 ----
 -------- 23:00 0.07 0.10 0.15 1.52 ----
 -------- 00:00 0.07 0.06 0.20 1.52 ----
 -------- 01:00 0.08 0.04 0.19 1.53 ----
 -------- 02:00 0.07 0.10 0.13 1.48 ----
 04.01.13 03:00 0.07 0.14 0.08 1.47 ----
 -------- 04:00 0.06 0.14 0.06 1.47 ----
 -------- 05:00 0.06 0.14 0.07 1.48 ----
 -------- 06:00 0.06 0.11 0.10 1.46 0.01
 -------- 07:00 0.07 0.11 0.10 1.46 ----
 04.01.13 08:00 0.07 0.09 0.13 1.47 ----
 -------- 09:00 0.08 0.06 0.17 1.49 ----
 -------- 10:00 0.08 0.04 0.20 1.53 ----
 -------- 11:00 0.09 0.06 0.18 1.52 0.01
 -------- 12:00 0.06 0.08 0.16 1.49 0.00
 04.01.13 13:00 0.06 0.08 0.17 1.48 0.01
 -------- 14:00 0.06 0.07 0.22 1.50 0.01
 -------- 15:00 0.08 0.05 0.24 1.51 0.01
 -------- 16:00 0.09 0.03 0.26 1.51 0.01
 -------- 17:00 0.08 0.04 0.21 1.49 ----
 04.01.13 18:00 0.09 0.02 0.26 1.51 0.02
 -------- 19:00 0.09 0.02 0.26 1.52 0.01
 -------- 20:00 0.11 0.03 0.32 1.59 0.03
 -------- 21:00 0.15 ---- 0.42 1.68 0.07
 -------- 22:00 0.11 0.01 0.33 1.56 0.03
 04.01.13 23:00 0.11 ---- 0.33 1.62 0.05
 -------- 00:00 0.11 ---- 0.27 1.60 0.02
 -------- 01:00 0.09 ---- 0.26 1.58 0.01
 -------- 02:00 0.09 ---- 0.27 1.59 0.01
 -------- 03:00 0.09 ---- 0.27 1.62 0.01
 05.01.13 04:00 0.08 0.01 0.23 1.56 0.00
 -------- 05:00 0.08 ---- 0.25 1.58 0.01
 -------- 06:00 0.09 0.01 0.29 1.60 0.03
 -------- 07:00 0.09 0.01 0.32 1.61 0.04
 -------- 08:00 0.11 ---- 0.35 1.71 0.06
 05.01.13 09:00 0.07 0.01 0.30 1.85 0.02
 -------- 10:00 0.09 0.01 0.33 1.92 0.03
 -------- 11:00 0.10 0.01 0.36 1.79 0.04
