 Date Time CO OZ NO2 CHX NO
 04.10.12 23:00 0.06 0.13 0.06 1.42 0.00
 -------- 00:00 0.05 0.14 0.05 1.43 ----
 -------- 01:00 0.06 0.12 0.05 1.42 ----
 -------- 02:00 0.05 0.14 0.04 1.41 ----
 -------- 03:00 0.05 0.13 0.08 1.42 ----
 05.10.12 04:00 0.05 0.06 0.11 1.47 0.01
 -------- 05:00 0.06 0.03 0.12 1.47 0.01
 -------- 06:00 0.12 ---- 0.14 1.58 0.10
 -------- 07:00 0.19 ---- 0.17 1.80 0.26
 -------- 08:00 0.20 ---- 0.18 1.99 0.23
 05.10.12 09:00 0.25 ---- 0.22 1.86 0.24
 -------- 10:00 0.18 ---- 0.24 1.66 0.12
 -------- 11:00 0.15 0.01 0.23 1.58 0.07
 -------- 12:00 0.18 ---- 0.19 1.63 0.10
 -------- 13:00 0.15 ---- 0.15 1.59 0.09
 05.10.12 14:00 0.15 ---- 0.18 1.62 0.09
 -------- 15:00 0.11 0.01 0.20 1.52 0.05
 -------- 16:00 0.11 0.02 0.23 1.55 0.04
 -------- 17:00 0.09 0.07 0.17 1.48 0.01
 -------- 18:00 0.07 0.08 0.15 1.46 0.00
 05.10.12 19:00 0.08 0.04 0.14 1.47 0.01
 -------- 20:00 0.08 0.04 0.13 1.46 0.01
 -------- 21:00 0.10 0.04 0.14 1.55 0.01
 -------- 22:00 0.09 0.03 0.13 1.51 0.01
 -------- 23:00 0.08 0.01 0.13 1.46 0.01
 06.10.12 00:00 0.09 0.01 0.10 1.48 0.01
 -------- 01:00 0.05 0.15 0.04 1.40 0.00
 -------- 02:00 0.05 0.12 0.07 1.39 ----
 -------- 03:00 0.04 0.11 0.04 1.41 ----
 -------- 04:00 0.04 0.10 0.03 1.41 0.00
 06.10.12 05:00 0.04 0.09 0.02 1.41 ----
 -------- 06:00 0.04 0.10 0.02 1.40 ----
 -------- 07:00 0.05 0.03 0.08 1.44 0.01
 -------- 08:00 0.07 0.01 0.10 1.45 0.02
 -------- 09:00 0.09 0.01 0.11 1.46 0.04
 06.10.12 10:00 0.06 0.04 0.09 1.44 0.02
 -------- 11:00 0.07 0.05 0.10 1.44 0.01
 -------- 12:00 0.07 0.09 0.07 1.42 0.01
 -------- 13:00 0.07 0.11 0.07 1.40 0.01
 -------- 14:00 0.06 0.11 0.06 1.40 0.01
 06.10.12 15:00 0.07 0.11 0.07 1.40 0.01
 -------- 16:00 0.06 0.11 0.07 1.41 0.00
 -------- 17:00 0.05 0.16 0.04 1.39 0.00
 -------- 18:00 0.04 0.18 0.02 1.38 ----
 -------- 19:00 0.04 0.18 0.02 1.38 ----
 06.10.12 20:00 0.04 0.19 0.02 1.38 ----
 -------- 21:00 0.04 0.20 0.01 1.37 ----
 -------- 22:00 0.04 0.19 0.02 1.38 ----
