 Date Time CO OZ NO2 CHX NO
 07.02.13 12:00 0.08 0.13 0.06 1.52 0.01
 -------- 13:00 0.07 0.16 0.06 1.56 0.01
 -------- 14:00 0.08 0.11 0.08 1.53 0.02
 -------- 15:00 0.09 0.10 0.09 1.52 0.02
 -------- 16:00 0.08 0.12 0.08 1.49 0.02
 07.02.13 17:00 0.08 0.09 0.09 1.50 0.02
 -------- 18:00 0.08 0.08 0.09 1.50 0.01
 -------- 19:00 0.07 0.14 0.05 1.48 0.01
 -------- 20:00 0.08 0.15 0.04 1.49 0.01
 -------- 21:00 0.07 0.14 0.06 1.49 0.01
 07.02.13 22:00 0.08 0.13 0.04 1.50 0.00
 -------- 23:00 0.06 0.13 0.03 1.48 0.00
 -------- 00:00 0.07 0.11 0.04 1.51 0.01
 -------- 01:00 0.07 0.12 0.02 1.50 0.00
 -------- 02:00 0.07 0.15 0.01 1.50 0.00
 08.02.13 03:00 0.07 0.15 0.02 1.48 ----
 -------- 04:00 0.06 0.15 0.03 1.47 ----
 -------- 05:00 0.06 0.14 0.02 1.49 ----
 -------- 06:00 0.06 0.10 0.05 1.50 0.00
 -------- 07:00 0.08 0.08 0.07 1.50 0.01
 08.02.13 08:00 0.08 0.07 0.07 1.50 0.01
 -------- 09:00 0.08 0.05 0.08 1.53 0.02
 -------- 10:00 0.08 0.04 0.09 1.54 0.03
 -------- 11:00 0.09 0.05 0.09 1.55 0.04
 -------- 12:00 0.09 0.03 0.10 1.55 0.06
 08.02.13 13:00 0.09 0.02 0.12 1.57 0.08
 -------- 14:00 0.08 0.04 0.10 1.55 0.05
 -------- 15:00 0.08 0.02 0.12 1.56 0.07
 -------- 16:00 0.08 0.04 0.09 1.55 0.04
 -------- 17:00 0.08 0.05 0.09 1.54 0.03
 08.02.13 18:00 0.08 0.05 0.09 1.54 0.02
 -------- 19:00 0.08 0.05 0.10 1.54 0.02
 -------- 20:00 0.08 0.03 0.13 1.55 0.03
 -------- 21:00 0.07 0.01 0.14 1.56 0.04
 -------- 22:00 0.07 0.02 0.13 1.53 0.03
 08.02.13 23:00 0.06 0.08 0.09 1.52 0.01
 -------- 00:00 0.05 0.09 0.09 1.52 0.01
 -------- 01:00 0.04 0.18 0.02 1.50 0.00
 -------- 02:00 0.04 0.16 0.03 1.51 0.00
 -------- 03:00 0.04 0.14 0.05 1.50 0.00
 09.02.13 04:00 0.04 0.20 0.03 1.53 ----
 -------- 05:00 0.04 0.22 0.01 1.53 ----
 -------- 06:00 0.04 0.22 ---- 1.51 ----
 -------- 07:00 0.05 0.19 0.01 1.52 0.00
 -------- 08:00 0.06 0.13 0.05 1.55 0.01
 09.02.13 09:00 0.06 0.08 0.09 1.54 0.02
 -------- 10:00 0.06 0.07 0.10 1.53 0.02
 -------- 11:00 0.06 0.15 0.04 1.52 0.02
