 Date Time CO OZ NO2 CHX NO
 16.10.12 00:00 0.05 0.14 0.10 1.45 ----
 -------- 01:00 0.04 0.15 0.07 1.46 ----
 -------- 02:00 0.04 0.10 0.10 1.42 ----
 -------- 03:00 0.04 0.09 0.08 1.41 ----
 -------- 04:00 0.04 0.09 0.07 1.42 ----
 16.10.12 05:00 0.04 0.05 0.10 1.42 ----
 -------- 06:00 0.06 0.02 0.13 1.43 0.00
 -------- 07:00 0.07 0.01 0.14 1.47 0.02
 -------- 08:00 0.08 ---- 0.14 1.47 0.03
 -------- 09:00 0.08 ---- 0.15 1.47 0.04
 16.10.12 10:00 0.10 ---- 0.15 1.49 0.05
 -------- 11:00 0.10 0.01 0.16 1.50 0.06
 -------- 12:00 0.10 0.01 0.15 1.49 0.06
 -------- 13:00 0.10 0.01 0.15 1.50 0.06
 -------- 14:00 0.09 0.01 0.14 1.53 0.05
 16.10.12 15:00 0.10 0.01 0.14 1.52 0.05
 -------- 16:00 0.10 0.01 0.15 1.55 0.05
 -------- 17:00 0.09 0.01 0.15 1.50 0.04
 -------- 18:00 0.11 0.01 0.15 1.52 0.05
 -------- 19:00 0.11 ---- 0.15 1.52 0.06
 16.10.12 20:00 0.10 ---- 0.15 1.50 0.05
 -------- 21:00 0.11 ---- 0.14 1.50 0.07
 -------- 22:00 0.11 ---- 0.13 1.51 0.09
 -------- 23:00 0.11 ---- 0.13 1.53 0.09
 -------- 00:00 0.09 ---- 0.11 1.49 0.04
 17.10.12 01:00 0.08 ---- 0.10 1.52 0.04
 -------- 02:00 0.07 ---- 0.10 1.52 0.05
 -------- 03:00 0.06 ---- 0.09 1.49 0.03
 -------- 04:00 0.06 ---- 0.09 1.48 0.03
 -------- 05:00 0.06 ---- 0.08 1.51 0.03
 17.10.12 06:00 0.07 ---- 0.09 1.50 0.04
 -------- 07:00 0.09 ---- 0.09 1.57 0.07
 -------- 08:00 0.14 ---- 0.08 1.62 0.13
 -------- 09:00 0.17 ---- 0.09 1.70 0.18
 -------- 10:00 0.18 ---- 0.09 1.75 0.17
 17.10.12 11:00 0.17 ---- 0.09 1.68 0.17
 -------- 12:00 0.15 ---- 0.09 1.62 0.13
 -------- 13:00 0.14 ---- 0.09 1.60 0.12
 -------- 14:00 0.11 0.01 0.12 1.56 0.08
 -------- 15:00 0.09 0.02 0.15 1.52 0.05
 17.10.12 16:00 0.11 0.01 0.19 1.52 0.04
 -------- 17:00 0.14 ---- 0.20 1.60 0.07
 -------- 18:00 0.15 ---- 0.21 1.60 0.08
 -------- 19:00 0.11 ---- 0.17 1.55 0.04
 -------- 20:00 0.10 0.01 0.13 1.51 0.02
 17.10.12 21:00 0.10 0.01 0.13 1.51 0.02
 -------- 22:00 0.12 0.01 0.15 1.51 0.02
 -------- 23:00 0.11 ---- 0.17 1.54 0.03
