 Date Time CO OZ NO2 CHX NO
 08.01.13 00:00 0.06 0.10 0.18 1.61 0.00
 -------- 01:00 0.06 0.12 0.14 1.58 ----
 -------- 02:00 0.06 0.14 0.11 1.52 ----
 -------- 03:00 0.06 0.12 0.12 1.53 ----
 -------- 04:00 0.05 0.12 0.13 1.53 ----
 08.01.13 05:00 0.04 0.12 0.12 1.55 ----
 -------- 06:00 0.06 0.11 0.12 1.57 ----
 -------- 07:00 0.06 0.05 0.19 1.58 0.00
 -------- 08:00 0.06 0.03 0.22 1.59 0.01
 -------- 09:00 0.06 0.03 0.24 1.59 0.01
 08.01.13 10:00 0.07 0.02 0.25 1.83 0.02
 -------- 11:00 0.08 0.03 0.28 1.88 0.04
 -------- 12:00 0.08 0.04 0.31 1.87 0.05
 -------- 13:00 0.08 0.04 0.31 1.71 0.05
 -------- 14:00 0.08 0.04 0.29 1.60 0.04
 08.01.13 15:00 0.10 0.03 0.32 1.64 0.04
 -------- 16:00 0.11 0.01 0.36 1.69 0.06
 -------- 17:00 0.10 0.01 0.38 1.69 0.06
 -------- 18:00 0.11 ---- 0.40 1.73 0.09
 -------- 19:00 0.11 ---- 0.41 1.77 0.08
 08.01.13 20:00 0.11 ---- 0.40 1.82 0.07
 -------- 21:00 0.10 ---- 0.39 1.78 0.06
 -------- 22:00 0.08 ---- 0.36 1.69 0.03
 -------- 23:00 0.08 0.01 0.31 1.63 0.01
 -------- 00:00 0.07 0.03 0.28 1.61 0.01
 09.01.13 01:00 0.07 0.04 0.26 1.60 0.00
 -------- 02:00 0.07 0.09 0.18 1.56 0.00
 -------- 03:00 0.06 0.08 0.21 1.61 0.00
 -------- 04:00 0.06 0.09 0.18 1.59 ----
 -------- 05:00 0.06 0.11 0.16 1.59 ----
 09.01.13 06:00 0.07 0.09 0.20 1.60 0.01
 -------- 07:00 0.08 0.06 0.25 1.64 0.01
 -------- 08:00 0.09 0.04 0.29 1.64 0.02
 -------- 09:00 0.08 0.03 0.32 1.66 0.02
 -------- 10:00 0.09 0.02 0.37 1.69 0.06
 09.01.13 11:00 0.13 0.01 0.47 1.87 0.13
 -------- 12:00 0.11 0.01 0.51 1.79 0.16
 -------- 13:00 0.11 0.03 0.45 1.73 0.12
 -------- 14:00 0.08 0.07 0.28 1.64 0.04
 -------- 15:00 0.07 0.10 0.25 1.59 0.03
 09.01.13 16:00 0.07 0.10 0.26 1.59 0.02
 -------- 17:00 0.09 0.05 0.35 1.62 0.02
 -------- 18:00 0.09 0.03 0.36 1.60 0.02
 -------- 19:00 0.11 0.02 0.45 1.64 0.06
 -------- 20:00 0.14 0.01 0.65 1.78 0.16
 09.01.13 21:00 0.07 0.03 0.39 1.63 0.03
 -------- 22:00 0.06 0.15 0.20 1.54 0.01
 -------- 23:00 0.04 0.20 0.14 1.52 0.00
