 Date Time CO OZ NO2 CHX NO
 05.03.13 12:00 ---- 0.16 0.18 1.60 0.15
 -------- 13:00 ---- 0.18 0.15 1.59 0.14
 -------- 14:00 ---- 0.28 0.08 1.55 0.09
 -------- 15:00 ---- 0.32 0.05 1.53 0.07
 -------- 16:00 ---- 0.33 0.05 1.51 0.06
 05.03.13 17:00 ---- 0.35 0.04 1.53 0.06
 -------- 18:00 ---- 0.36 0.02 1.51 0.05
 -------- 19:00 ---- 0.17 0.15 1.56 0.06
 -------- 20:00 ---- 0.01 0.30 1.68 0.14
 -------- 21:00 0.06 0.01 0.32 2.00 0.47
 05.03.13 22:00 0.09 0.01 0.34 2.56 0.29
 -------- 23:00 0.08 0.01 0.33 2.16 0.35
 -------- 00:00 0.08 0.01 0.35 2.00 0.37
 -------- 01:00 0.08 0.01 0.34 2.23 0.39
 -------- 02:00 0.07 0.01 0.34 2.44 0.32
 06.03.13 03:00 0.04 0.01 0.33 2.40 0.25
 -------- 04:00 0.02 0.01 0.31 2.08 0.14
 -------- 05:00 ---- 0.01 0.30 2.08 0.11
 -------- 06:00 ---- 0.02 0.27 2.03 0.08
 -------- 07:00 0.02 0.01 0.27 1.99 0.10
 06.03.13 08:00 0.02 0.02 0.26 1.84 0.10
 -------- 09:00 0.02 0.03 0.24 1.88 0.13
 -------- 10:00 0.02 0.09 0.19 1.81 0.12
 -------- 11:00 0.02 0.16 0.14 1.64 0.10
 -------- 12:00 0.02 0.19 0.12 1.73 0.10
 06.03.13 13:00 ---- 0.27 0.07 1.70 0.09
 -------- 14:00 ---- 0.26 0.11 1.71 0.09
 -------- 15:00 ---- 0.28 0.11 1.65 0.09
 -------- 16:00 ---- 0.37 0.05 1.50 0.07
 -------- 17:00 ---- 0.33 0.10 1.51 0.07
 06.03.13 18:00 0.02 0.29 0.14 1.56 0.06
 -------- 19:00 0.03 0.26 0.16 1.56 0.06
 -------- 20:00 0.03 0.31 0.12 1.52 0.06
 -------- 21:00 0.02 0.38 0.07 1.49 0.06
 -------- 22:00 0.02 0.38 0.07 1.49 0.05
 06.03.13 23:00 0.02 0.38 0.08 1.50 0.05
 -------- 00:00 ---- 0.45 0.04 1.48 0.05
 -------- 01:00 ---- 0.49 0.03 1.46 0.05
 -------- 02:00 ---- 0.53 0.01 1.46 0.05
 -------- 03:00 ---- 0.53 0.02 1.47 0.05
 07.03.13 04:00 ---- 0.58 ---- 1.47 0.05
 -------- 05:00 ---- 0.60 ---- 1.48 0.05
 -------- 06:00 ---- 0.58 ---- 1.49 0.05
 -------- 07:00 0.02 0.56 0.01 1.48 0.05
 -------- 08:00 0.02 0.51 0.02 1.48 0.05
 07.03.13 09:00 0.02 0.50 0.01 1.47 0.05
 -------- 10:00 0.02 0.45 0.01 1.46 0.06
 -------- 11:00 ---- 0.41 0.01 1.45 0.06
