 Date Time CO OZ NO2 CHX NO
 21.10.12 12:00 0.06 0.24 0.05 1.45 0.00
 -------- 13:00 0.06 0.23 0.05 1.44 0.00
 -------- 14:00 0.06 0.23 0.05 1.45 0.00
 -------- 15:00 0.06 0.26 0.04 1.45 0.00
 -------- 16:00 0.07 0.14 0.06 1.50 0.00
 21.10.12 17:00 0.08 0.14 0.09 1.49 0.00
 -------- 18:00 0.09 0.06 0.14 1.51 0.01
 -------- 19:00 0.09 0.07 0.12 1.51 0.01
 -------- 20:00 0.08 0.13 0.05 1.47 0.00
 -------- 21:00 0.07 0.12 0.04 1.45 ----
 21.10.12 22:00 0.07 0.15 0.03 1.45 ----
 -------- 23:00 0.07 0.15 0.04 1.45 0.00
 -------- 00:00 0.06 0.17 0.03 1.43 ----
 -------- 01:00 0.06 0.21 0.02 1.43 ----
 -------- 02:00 0.06 0.21 0.02 1.44 ----
 22.10.12 03:00 0.06 0.20 0.03 1.45 ----
 -------- 04:00 0.06 0.15 0.02 1.44 ----
 -------- 05:00 0.06 0.10 0.03 1.45 ----
 -------- 06:00 0.07 0.05 0.07 1.47 ----
 -------- 07:00 0.09 0.02 0.10 1.50 0.01
 22.10.12 08:00 0.10 0.01 0.11 1.51 0.02
 -------- 09:00 0.09 0.01 0.10 1.51 0.02
 -------- 10:00 0.09 0.01 0.10 1.58 0.05
 -------- 11:00 0.09 0.01 0.08 1.53 0.06
 -------- 12:00 0.09 0.01 0.07 1.48 0.04
 22.10.12 13:00 0.07 0.01 0.06 1.45 0.03
 -------- 14:00 0.07 0.03 0.05 1.43 0.02
 -------- 15:00 0.07 0.09 0.09 1.42 0.01
 -------- 16:00 0.07 0.10 0.11 1.42 0.01
 -------- 17:00 0.06 0.15 0.09 1.40 0.00
 22.10.12 18:00 0.06 0.15 0.10 1.41 0.00
 -------- 19:00 0.06 0.13 0.12 1.41 0.00
 -------- 20:00 0.05 0.19 0.07 1.41 ----
 -------- 21:00 0.06 0.12 0.12 1.43 0.00
 -------- 22:00 0.05 0.13 0.10 1.42 0.00
 22.10.12 23:00 0.04 0.18 0.06 1.41 ----
 -------- 00:00 0.04 0.15 0.07 1.42 ----
 -------- 01:00 0.04 0.15 0.06 1.42 ----
 -------- 02:00 0.04 0.11 0.08 1.42 ----
 -------- 03:00 0.04 0.11 0.08 1.42 ----
 23.10.12 04:00 0.04 0.14 0.07 1.42 ----
 -------- 05:00 0.04 0.14 0.08 1.43 ----
 -------- 06:00 0.04 0.10 0.12 1.45 ----
 -------- 07:00 0.05 0.06 0.15 1.48 0.01
 -------- 08:00 0.07 0.02 0.19 1.53 0.02
 23.10.12 09:00 0.08 0.02 0.20 1.56 0.03
 -------- 10:00 0.08 0.02 0.20 1.56 0.04
 -------- 11:00 0.08 0.02 0.20 1.48 0.03
