 Date Time CO OZ NO2 CHX NO
 09.11.12 12:00 0.10 0.02 0.11 1.51 0.05
 -------- 13:00 0.09 0.01 0.10 1.85 0.06
 -------- 14:00 0.09 0.01 0.11 1.51 0.06
 -------- 15:00 0.09 0.02 0.11 1.48 0.05
 -------- 16:00 0.10 0.02 0.10 1.49 0.04
 09.11.12 17:00 0.08 0.03 0.10 1.46 0.02
 -------- 18:00 0.06 0.05 0.08 1.44 0.01
 -------- 19:00 0.06 0.08 0.07 1.43 0.01
 -------- 20:00 0.06 0.06 0.09 1.45 0.02
 -------- 21:00 0.06 0.09 0.09 1.48 0.01
 09.11.12 22:00 0.05 0.10 0.07 1.48 0.01
 -------- 23:00 0.04 0.14 0.07 1.46 0.01
 -------- 00:00 0.04 0.18 0.08 1.42 0.01
 -------- 01:00 0.03 0.19 0.07 1.42 0.01
 -------- 02:00 0.04 0.17 0.08 1.46 0.01
 10.11.12 03:00 0.02 0.11 0.10 1.41 0.01
 -------- 04:00 0.03 0.08 0.10 1.46 0.01
 -------- 05:00 0.04 0.04 0.11 1.62 0.01
 -------- 06:00 0.04 0.04 0.10 1.58 0.02
 -------- 07:00 0.05 0.04 0.11 1.56 0.02
 10.11.12 08:00 0.05 0.04 0.10 1.51 0.02
 -------- 09:00 0.05 0.04 0.12 1.49 0.02
 -------- 10:00 0.05 0.04 0.13 1.47 0.03
 -------- 11:00 0.06 0.06 0.11 1.45 0.02
 -------- 12:00 0.06 0.10 0.08 1.45 0.02
 10.11.12 13:00 0.06 0.13 0.09 1.47 0.02
 -------- 14:00 0.06 0.14 0.08 1.46 0.02
 -------- 15:00 0.06 0.14 0.10 1.47 0.02
 -------- 16:00 0.06 0.13 0.10 1.47 0.02
 -------- 17:00 0.06 0.09 0.12 1.49 0.02
 10.11.12 18:00 0.07 0.03 0.17 1.50 0.03
 -------- 19:00 0.15 ---- 0.21 1.58 0.11
 -------- 20:00 0.19 0.01 0.23 1.71 0.20
 -------- 21:00 0.26 0.01 0.22 2.20 0.34
 -------- 22:00 0.27 0.01 0.21 2.34 0.29
 10.11.12 23:00 0.20 0.01 0.20 2.05 0.26
 -------- 00:00 0.23 ---- 0.17 1.88 0.23
 -------- 01:00 0.39 0.02 0.22 2.09 0.50
 -------- 02:00 0.35 0.01 0.19 2.01 0.41
 -------- 03:00 0.21 ---- 0.18 1.85 0.21
 11.11.12 04:00 0.15 ---- 0.15 1.79 0.17
 -------- 05:00 0.17 ---- 0.16 1.86 0.20
 -------- 06:00 0.14 ---- 0.17 1.78 0.14
 -------- 07:00 0.13 ---- 0.16 1.79 0.11
 -------- 08:00 0.11 ---- 0.15 1.81 0.09
 11.11.12 09:00 0.13 ---- 0.14 1.82 0.13
 -------- 10:00 0.11 0.01 0.16 1.69 0.09
 -------- 11:00 0.11 0.02 0.14 1.66 0.09
