 Date Time CO OZ NO2 CHX NO
 01.04.13 00:00 0.26 0.01 0.33 1.85 0.31
 -------- 01:00 0.21 ---- 0.33 1.79 0.21
 -------- 02:00 0.13 ---- 0.33 1.68 0.10
 -------- 03:00 0.10 0.05 0.28 1.71 0.06
 -------- 04:00 0.10 0.02 0.27 1.78 0.05
 01.04.13 05:00 0.10 ---- 0.27 1.95 0.09
 -------- 06:00 0.10 ---- 0.26 2.03 0.12
 -------- 07:00 0.13 0.01 0.25 2.11 0.18
 -------- 08:00 0.11 0.06 0.22 1.70 0.12
 -------- 09:00 0.08 0.14 0.14 1.56 0.06
 01.04.13 10:00 0.08 0.16 0.10 1.52 0.06
 -------- 11:00 0.06 0.11 0.12 1.51 0.07
 -------- 12:00 0.07 0.14 0.08 1.50 0.06
 -------- 13:00 0.06 0.14 0.09 1.50 0.06
 -------- 14:00 0.07 0.08 0.14 1.51 0.09
 01.04.13 15:00 0.07 0.10 0.14 1.51 0.08
 -------- 16:00 0.08 0.11 0.13 1.52 0.08
 -------- 17:00 0.09 0.09 0.14 1.53 0.08
 -------- 18:00 0.10 0.06 0.16 1.57 0.08
 -------- 19:00 0.12 0.04 0.19 1.59 0.08
 01.04.13 20:00 0.12 0.07 0.19 1.56 0.07
 -------- 21:00 0.12 0.04 0.23 1.53 0.07
 -------- 22:00 0.10 0.10 0.18 1.61 0.06
 -------- 23:00 0.12 0.11 0.17 1.51 0.05
 -------- 00:00 0.09 0.07 0.18 1.62 0.05
 02.04.13 01:00 0.07 0.13 0.15 1.58 0.05
 -------- 02:00 0.07 0.15 0.12 1.50 0.04
 -------- 03:00 0.07 0.12 0.12 1.51 0.04
 -------- 04:00 0.06 0.14 0.11 1.46 0.04
 -------- 05:00 0.06 0.14 0.12 1.46 0.04
 02.04.13 06:00 0.09 0.08 0.15 1.49 0.05
 -------- 07:00 0.09 0.05 0.17 1.50 0.05
 -------- 08:00 0.12 0.04 0.19 1.54 0.08
 -------- 09:00 0.10 0.17 0.11 1.49 0.06
 -------- 10:00 0.08 0.26 0.06 1.47 0.05
 02.04.13 11:00 0.08 0.26 0.07 1.46 0.05
 -------- 12:00 0.09 0.31 0.06 1.48 0.04
 -------- 13:00 0.11 0.26 0.09 1.52 0.05
 -------- 14:00 0.09 0.34 0.04 1.48 0.04
 -------- 15:00 0.08 0.37 0.06 1.49 0.05
 02.04.13 16:00 0.11 0.42 0.05 1.51 0.04
 -------- 17:00 0.10 0.32 0.11 1.52 0.04
 -------- 18:00 0.10 0.33 0.13 1.51 0.04
 -------- 19:00 0.11 0.25 0.19 1.53 0.04
 -------- 20:00 0.09 0.28 0.16 1.52 0.04
 02.04.13 21:00 0.09 0.31 0.15 1.52 0.04
 -------- 22:00 0.09 0.32 0.15 1.51 0.03
 -------- 23:00 0.09 0.31 0.14 1.52 0.03
