 Date Time CO OZ NO2 CHX NO
 14.03.13 00:00 0.02 0.02 0.32 1.58 0.09
 -------- 01:00 0.02 0.01 0.33 1.58 0.11
 -------- 02:00 0.02 0.01 0.33 1.59 0.11
 -------- 03:00 0.02 ---- 0.33 1.61 0.12
 -------- 04:00 0.02 0.02 0.32 1.61 0.10
 14.03.13 05:00 ---- 0.04 0.28 1.60 0.07
 -------- 06:00 ---- 0.14 0.19 1.59 0.06
 -------- 07:00 ---- 0.01 0.31 1.62 0.10
 -------- 08:00 ---- 0.05 0.30 1.63 0.10
 -------- 09:00 ---- 0.07 0.29 1.70 0.12
 14.03.13 10:00 0.02 0.08 0.31 1.71 0.15
 -------- 11:00 0.02 0.09 0.30 2.13 0.17
 -------- 12:00 0.02 0.12 0.25 1.87 0.15
 -------- 13:00 0.02 0.14 0.23 1.66 0.14
 -------- 14:00 0.02 0.12 0.26 1.66 0.17
 14.03.13 15:00 ---- 0.18 0.21 1.73 0.11
 -------- 16:00 ---- 0.13 0.25 1.82 0.11
 -------- 17:00 ---- 0.15 0.21 1.69 0.09
 -------- 18:00 ---- 0.16 0.20 1.59 0.08
 -------- 19:00 ---- 0.11 0.21 1.59 0.07
 14.03.13 20:00 ---- 0.16 0.17 1.63 0.07
 -------- 21:00 ---- 0.21 0.15 1.73 0.07
 -------- 22:00 ---- 0.23 0.14 1.57 0.06
 -------- 23:00 ---- 0.17 0.18 1.75 0.07
 -------- 00:00 ---- 0.12 0.20 1.69 0.07
 15.03.13 01:00 ---- 0.14 0.16 1.66 0.06
 -------- 02:00 ---- 0.07 0.21 1.58 0.06
 -------- 03:00 ---- 0.04 0.21 1.58 0.06
 -------- 04:00 ---- 0.05 0.18 1.57 0.06
 -------- 05:00 ---- 0.02 0.21 1.59 0.07
 15.03.13 06:00 ---- 0.02 0.21 1.61 0.09
 -------- 07:00 ---- 0.02 0.23 1.64 0.12
 -------- 08:00 0.02 0.01 0.26 1.73 0.19
 -------- 09:00 0.04 0.01 0.27 1.76 0.21
 -------- 10:00 0.05 0.01 0.29 1.85 0.27
 15.03.13 11:00 0.02 0.01 0.27 1.87 0.21
 -------- 12:00 0.11 0.03 0.22 1.82 0.17
 -------- 13:00 0.11 0.05 0.21 1.67 0.13
 -------- 14:00 0.09 0.08 0.18 1.63 0.11
 -------- 15:00 0.08 0.09 0.17 1.60 0.08
 15.03.13 16:00 0.07 0.10 0.16 1.58 0.07
 -------- 17:00 0.06 0.11 0.16 1.57 0.06
 -------- 18:00 0.06 0.11 0.17 1.58 0.05
 -------- 19:00 0.06 0.10 0.18 1.58 0.05
 -------- 20:00 0.07 0.03 0.21 1.62 0.07
 15.03.13 21:00 0.07 0.01 0.23 1.63 0.08
 -------- 22:00 0.09 ---- 0.23 1.69 0.09
 -------- 23:00 0.11 ---- 0.23 1.71 0.11
