 Date Time CO OZ NO2 CHX NO
 30.04.13 12:00 0.06 0.30 0.05 1.42 0.04
 -------- 13:00 0.06 0.24 0.05 1.43 0.04
 -------- 14:00 0.07 0.16 0.07 1.45 0.04
 -------- 15:00 0.08 0.11 0.09 1.46 0.05
 -------- 16:00 0.05 0.16 0.03 1.41 0.04
 30.04.13 17:00 0.05 0.18 0.02 1.41 0.04
 -------- 18:00 0.05 0.25 0.02 1.41 0.04
 -------- 19:00 0.07 0.26 0.04 1.42 0.04
 -------- 20:00 0.08 0.25 0.05 1.44 0.04
 -------- 21:00 0.15 0.04 0.20 1.56 0.07
 30.04.13 22:00 0.13 0.01 0.21 1.57 0.06
 -------- 23:00 0.11 0.10 0.21 1.52 0.07
 -------- 00:00 0.09 0.21 0.09 1.45 0.04
 -------- 01:00 0.08 0.26 0.05 1.44 0.03
 -------- 02:00 0.07 0.29 0.03 1.44 0.03
 01.05.13 03:00 0.06 0.26 0.05 1.43 0.03
 -------- 04:00 0.06 0.27 0.04 1.43 0.03
 -------- 05:00 0.06 0.20 0.07 1.45 0.03
 -------- 06:00 0.07 0.13 0.11 1.48 0.04
 -------- 07:00 0.07 0.18 0.08 1.46 0.04
 01.05.13 08:00 0.06 0.28 0.03 1.43 0.04
 -------- 09:00 0.06 0.15 0.02 1.43 0.04
 -------- 10:00 0.06 0.34 0.02 1.42 0.04
 -------- 11:00 0.06 0.36 0.01 1.41 0.03
 -------- 12:00 0.05 0.41 0.01 1.40 0.03
 01.05.13 13:00 0.04 0.47 ---- 1.40 0.03
 -------- 14:00 0.04 0.48 ---- 1.41 0.03
 -------- 15:00 0.04 0.47 ---- 1.41 0.03
 -------- 16:00 0.04 0.49 ---- 1.41 0.03
 -------- 17:00 0.04 0.49 ---- 1.39 0.04
 01.05.13 18:00 0.04 0.47 0.01 1.40 0.03
 -------- 19:00 0.04 0.47 0.01 1.42 0.03
 -------- 20:00 0.04 0.47 0.01 1.42 0.03
 -------- 21:00 0.09 0.25 0.12 1.46 0.03
 -------- 22:00 0.19 0.03 0.25 1.65 0.14
 01.05.13 23:00 0.26 0.01 0.24 1.83 0.29
 -------- 00:00 0.23 0.01 0.24 1.81 0.25
 -------- 01:00 0.19 0.01 0.22 1.83 0.28
 -------- 02:00 0.13 0.01 0.23 1.68 0.15
 -------- 03:00 0.08 0.01 0.22 1.56 0.06
 02.05.13 04:00 0.09 0.01 0.20 1.59 0.07
 -------- 05:00 0.08 0.01 0.19 1.58 0.06
 -------- 06:00 0.09 0.01 0.18 1.65 0.11
 -------- 07:00 0.11 0.03 0.19 1.65 0.12
 -------- 08:00 0.07 0.17 0.12 1.57 0.05
 02.05.13 09:00 0.05 0.31 0.08 1.45 0.04
 -------- 10:00 0.03 0.50 0.01 1.42 0.03
 -------- 11:00 0.04 0.54 ---- 1.42 0.03
