 Date Time CO OZ NO2 CHX NO
 24.09.12 12:00 0.09 0.05 0.10 1.12 0.01
 -------- 13:00 0.09 0.07 0.08 1.12 0.01
 -------- 14:00 0.14 0.09 0.08 1.38 0.01
 -------- 15:00 0.14 0.11 0.06 1.39 0.01
 -------- 16:00 0.14 0.12 0.05 1.39 0.01
 24.09.12 17:00 0.14 0.09 0.06 1.39 0.01
 -------- 18:00 0.06 0.05 0.07 1.41 0.01
 -------- 19:00 0.07 0.04 0.08 1.42 0.01
 -------- 20:00 0.06 0.05 0.06 1.41 0.01
 -------- 21:00 0.05 0.05 0.06 1.42 0.01
 24.09.12 22:00 0.07 0.02 0.08 1.44 0.01
 -------- 23:00 0.05 0.03 0.06 1.42 0.01
 -------- 00:00 0.03 0.05 0.03 1.40 0.00
 -------- 01:00 0.02 0.07 0.02 1.39 ----
 -------- 02:00 0.03 0.06 0.02 1.40 ----
 25.09.12 03:00 0.02 0.06 0.02 1.40 ----
 -------- 04:00 0.04 0.07 0.02 1.40 ----
 -------- 05:00 0.04 0.06 0.02 1.39 ----
 -------- 06:00 0.04 0.06 0.02 1.40 ----
 -------- 07:00 0.05 0.05 0.03 1.40 0.00
 25.09.12 08:00 0.06 0.05 0.05 1.41 0.01
 -------- 09:00 0.06 0.05 0.05 1.41 0.01
 -------- 10:00 0.06 0.07 0.04 1.42 0.01
 -------- 11:00 0.05 0.08 0.05 1.41 0.01
 -------- 12:00 0.04 0.09 0.06 1.41 0.01
 25.09.12 13:00 0.05 0.13 0.05 1.41 0.01
 -------- 14:00 0.06 0.14 0.06 1.41 0.00
 -------- 15:00 0.06 0.13 0.07 1.43 0.01
 -------- 16:00 0.06 0.14 0.06 1.42 ----
 -------- 17:00 0.06 0.11 0.08 1.44 0.01
 25.09.12 18:00 0.07 0.09 0.09 1.46 0.01
 -------- 19:00 0.08 0.05 0.09 1.45 0.01
 -------- 20:00 0.06 0.05 0.09 1.46 0.01
 -------- 21:00 0.08 0.04 0.09 1.46 0.01
 -------- 22:00 0.09 0.01 0.10 1.47 0.02
 25.09.12 23:00 0.06 0.03 0.08 1.44 0.01
 -------- 00:00 0.06 0.05 0.06 1.43 0.00
 -------- 01:00 0.06 0.06 0.04 1.43 0.00
 -------- 02:00 0.05 0.05 0.04 1.42 ----
 -------- 03:00 0.04 0.04 0.04 1.44 ----
 26.09.12 04:00 0.04 0.03 0.04 1.44 ----
 -------- 05:00 0.05 0.01 0.06 1.46 0.00
 -------- 06:00 0.05 0.01 0.06 1.45 0.01
 -------- 07:00 0.06 ---- 0.05 1.46 0.02
 -------- 08:00 0.10 ---- 0.07 1.50 0.06
 26.09.12 09:00 0.09 0.01 0.06 1.51 0.04
 -------- 10:00 0.05 0.03 0.05 1.45 0.02
 -------- 11:00 0.05 0.08 0.04 1.44 0.01
