 Date Time CO OZ NO2 CHX NO
 02.11.12 12:00 0.08 0.03 0.13 1.50 0.04
 -------- 13:00 0.09 0.02 0.12 1.53 0.04
 -------- 14:00 0.09 0.03 0.12 1.52 0.04
 -------- 15:00 0.08 0.03 0.13 1.50 0.03
 -------- 16:00 0.08 0.03 0.13 1.50 0.03
 02.11.12 17:00 0.08 0.05 0.11 1.49 0.02
 -------- 18:00 0.08 0.04 0.14 1.50 0.02
 -------- 19:00 0.09 0.01 0.13 1.51 0.03
 -------- 20:00 0.09 0.03 0.12 1.50 0.02
 -------- 21:00 0.09 0.01 0.15 1.50 0.03
 02.11.12 22:00 0.09 0.02 0.14 1.50 0.03
 -------- 23:00 0.08 0.04 0.12 1.50 0.02
 -------- 00:00 0.06 0.10 0.10 1.46 0.01
 -------- 01:00 0.06 0.13 0.07 1.46 0.01
 -------- 02:00 0.06 0.11 0.09 1.60 0.01
 03.11.12 03:00 0.05 0.10 0.09 1.51 0.01
 -------- 04:00 0.04 0.12 0.08 1.50 0.01
 -------- 05:00 0.04 0.10 0.09 1.49 0.01
 -------- 06:00 0.05 0.11 0.08 1.46 0.01
 -------- 07:00 0.06 0.09 0.09 1.46 0.01
 03.11.12 08:00 0.06 0.07 0.10 1.46 0.01
 -------- 09:00 0.07 0.03 0.13 1.47 0.02
 -------- 10:00 0.08 0.03 0.13 1.47 0.03
 -------- 11:00 0.08 0.04 0.13 1.47 0.02
 -------- 12:00 0.08 0.04 0.12 1.48 0.02
 03.11.12 13:00 0.08 0.04 0.12 1.50 0.03
 -------- 14:00 0.09 0.02 0.13 1.50 0.03
 -------- 15:00 0.09 0.04 0.12 1.57 0.02
 -------- 16:00 0.09 0.03 0.12 1.64 0.02
 -------- 17:00 0.08 0.04 0.10 1.54 0.02
 03.11.12 18:00 0.08 0.04 0.10 1.55 0.01
 -------- 19:00 0.07 0.04 0.09 1.49 0.01
 -------- 20:00 0.08 0.03 0.09 1.47 0.02
 -------- 21:00 0.08 0.02 0.08 1.48 0.02
 -------- 22:00 0.08 0.02 0.08 1.49 0.02
 03.11.12 23:00 0.07 0.02 0.06 1.47 0.02
 -------- 00:00 0.07 0.02 0.08 1.47 0.01
 -------- 01:00 0.06 0.02 0.06 1.49 0.02
 -------- 02:00 0.06 0.03 0.07 1.48 0.01
 -------- 03:00 0.06 0.02 0.06 1.48 0.01
 04.11.12 04:00 0.06 0.02 0.06 1.48 0.01
 -------- 05:00 0.06 0.02 0.07 1.48 0.01
 -------- 06:00 0.06 0.03 0.07 1.47 0.01
 -------- 07:00 0.06 0.03 0.07 1.47 0.02
 -------- 08:00 0.06 0.05 0.08 1.46 0.01
 04.11.12 09:00 0.07 0.04 0.07 1.46 0.01
 -------- 10:00 0.08 0.05 0.09 1.46 0.02
 -------- 11:00 0.08 0.08 0.07 1.46 0.01
