 Date Time CO OZ NO2 CHX NO
 03.03.13 00:00 0.09 0.01 0.34 2.20 0.41
 -------- 01:00 0.10 0.01 0.32 2.62 0.37
 -------- 02:00 0.12 0.01 0.37 2.49 0.61
 -------- 03:00 0.10 0.01 0.33 2.18 0.29
 -------- 04:00 0.07 0.01 0.31 2.08 0.26
 03.03.13 05:00 0.10 0.01 0.33 2.16 0.46
 -------- 06:00 0.10 0.01 0.35 2.12 0.38
 -------- 07:00 0.09 ---- 0.34 1.94 0.32
 -------- 08:00 0.07 0.01 0.32 2.16 0.28
 -------- 09:00 0.02 0.02 0.32 1.95 0.26
 03.03.13 10:00 ---- 0.14 0.19 1.57 0.10
 -------- 11:00 ---- 0.17 0.17 1.55 0.10
 -------- 12:00 ---- 0.23 0.11 1.53 0.08
 -------- 13:00 ---- 0.28 0.08 1.53 0.07
 -------- 14:00 ---- 0.25 0.10 1.55 0.08
 03.03.13 15:00 ---- 0.27 0.10 1.51 0.08
 -------- 16:00 ---- 0.29 0.08 1.50 0.07
 -------- 17:00 ---- 0.27 0.09 1.51 0.06
 -------- 18:00 ---- 0.29 0.07 1.50 0.05
 -------- 19:00 ---- 0.29 0.08 1.51 0.05
 03.03.13 20:00 ---- 0.28 0.09 1.51 0.05
 -------- 21:00 ---- 0.24 0.12 1.53 0.05
 -------- 22:00 ---- 0.15 0.18 1.58 0.05
 -------- 23:00 ---- 0.24 0.12 1.51 0.05
 -------- 00:00 ---- 0.32 0.05 1.49 0.05
 04.03.13 01:00 ---- 0.35 0.02 1.52 0.05
 -------- 02:00 ---- 0.33 0.03 1.55 0.05
 -------- 03:00 ---- 0.28 0.07 1.51 0.05
 -------- 04:00 ---- 0.24 0.10 1.49 0.05
 -------- 05:00 ---- 0.29 0.05 1.46 0.05
 04.03.13 06:00 ---- 0.27 0.07 1.48 0.05
 -------- 07:00 0.02 0.23 0.10 1.51 0.05
 -------- 08:00 0.02 0.22 0.12 1.53 0.06
 -------- 09:00 0.02 0.24 0.12 1.54 0.07
 -------- 10:00 0.02 0.28 0.09 1.54 0.08
 04.03.13 11:00 0.02 0.35 0.05 1.51 0.07
 -------- 12:00 0.02 0.35 0.04 1.50 0.08
 -------- 13:00 0.02 0.38 0.02 1.49 0.07
 -------- 14:00 0.02 0.41 0.02 1.48 0.07
 -------- 15:00 ---- 0.41 0.01 1.48 0.07
 04.03.13 16:00 ---- 0.40 0.02 1.49 0.06
 -------- 17:00 ---- 0.35 0.04 1.49 0.06
 -------- 18:00 ---- 0.32 0.05 1.49 0.06
 -------- 19:00 ---- 0.24 0.12 1.50 0.06
 -------- 20:00 ---- 0.33 0.07 1.50 0.05
 04.03.13 21:00 ---- 0.33 0.05 1.49 0.05
 -------- 22:00 ---- 0.27 0.07 1.50 0.05
 -------- 23:00 ---- 0.19 0.12 1.51 0.05
