 Date Time CO OZ NO2 CHX NO
 16.03.13 00:00 0.10 ---- 0.24 1.59 0.13
 -------- 01:00 0.08 0.04 0.22 1.57 0.10
 -------- 02:00 0.06 0.07 0.16 1.49 0.05
 -------- 03:00 0.06 0.05 0.17 1.52 0.06
 -------- 04:00 0.06 0.01 0.19 1.52 0.07
 16.03.13 05:00 0.08 ---- 0.20 1.56 0.09
 -------- 06:00 0.08 ---- 0.20 1.58 0.09
 -------- 07:00 0.09 ---- 0.20 1.57 0.09
 -------- 08:00 0.09 ---- 0.19 1.60 0.10
 -------- 09:00 0.09 0.03 0.18 1.53 0.08
 16.03.13 10:00 0.08 0.05 0.17 1.53 0.08
 -------- 11:00 0.09 0.06 0.16 1.52 0.08
 -------- 12:00 0.11 0.09 0.15 1.55 0.09
 -------- 13:00 0.09 0.18 0.14 1.54 0.06
 -------- 14:00 0.08 0.23 0.14 1.53 0.05
 16.03.13 15:00 0.08 0.27 0.10 1.53 0.05
 -------- 16:00 0.09 0.26 0.11 1.52 0.04
 -------- 17:00 0.07 0.27 0.10 1.51 0.04
 -------- 18:00 0.08 0.25 0.10 1.51 0.04
 -------- 19:00 0.09 0.20 0.13 1.53 0.04
 16.03.13 20:00 0.07 0.23 0.09 1.52 0.04
 -------- 21:00 0.08 0.15 0.14 1.54 0.04
 -------- 22:00 0.06 0.22 0.09 1.51 0.04
 -------- 23:00 0.06 0.25 0.07 1.51 0.04
 -------- 00:00 0.05 0.30 0.05 1.49 0.03
 17.03.13 01:00 0.04 0.31 0.05 1.51 0.03
 -------- 02:00 0.04 0.32 0.05 1.48 0.03
 -------- 03:00 0.04 0.36 0.03 1.48 0.03
 -------- 04:00 0.04 0.36 0.03 1.46 0.03
 -------- 05:00 0.04 0.36 0.02 1.46 0.03
 17.03.13 06:00 0.04 0.33 0.04 1.47 0.03
 -------- 07:00 0.04 0.33 0.04 1.47 0.04
 -------- 08:00 0.04 0.31 0.06 1.47 0.04
 -------- 09:00 0.04 0.33 0.04 1.47 0.04
 -------- 10:00 0.04 0.33 0.04 1.47 0.05
 17.03.13 11:00 0.05 0.32 0.04 1.48 0.06
 -------- 12:00 0.04 0.35 0.03 1.48 0.05
 -------- 13:00 0.04 0.37 0.02 1.46 0.05
 -------- 14:00 0.05 0.36 0.02 1.46 0.05
 -------- 15:00 0.05 0.41 0.01 1.45 0.04
 17.03.13 16:00 0.05 0.42 0.01 1.45 0.04
 -------- 17:00 0.06 0.38 0.02 1.46 0.04
 -------- 18:00 0.06 0.34 0.05 1.48 0.04
 -------- 19:00 0.06 0.33 0.06 1.48 0.04
 -------- 20:00 0.06 0.24 0.12 1.50 0.04
 17.03.13 21:00 0.08 0.12 0.19 1.54 0.05
 -------- 22:00 0.08 0.11 0.21 1.52 0.05
 -------- 23:00 0.08 0.09 0.21 1.53 0.05
