 Date Time CO OZ NO2 CHX NO
 02.01.13 00:00 0.06 0.10 0.12 1.52 ----
 -------- 01:00 0.07 0.08 0.13 1.51 ----
 -------- 02:00 0.06 0.08 0.11 1.51 ----
 -------- 03:00 0.06 0.11 0.09 1.48 ----
 -------- 04:00 0.06 0.14 0.06 1.46 ----
 02.01.13 05:00 0.06 0.14 0.07 1.46 ----
 -------- 06:00 0.06 0.13 0.09 1.46 ----
 -------- 07:00 0.06 0.15 0.09 1.45 ----
 -------- 08:00 0.05 0.15 0.10 1.45 ----
 -------- 09:00 0.06 0.17 0.10 1.46 ----
 02.01.13 10:00 0.06 0.17 0.11 1.46 ----
 -------- 11:00 0.06 0.16 0.13 1.48 ----
 -------- 12:00 0.06 0.16 0.15 1.48 ----
 -------- 13:00 0.06 0.17 0.15 1.49 ----
 -------- 14:00 0.07 0.17 0.17 1.50 0.02
 02.01.13 15:00 0.07 0.16 0.20 1.53 0.01
 -------- 16:00 0.09 0.10 0.27 1.56 0.01
 -------- 17:00 0.08 0.10 0.26 1.53 0.00
 -------- 18:00 0.08 0.09 0.29 1.53 0.01
 -------- 19:00 0.08 0.16 0.20 1.51 ----
 02.01.13 20:00 0.08 0.18 0.18 1.52 ----
 -------- 21:00 0.08 0.16 0.21 1.53 ----
 -------- 22:00 0.08 0.18 0.20 1.53 ----
 -------- 23:00 0.08 0.17 0.20 1.55 ----
 -------- 00:00 0.11 0.20 0.17 1.56 ----
 03.01.13 01:00 0.07 0.24 0.13 1.51 ----
 -------- 02:00 0.06 0.24 0.12 1.51 ----
 -------- 03:00 0.06 0.27 0.09 1.49 ----
 -------- 04:00 0.06 0.27 0.09 1.48 ----
 -------- 05:00 0.06 0.26 0.09 1.48 ----
 03.01.13 06:00 0.06 0.25 0.10 1.50 ----
 -------- 07:00 0.06 0.21 0.14 1.52 ----
 -------- 08:00 0.07 0.18 0.17 1.53 ----
 -------- 09:00 0.08 0.15 0.19 1.54 ----
 -------- 10:00 0.08 0.13 0.24 1.55 0.00
 03.01.13 11:00 0.08 0.12 0.25 1.56 0.01
 -------- 12:00 0.09 0.11 0.28 1.58 0.01
 -------- 13:00 0.10 0.11 0.29 1.60 0.01
 -------- 14:00 0.10 0.08 0.32 1.61 0.02
 -------- 15:00 0.10 0.14 0.18 1.57 0.00
 03.01.13 16:00 0.08 0.18 0.13 1.54 ----
 -------- 17:00 0.08 0.15 0.15 1.53 ----
 -------- 18:00 0.09 0.13 0.16 1.52 0.00
 -------- 19:00 0.10 0.04 0.32 1.58 0.02
 -------- 20:00 0.09 0.06 0.25 1.57 0.01
 03.01.13 21:00 0.08 0.08 0.18 1.53 ----
 -------- 22:00 0.07 0.12 0.12 1.50 ----
 -------- 23:00 0.06 0.12 0.12 1.51 ----
