 Date Time CO OZ NO2 CHX NO
 31.10.12 12:00 0.08 ---- 0.12 2.50 0.07
 -------- 13:00 0.06 0.01 0.10 1.59 0.04
 -------- 14:00 0.06 0.02 0.10 1.53 0.04
 -------- 15:00 0.06 0.01 0.09 1.54 0.04
 -------- 16:00 0.06 0.04 0.07 1.49 0.03
 31.10.12 17:00 0.08 0.07 0.07 1.49 0.02
 -------- 18:00 0.06 0.07 0.07 1.47 0.01
 -------- 19:00 0.06 0.09 0.08 1.47 0.01
 -------- 20:00 0.06 0.11 0.07 1.46 0.01
 -------- 21:00 0.05 0.14 0.05 1.44 0.01
 31.10.12 22:00 0.07 0.12 0.08 1.49 0.01
 -------- 23:00 0.07 0.13 0.07 1.45 0.01
 -------- 00:00 0.05 0.14 0.06 1.43 0.00
 -------- 01:00 0.04 0.16 0.03 1.42 ----
 -------- 02:00 0.04 0.19 0.02 1.42 ----
 01.11.12 03:00 0.04 0.20 0.02 1.43 ----
 -------- 04:00 0.04 0.18 0.02 1.42 ----
 -------- 05:00 0.04 0.18 0.02 1.42 ----
 -------- 06:00 0.04 0.14 0.06 1.43 ----
 -------- 07:00 0.04 0.11 0.07 1.45 0.00
 01.11.12 08:00 0.06 0.09 0.09 1.46 0.01
 -------- 09:00 0.06 0.08 0.10 1.47 0.01
 -------- 10:00 0.06 0.08 0.12 1.47 0.02
 -------- 11:00 0.06 0.09 0.11 1.47 0.02
 -------- 12:00 0.06 0.08 0.13 1.48 0.03
 01.11.12 13:00 0.06 0.08 0.14 1.49 0.03
 -------- 14:00 0.07 0.07 0.15 1.50 0.03
 -------- 15:00 0.06 0.10 0.12 1.47 0.01
 -------- 16:00 0.07 0.06 0.14 1.48 0.02
 -------- 17:00 0.07 0.05 0.14 1.47 0.02
 01.11.12 18:00 0.10 0.03 0.16 1.49 0.03
 -------- 19:00 0.12 ---- 0.19 1.53 0.07
 -------- 20:00 0.16 ---- 0.20 1.60 0.13
 -------- 21:00 0.14 0.01 0.18 1.61 0.09
 -------- 22:00 0.11 ---- 0.15 1.61 0.05
 01.11.12 23:00 0.07 0.02 0.11 1.54 0.02
 -------- 00:00 0.08 0.04 0.09 1.50 0.02
 -------- 01:00 0.07 0.08 0.09 1.48 0.01
 -------- 02:00 0.05 0.12 0.06 1.46 0.01
 -------- 03:00 0.05 0.09 0.07 1.47 0.01
 02.11.12 04:00 0.05 0.08 0.07 1.48 0.01
 -------- 05:00 0.05 0.08 0.07 1.50 0.01
 -------- 06:00 0.06 0.05 0.08 1.53 0.02
 -------- 07:00 0.08 0.03 0.10 1.53 0.02
 -------- 08:00 0.08 0.03 0.12 1.52 0.02
 02.11.12 09:00 0.08 0.02 0.12 1.53 0.03
 -------- 10:00 0.09 0.02 0.12 1.51 0.03
 -------- 11:00 0.09 0.03 0.11 1.53 0.05
