 Date Time CO OZ NO2 CHX NO
 22.03.13 12:00 0.04 0.33 0.07 1.49 0.08
 -------- 13:00 0.06 0.28 0.07 1.53 0.09
 -------- 14:00 0.05 0.30 0.05 1.49 0.08
 -------- 15:00 0.05 0.32 0.02 1.47 0.07
 -------- 16:00 0.05 0.32 0.03 1.48 0.06
 22.03.13 17:00 0.05 0.28 0.04 1.49 0.06
 -------- 18:00 0.05 0.25 0.06 1.50 0.05
 -------- 19:00 0.06 0.17 0.10 1.53 0.05
 -------- 20:00 0.06 0.11 0.13 1.50 0.06
 -------- 21:00 0.05 0.11 0.12 1.51 0.05
 22.03.13 22:00 0.06 0.05 0.14 1.50 0.06
 -------- 23:00 0.05 0.05 0.12 1.53 0.06
 -------- 00:00 0.05 0.08 0.09 1.57 0.05
 -------- 01:00 0.04 0.15 0.04 1.46 0.04
 -------- 02:00 0.04 0.13 0.05 1.47 0.04
 23.03.13 03:00 0.05 0.16 0.06 1.47 0.04
 -------- 04:00 0.04 0.19 0.06 1.50 0.04
 -------- 05:00 0.04 0.19 0.06 1.51 0.04
 -------- 06:00 0.06 0.12 0.12 1.53 0.04
 -------- 07:00 0.07 0.07 0.16 1.56 0.05
 23.03.13 08:00 0.09 0.07 0.16 1.57 0.08
 -------- 09:00 0.09 0.08 0.15 1.60 0.11
 -------- 10:00 0.10 0.13 0.13 1.56 0.10
 -------- 11:00 0.08 0.25 0.08 1.51 0.08
 -------- 12:00 0.07 0.33 0.03 1.47 0.07
 23.03.13 13:00 0.06 0.37 0.01 1.46 0.05
 -------- 14:00 0.06 0.37 0.02 1.46 0.05
 -------- 15:00 0.05 0.37 0.02 1.47 0.05
 -------- 16:00 0.06 0.34 0.03 1.47 0.06
 -------- 17:00 0.06 0.33 0.04 1.48 0.05
 23.03.13 18:00 0.05 0.34 0.03 1.47 0.05
 -------- 19:00 0.06 0.34 0.03 1.46 0.05
 -------- 20:00 0.06 0.32 0.04 1.48 0.05
 -------- 21:00 0.06 0.30 0.05 1.48 0.05
 -------- 22:00 0.06 0.29 0.05 1.49 0.05
 23.03.13 23:00 0.05 0.32 0.03 1.48 0.05
 -------- 00:00 0.04 0.34 0.01 1.48 0.05
 -------- 01:00 0.04 0.38 0.01 1.46 0.05
 -------- 02:00 0.04 0.40 0.01 1.45 0.04
 -------- 03:00 0.04 0.43 ---- 1.45 0.04
 24.03.13 04:00 0.04 0.43 ---- 1.45 0.04
 -------- 05:00 0.04 0.44 ---- 1.44 0.04
 -------- 06:00 0.04 0.45 ---- 1.44 0.04
 -------- 07:00 0.04 0.46 ---- 1.43 0.05
 -------- 08:00 0.04 0.44 ---- 1.44 0.05
 24.03.13 09:00 0.05 0.40 0.01 1.44 0.05
 -------- 10:00 0.06 0.40 0.01 1.46 0.06
 -------- 11:00 0.04 0.40 ---- 1.46 0.06
