 Date Time CO OZ NO2 CHX NO
 17.01.13 00:00 0.09 ---- 0.48 1.98 0.07
 -------- 01:00 0.09 0.01 0.50 1.83 0.07
 -------- 02:00 0.08 ---- 0.49 1.66 0.06
 -------- 03:00 0.08 ---- 0.46 1.65 0.05
 -------- 04:00 0.06 0.01 0.39 1.60 0.02
 17.01.13 05:00 0.06 0.01 0.40 1.59 0.03
 -------- 06:00 0.07 0.01 0.43 1.60 0.04
 -------- 07:00 0.08 0.03 0.40 1.62 0.03
 -------- 08:00 0.09 0.01 0.42 1.64 0.03
 -------- 09:00 0.09 0.01 0.45 1.65 0.04
 17.01.13 10:00 0.10 0.01 0.48 1.65 0.07
 -------- 11:00 0.10 0.02 0.48 1.62 0.07
 -------- 12:00 0.08 0.07 0.37 1.57 0.04
 -------- 13:00 0.08 0.07 0.38 1.59 0.05
 -------- 14:00 0.09 0.05 0.42 1.58 0.06
 17.01.13 15:00 0.07 0.06 0.37 1.54 0.04
 -------- 16:00 0.06 0.08 0.31 1.52 0.02
 -------- 17:00 0.06 0.05 0.34 1.54 0.02
 -------- 18:00 0.06 0.06 0.32 1.53 0.01
 -------- 19:00 0.07 0.05 0.33 1.54 0.01
 17.01.13 20:00 0.06 0.06 0.32 1.54 0.01
 -------- 21:00 0.06 0.04 0.36 1.54 0.01
 -------- 22:00 0.08 0.01 0.44 1.55 0.03
 -------- 23:00 0.06 0.01 0.43 1.55 0.03
 -------- 00:00 0.06 0.01 0.42 1.55 0.03
 18.01.13 01:00 0.06 0.02 0.38 1.53 0.01
 -------- 02:00 0.06 0.04 0.35 1.54 0.01
 -------- 03:00 0.05 0.07 0.31 1.56 0.01
 -------- 04:00 0.06 0.04 0.35 1.55 0.01
 -------- 05:00 0.06 0.03 0.36 1.55 0.01
 18.01.13 06:00 0.06 0.01 0.41 1.56 0.02
 -------- 07:00 0.08 0.01 0.44 1.59 0.04
 -------- 08:00 0.09 0.01 0.47 1.61 0.05
 -------- 09:00 0.10 ---- 0.48 1.63 0.06
 -------- 10:00 0.09 0.01 0.46 1.62 0.05
 18.01.13 11:00 0.08 0.04 0.42 1.60 0.05
 -------- 12:00 0.08 0.05 0.43 1.60 0.06
 -------- 13:00 0.08 0.05 0.46 1.62 0.08
 -------- 14:00 0.09 0.05 0.46 1.62 0.08
 -------- 15:00 0.10 0.03 0.53 1.64 0.09
 18.01.13 16:00 0.11 0.02 0.56 1.66 0.10
 -------- 17:00 0.12 0.01 0.59 1.67 0.10
 -------- 18:00 0.12 ---- 0.58 1.67 0.09
 -------- 19:00 0.12 ---- 0.55 1.67 0.08
 -------- 20:00 0.12 ---- 0.54 1.67 0.08
 18.01.13 21:00 0.12 ---- 0.53 1.67 0.08
 -------- 22:00 0.12 ---- 0.59 1.69 0.12
 -------- 23:00 0.12 ---- 0.60 1.71 0.11
