 Date Time CO OZ NO2 CHX NO
 06.03.13 00:00 0.08 0.01 0.35 1.98 0.34
 -------- 01:00 0.08 0.01 0.34 2.23 0.39
 -------- 02:00 0.07 0.01 0.34 2.44 0.32
 -------- 03:00 0.04 0.01 0.33 2.40 0.25
 -------- 04:00 0.02 0.01 0.31 2.08 0.14
 06.03.13 05:00 ---- 0.01 0.30 2.08 0.11
 -------- 06:00 ---- 0.02 0.27 2.03 0.08
 -------- 07:00 0.02 0.01 0.27 1.99 0.10
 -------- 08:00 0.02 0.02 0.26 1.84 0.10
 -------- 09:00 0.02 0.03 0.24 1.88 0.13
 06.03.13 10:00 0.02 0.09 0.19 1.81 0.12
 -------- 11:00 0.02 0.16 0.14 1.64 0.10
 -------- 12:00 0.02 0.19 0.12 1.73 0.10
 -------- 13:00 ---- 0.27 0.07 1.70 0.09
 -------- 14:00 ---- 0.26 0.11 1.71 0.09
 06.03.13 15:00 ---- 0.28 0.11 1.65 0.09
 -------- 16:00 ---- 0.37 0.05 1.50 0.07
 -------- 17:00 ---- 0.33 0.10 1.51 0.07
 -------- 18:00 0.02 0.29 0.14 1.56 0.06
 -------- 19:00 0.03 0.26 0.16 1.56 0.06
 06.03.13 20:00 0.03 0.31 0.12 1.52 0.06
 -------- 21:00 0.02 0.38 0.07 1.49 0.06
 -------- 22:00 0.02 0.38 0.07 1.49 0.05
 -------- 23:00 0.02 0.38 0.08 1.50 0.05
 -------- 00:00 ---- 0.45 0.04 1.48 0.05
 07.03.13 01:00 ---- 0.49 0.03 1.46 0.05
 -------- 02:00 ---- 0.53 0.01 1.46 0.05
 -------- 03:00 ---- 0.53 0.02 1.47 0.05
 -------- 04:00 ---- 0.58 ---- 1.47 0.05
 -------- 05:00 ---- 0.60 ---- 1.48 0.05
 07.03.13 06:00 ---- 0.58 ---- 1.49 0.05
 -------- 07:00 0.02 0.56 0.01 1.48 0.05
 -------- 08:00 0.02 0.51 0.02 1.48 0.05
 -------- 09:00 0.02 0.50 0.01 1.47 0.05
 -------- 10:00 0.02 0.45 0.01 1.46 0.06
 07.03.13 11:00 ---- 0.41 0.01 1.45 0.06
 -------- 12:00 ---- 0.42 0.02 1.43 0.06
 -------- 13:00 ---- 0.42 0.01 1.42 0.06
 -------- 14:00 ---- 0.44 ---- 1.42 0.06
 -------- 15:00 ---- 0.45 0.01 1.41 0.05
 07.03.13 16:00 ---- 0.46 ---- 1.41 0.05
 -------- 17:00 ---- 0.44 0.01 1.42 0.05
 -------- 18:00 ---- 0.38 0.05 1.43 0.05
 -------- 19:00 ---- 0.36 0.05 1.43 0.04
 -------- 20:00 0.02 0.24 0.13 1.47 0.05
 07.03.13 21:00 0.02 0.10 0.22 1.53 0.06
 -------- 22:00 0.05 0.08 0.23 1.54 0.07
 -------- 23:00 ---- 0.08 0.21 1.53 0.07
