 Date Time CO OZ NO2 CHX NO
 22.10.12 00:00 0.06 0.17 0.02 1.44 ----
 -------- 01:00 0.06 0.21 0.02 1.43 ----
 -------- 02:00 0.06 0.21 0.02 1.44 ----
 -------- 03:00 0.06 0.20 0.03 1.45 ----
 -------- 04:00 0.06 0.15 0.02 1.44 ----
 22.10.12 05:00 0.06 0.10 0.03 1.45 ----
 -------- 06:00 0.07 0.05 0.07 1.47 ----
 -------- 07:00 0.09 0.02 0.10 1.50 0.01
 -------- 08:00 0.10 0.01 0.11 1.51 0.02
 -------- 09:00 0.09 0.01 0.10 1.51 0.02
 22.10.12 10:00 0.09 0.01 0.10 1.58 0.05
 -------- 11:00 0.09 0.01 0.08 1.53 0.06
 -------- 12:00 0.09 0.01 0.07 1.48 0.04
 -------- 13:00 0.07 0.01 0.06 1.45 0.03
 -------- 14:00 0.07 0.03 0.05 1.43 0.02
 22.10.12 15:00 0.07 0.09 0.09 1.42 0.01
 -------- 16:00 0.07 0.10 0.11 1.42 0.01
 -------- 17:00 0.06 0.15 0.09 1.40 0.00
 -------- 18:00 0.06 0.15 0.10 1.41 0.00
 -------- 19:00 0.06 0.13 0.12 1.41 0.00
 22.10.12 20:00 0.05 0.19 0.07 1.41 ----
 -------- 21:00 0.06 0.12 0.12 1.43 0.00
 -------- 22:00 0.05 0.13 0.10 1.42 0.00
 -------- 23:00 0.04 0.18 0.06 1.41 ----
 -------- 00:00 0.04 0.15 0.07 1.42 ----
 23.10.12 01:00 0.04 0.15 0.06 1.42 ----
 -------- 02:00 0.04 0.11 0.08 1.42 ----
 -------- 03:00 0.04 0.11 0.08 1.42 ----
 -------- 04:00 0.04 0.14 0.07 1.42 ----
 -------- 05:00 0.04 0.14 0.08 1.43 ----
 23.10.12 06:00 0.04 0.10 0.12 1.45 ----
 -------- 07:00 0.05 0.06 0.15 1.48 0.01
 -------- 08:00 0.07 0.02 0.19 1.53 0.02
 -------- 09:00 0.08 0.02 0.20 1.56 0.03
 -------- 10:00 0.08 0.02 0.20 1.56 0.04
 23.10.12 11:00 0.09 0.02 0.20 1.48 0.04
 -------- 12:00 0.08 0.03 0.19 1.50 0.03
 -------- 13:00 0.08 0.04 0.19 1.51 0.03
 -------- 14:00 0.06 0.03 0.19 1.46 0.02
 -------- 15:00 0.07 0.03 0.19 1.47 0.03
 23.10.12 16:00 0.07 0.02 0.19 1.49 0.03
 -------- 17:00 0.07 0.03 0.19 1.46 0.02
 -------- 18:00 0.06 0.03 0.18 1.46 0.01
 -------- 19:00 0.06 0.07 0.15 1.47 0.01
 -------- 20:00 0.06 0.06 0.15 1.44 0.01
 23.10.12 21:00 0.08 0.09 0.13 1.44 0.01
 -------- 22:00 0.06 0.05 0.16 1.47 0.00
