 Date Time CO OZ NO2 CHX NO
 24.09.12 00:00 0.09 0.02 0.11 ---- 0.00
 -------- 01:00 0.09 0.05 0.06 ---- 0.00
 -------- 02:00 0.08 0.09 0.02 ---- ----
 -------- 03:00 0.08 0.09 0.02 ---- ----
 -------- 04:00 0.08 0.08 0.02 ---- ----
 24.09.12 05:00 0.18 0.09 0.02 1.12 ----
 -------- 06:00 0.27 0.10 0.03 1.01 0.00
 -------- 07:00 0.32 0.05 0.07 0.99 0.01
 -------- 08:00 0.11 0.01 0.11 1.08 0.05
 -------- 09:00 0.09 0.03 0.09 1.11 0.02
 24.09.12 10:00 0.09 0.04 0.08 1.11 0.02
 -------- 11:00 0.09 0.03 0.11 1.19 0.02
 -------- 12:00 0.09 0.04 0.11 1.12 0.02
 -------- 13:00 0.09 0.07 0.08 1.12 0.01
 -------- 14:00 0.14 0.09 0.08 1.38 0.01
 24.09.12 15:00 0.14 0.11 0.06 1.39 0.01
 -------- 16:00 0.14 0.12 0.05 1.39 0.01
 -------- 17:00 0.14 0.09 0.06 1.39 0.01
 -------- 18:00 0.06 0.05 0.07 1.41 0.01
 -------- 19:00 0.07 0.04 0.08 1.42 0.01
 24.09.12 20:00 0.06 0.05 0.06 1.41 0.01
 -------- 21:00 0.05 0.05 0.06 1.42 0.01
 -------- 22:00 0.07 0.02 0.08 1.44 0.01
 -------- 23:00 0.05 0.03 0.06 1.42 0.01
 -------- 00:00 0.03 0.05 0.03 1.40 0.00
 25.09.12 01:00 0.02 0.07 0.02 1.39 ----
 -------- 02:00 0.03 0.06 0.02 1.40 ----
 -------- 03:00 0.02 0.06 0.02 1.40 ----
 -------- 04:00 0.04 0.07 0.02 1.40 ----
 -------- 05:00 0.04 0.06 0.02 1.39 ----
 25.09.12 06:00 0.04 0.06 0.02 1.40 ----
 -------- 07:00 0.05 0.05 0.03 1.40 0.00
 -------- 08:00 0.06 0.05 0.05 1.41 0.01
 -------- 09:00 0.06 0.05 0.05 1.41 0.01
 -------- 10:00 0.06 0.07 0.04 1.42 0.01
 25.09.12 11:00 0.05 0.08 0.05 1.41 0.01
 -------- 12:00 0.04 0.09 0.06 1.41 0.01
 -------- 13:00 0.05 0.13 0.05 1.41 0.01
 -------- 14:00 0.06 0.14 0.06 1.41 0.00
 -------- 15:00 0.06 0.13 0.07 1.43 0.01
 25.09.12 16:00 0.06 0.14 0.06 1.42 ----
 -------- 17:00 0.06 0.11 0.08 1.44 0.01
 -------- 18:00 0.07 0.09 0.09 1.46 0.01
 -------- 19:00 0.08 0.05 0.09 1.45 0.01
 -------- 20:00 0.06 0.05 0.09 1.46 0.01
 25.09.12 21:00 0.08 0.04 0.09 1.46 0.01
 -------- 22:00 0.09 0.01 0.10 1.47 0.02
 -------- 23:00 0.06 0.03 0.08 1.44 0.01
