 Date Time CO OZ NO2 CHX NO
 11.11.12 12:00 0.08 0.05 0.10 1.59 0.06
 -------- 13:00 0.07 0.08 0.10 1.54 0.04
 -------- 14:00 0.06 0.08 0.10 1.56 0.03
 -------- 15:00 0.07 0.07 0.11 1.68 0.03
 -------- 16:00 0.08 0.06 0.11 1.68 0.03
 11.11.12 17:00 0.08 0.04 0.12 1.59 0.03
 -------- 18:00 0.08 0.02 0.14 1.67 0.03
 -------- 19:00 0.07 0.04 0.12 1.61 0.02
 -------- 20:00 0.07 0.03 0.12 1.65 0.02
 -------- 21:00 0.06 0.04 0.11 1.59 0.02
 11.11.12 22:00 0.06 0.06 0.09 1.49 0.01
 -------- 23:00 0.06 0.07 0.10 1.49 0.02
 -------- 00:00 0.06 0.09 0.08 1.47 0.02
 -------- 01:00 0.05 0.12 0.07 1.47 0.01
 -------- 02:00 0.04 0.13 0.07 1.45 0.01
 12.11.12 03:00 0.04 0.13 0.06 1.45 0.01
 -------- 04:00 0.04 0.12 0.06 1.46 0.01
 -------- 05:00 0.04 0.09 0.08 1.47 0.01
 -------- 06:00 0.05 0.07 0.09 1.47 0.01
 -------- 07:00 0.06 0.05 0.09 1.46 0.02
 12.11.12 08:00 0.07 0.05 0.09 1.49 0.02
 -------- 09:00 0.08 0.03 0.11 1.50 0.02
 -------- 10:00 0.08 0.03 0.10 1.51 0.03
 -------- 11:00 0.08 0.03 0.11 1.51 0.03
 -------- 12:00 0.07 0.04 0.10 1.49 0.03
 12.11.12 13:00 0.07 0.05 0.08 1.48 0.02
 -------- 14:00 0.08 0.03 0.09 1.49 0.03
 -------- 15:00 0.07 0.04 0.09 1.48 0.02
 -------- 16:00 0.07 0.04 0.09 1.47 0.02
 -------- 17:00 0.08 0.04 0.09 1.47 0.02
 12.11.12 18:00 0.08 0.04 0.10 1.48 0.02
 -------- 19:00 0.09 0.01 0.12 1.53 0.02
 -------- 20:00 0.09 0.03 0.09 1.49 0.02
 -------- 21:00 0.09 0.01 0.10 1.51 0.03
 -------- 22:00 0.07 0.03 0.08 1.47 0.02
 12.11.12 23:00 0.06 0.05 0.08 1.46 0.01
 -------- 00:00 0.06 0.05 0.06 1.46 0.01
 -------- 01:00 0.06 0.03 0.10 1.50 0.02
 -------- 02:00 0.05 0.02 0.10 1.51 0.01
 -------- 03:00 0.04 0.10 0.06 1.44 0.01
 13.11.12 04:00 0.04 0.10 0.06 1.45 0.01
 -------- 05:00 0.04 0.13 0.05 1.44 0.01
 -------- 06:00 0.04 0.12 0.07 1.44 0.01
 -------- 07:00 0.05 0.11 0.07 1.43 0.01
 -------- 08:00 0.05 0.12 0.07 1.43 0.01
 13.11.12 09:00 0.07 0.07 0.08 1.46 0.01
 -------- 10:00 0.07 0.09 0.09 1.45 0.01
 -------- 11:00 0.06 0.14 0.08 1.44 0.01
