 Date Time CO OZ NO2 CHX NO
 14.02.13 12:00 0.13 0.09 0.19 1.65 0.10
 -------- 13:00 0.15 0.08 0.21 1.67 0.14
 -------- 14:00 0.14 0.08 0.21 1.65 0.12
 -------- 15:00 0.13 0.09 0.20 1.64 0.10
 -------- 16:00 0.12 0.08 0.21 1.64 0.08
 14.02.13 17:00 0.15 0.03 0.25 1.68 0.10
 -------- 18:00 0.14 0.01 0.26 1.64 0.09
 -------- 19:00 0.13 0.01 0.26 1.64 0.09
 -------- 20:00 0.13 ---- 0.25 1.66 0.07
 -------- 21:00 0.11 0.03 0.24 1.65 0.04
 14.02.13 22:00 0.12 0.03 0.24 1.73 0.06
 -------- 23:00 0.11 0.02 0.25 1.72 0.06
 -------- 00:00 0.10 0.01 0.24 1.67 0.04
 -------- 01:00 0.09 0.01 0.24 1.70 0.03
 -------- 02:00 0.08 0.01 0.22 1.64 0.02
 15.02.13 03:00 0.08 0.01 0.21 1.61 0.02
 -------- 04:00 0.08 0.02 0.20 1.63 0.02
 -------- 05:00 0.06 0.06 0.16 1.60 0.01
 -------- 06:00 0.12 0.03 0.19 1.63 0.04
 -------- 07:00 0.11 0.01 0.23 1.75 0.09
 15.02.13 08:00 0.13 ---- 0.22 1.85 0.14
 -------- 09:00 0.11 ---- 0.23 1.87 0.15
 -------- 10:00 0.13 ---- 0.23 1.81 0.17
 -------- 11:00 0.13 0.01 0.22 2.00 0.18
 -------- 12:00 0.19 0.02 0.24 2.07 0.23
 15.02.13 13:00 0.21 0.02 0.26 1.90 0.27
 -------- 14:00 0.20 0.03 0.26 1.81 0.25
 -------- 15:00 0.16 0.03 0.26 1.76 0.19
 -------- 16:00 0.17 0.02 0.28 1.81 0.21
 -------- 17:00 0.20 0.01 0.32 1.93 0.29
 15.02.13 18:00 0.19 0.01 0.31 1.86 0.27
 -------- 19:00 0.19 0.01 0.28 1.86 0.23
 -------- 20:00 0.26 0.01 0.31 2.03 0.42
 -------- 21:00 0.31 0.01 0.33 2.14 0.52
 -------- 22:00 0.27 0.01 0.31 2.09 0.37
 15.02.13 23:00 0.27 0.01 0.30 2.11 0.41
 -------- 00:00 0.20 0.01 0.29 1.94 0.25
 -------- 01:00 0.15 ---- 0.28 1.86 0.21
 -------- 02:00 0.17 ---- 0.27 1.87 0.26
 -------- 03:00 0.17 ---- 0.26 1.95 0.28
 16.02.13 04:00 0.29 0.01 0.26 2.41 0.34
 -------- 05:00 0.25 0.01 0.29 2.71 0.49
 -------- 06:00 0.29 0.01 0.28 2.72 0.58
 -------- 07:00 0.34 0.01 0.35 2.70 0.90
 -------- 08:00 0.52 0.02 0.38 2.98 1.08
 16.02.13 09:00 0.43 0.02 0.38 2.67 0.73
 -------- 10:00 0.35 0.01 0.40 2.39 0.63
 -------- 11:00 0.30 0.01 0.40 2.31 0.57
