 Date Time CO OZ NO2 CHX NO
 17.04.13 12:00 0.06 0.57 0.08 1.44 0.03
 -------- 13:00 0.06 0.58 0.08 1.41 0.03
 -------- 14:00 0.05 0.63 0.07 1.40 0.02
 -------- 15:00 0.06 0.66 0.08 1.41 0.02
 -------- 16:00 0.07 0.68 0.07 1.40 0.02
 17.04.13 17:00 0.08 0.65 0.08 1.42 0.02
 -------- 18:00 0.09 0.60 0.10 1.39 0.02
 -------- 19:00 0.11 0.49 0.14 1.42 0.02
 -------- 20:00 0.15 0.25 0.26 1.49 0.02
 -------- 21:00 0.19 0.20 0.27 1.53 0.02
 17.04.13 22:00 0.14 0.24 0.26 1.50 0.02
 -------- 23:00 0.07 0.31 0.24 1.56 0.02
 -------- 00:00 0.07 0.31 0.24 1.55 0.02
 -------- 01:00 0.06 0.23 0.27 1.52 0.02
 -------- 02:00 0.10 0.03 0.37 1.58 0.03
 18.04.13 03:00 0.10 0.04 0.35 1.62 0.04
 -------- 04:00 0.04 0.22 0.26 1.50 0.02
 -------- 05:00 0.04 0.20 0.27 1.49 0.03
 -------- 06:00 0.06 0.14 0.32 1.50 0.02
 -------- 07:00 0.12 0.09 0.34 1.55 0.04
 18.04.13 08:00 0.12 0.25 0.28 1.51 0.04
 -------- 09:00 0.06 0.55 0.11 1.42 0.02
 -------- 10:00 0.06 0.54 0.11 1.43 0.02
 -------- 11:00 0.05 0.55 0.10 1.42 0.02
 -------- 12:00 0.06 0.55 0.10 1.40 0.02
 18.04.13 13:00 0.06 0.59 0.09 1.39 0.02
 -------- 14:00 0.05 0.60 0.08 1.38 0.02
 -------- 15:00 0.05 0.60 0.07 1.36 0.02
 -------- 16:00 0.07 0.56 0.08 1.36 0.02
 -------- 17:00 0.07 0.56 0.08 1.35 0.02
 18.04.13 18:00 0.07 0.39 0.10 1.36 0.02
 -------- 19:00 0.09 0.43 0.14 1.40 0.02
 -------- 20:00 0.12 0.33 0.18 1.41 0.02
 -------- 21:00 0.19 0.12 0.32 1.52 0.05
 -------- 22:00 0.21 ---- 0.37 1.61 0.05
 18.04.13 23:00 0.40 0.01 0.38 1.76 0.22
 -------- 00:00 0.29 0.01 0.39 1.69 0.19
 -------- 01:00 0.09 0.15 0.29 1.48 0.03
 -------- 02:00 0.09 0.12 0.28 1.49 0.02
 -------- 03:00 0.08 0.20 0.22 1.48 0.02
 19.04.13 04:00 0.08 0.17 0.23 1.52 0.02
 -------- 05:00 0.08 0.21 0.21 1.52 0.02
 -------- 06:00 0.09 0.14 0.26 1.52 0.02
 -------- 07:00 0.10 0.15 0.27 1.54 0.02
 -------- 08:00 0.10 0.22 0.26 1.54 0.03
 19.04.13 09:00 0.08 0.37 0.19 1.51 0.03
 -------- 10:00 0.07 0.44 0.18 1.49 0.02
 -------- 11:00 0.06 0.56 0.14 1.44 0.02
