 Date Time CO OZ NO2 CHX NO
 16.04.13 12:00 0.06 0.58 0.10 1.44 0.03
 -------- 13:00 0.04 0.62 0.09 1.40 0.03
 -------- 14:00 0.05 0.67 0.08 1.39 0.02
 -------- 15:00 0.07 0.65 0.09 1.38 0.02
 -------- 16:00 0.06 0.64 0.09 1.36 0.02
 16.04.13 17:00 0.08 0.59 0.10 1.37 0.02
 -------- 18:00 0.09 0.56 0.12 1.38 0.02
 -------- 19:00 0.11 0.45 0.16 1.41 0.02
 -------- 20:00 0.13 0.30 0.21 1.49 0.02
 -------- 21:00 0.23 0.08 0.32 1.62 0.04
 16.04.13 22:00 0.26 0.03 0.36 1.67 0.05
 -------- 23:00 0.23 0.08 0.33 1.62 0.05
 -------- 00:00 0.17 0.05 0.35 1.57 0.06
 -------- 01:00 0.22 ---- 0.38 1.69 0.16
 -------- 02:00 0.15 0.06 0.33 1.61 0.06
 17.04.13 03:00 0.11 0.01 0.36 1.62 0.05
 -------- 04:00 0.15 ---- 0.37 1.67 0.14
 -------- 05:00 0.15 ---- 0.36 1.69 0.16
 -------- 06:00 0.27 ---- 0.38 1.92 0.37
 -------- 07:00 0.73 0.01 0.46 2.60 0.96
 17.04.13 08:00 0.75 0.02 0.53 2.52 0.88
 -------- 09:00 0.27 0.01 0.45 1.90 0.25
 -------- 10:00 0.10 0.22 0.26 1.57 0.07
 -------- 11:00 0.07 0.45 0.13 1.55 0.04
 -------- 12:00 0.06 0.55 0.09 1.45 0.03
 17.04.13 13:00 0.06 0.58 0.08 1.41 0.03
 -------- 14:00 0.05 0.63 0.07 1.40 0.02
 -------- 15:00 0.06 0.66 0.08 1.41 0.02
 -------- 16:00 0.07 0.68 0.07 1.40 0.02
 -------- 17:00 0.08 0.65 0.08 1.42 0.02
 17.04.13 18:00 0.09 0.60 0.10 1.39 0.02
 -------- 19:00 0.11 0.49 0.14 1.42 0.02
 -------- 20:00 0.15 0.25 0.26 1.49 0.02
 -------- 21:00 0.19 0.20 0.27 1.53 0.02
 -------- 22:00 0.14 0.24 0.26 1.50 0.02
 17.04.13 23:00 0.07 0.31 0.24 1.56 0.02
 -------- 00:00 0.07 0.31 0.24 1.55 0.02
 -------- 01:00 0.06 0.23 0.27 1.52 0.02
 -------- 02:00 0.10 0.03 0.37 1.58 0.03
 -------- 03:00 0.10 0.04 0.35 1.62 0.04
 18.04.13 04:00 0.04 0.22 0.26 1.50 0.02
 -------- 05:00 0.04 0.20 0.27 1.49 0.03
 -------- 06:00 0.06 0.14 0.32 1.50 0.02
 -------- 07:00 0.12 0.09 0.34 1.55 0.04
 -------- 08:00 0.12 0.25 0.28 1.51 0.04
 18.04.13 09:00 0.06 0.55 0.11 1.42 0.02
 -------- 10:00 0.06 0.54 0.11 1.43 0.02
 -------- 11:00 0.06 0.52 0.12 1.43 0.02
