 Date Time CO OZ NO2 CHX NO
 18.03.13 00:00 0.12 0.03 0.28 1.69 0.14
 -------- 01:00 0.13 0.01 0.28 1.72 0.08
 -------- 02:00 0.11 0.01 0.27 1.73 0.14
 -------- 03:00 0.11 ---- 0.28 1.77 0.12
 -------- 04:00 0.08 0.02 0.25 1.75 0.06
 18.03.13 05:00 0.06 0.05 0.21 1.66 0.05
 -------- 06:00 0.07 0.03 0.24 1.63 0.06
 -------- 07:00 0.10 0.02 0.24 1.62 0.09
 -------- 08:00 0.14 0.02 0.25 1.66 0.14
 -------- 09:00 0.16 0.04 0.24 1.69 0.18
 18.03.13 10:00 0.17 0.06 0.24 1.74 0.22
 -------- 11:00 0.15 0.10 0.22 1.68 0.18
 -------- 12:00 0.13 0.11 0.21 1.66 0.15
 -------- 13:00 0.11 0.15 0.18 1.61 0.13
 -------- 14:00 0.10 0.15 0.18 1.59 0.11
 18.03.13 15:00 0.08 0.20 0.15 1.56 0.08
 -------- 16:00 0.08 0.16 0.15 1.58 0.08
 -------- 17:00 0.08 0.11 0.15 1.56 0.07
 -------- 18:00 0.08 0.10 0.14 1.57 0.07
 -------- 19:00 0.08 0.09 0.15 1.58 0.07
 18.03.13 20:00 0.08 0.11 0.13 1.55 0.06
 -------- 21:00 0.06 0.19 0.07 1.52 0.05
 -------- 22:00 0.06 0.18 0.09 1.51 0.05
 -------- 23:00 0.06 0.16 0.10 1.51 0.05
 -------- 00:00 0.06 0.17 0.09 1.51 0.05
 19.03.13 01:00 0.05 0.18 0.08 1.50 0.05
 -------- 02:00 0.04 0.24 0.04 1.51 0.04
 -------- 03:00 0.04 0.24 0.03 1.50 0.04
 -------- 04:00 0.04 0.20 0.06 1.53 0.05
 -------- 05:00 0.04 0.18 0.09 1.55 0.05
 19.03.13 06:00 0.05 0.21 0.09 1.53 0.05
 -------- 07:00 0.05 0.23 0.09 1.51 0.05
 -------- 08:00 0.07 0.19 0.13 1.54 0.06
 -------- 09:00 0.06 0.20 0.13 1.54 0.07
 -------- 10:00 0.06 0.24 0.09 1.53 0.07
 19.03.13 11:00 0.06 0.28 0.07 1.53 0.07
 -------- 12:00 0.05 0.29 0.07 1.52 0.07
 -------- 13:00 0.05 0.31 0.05 1.51 0.06
 -------- 14:00 0.06 0.27 0.08 1.51 0.07
 -------- 15:00 0.05 0.27 0.09 1.50 0.07
 19.03.13 16:00 0.06 0.26 0.09 1.50 0.07
 -------- 17:00 0.06 0.25 0.11 1.51 0.07
 -------- 18:00 0.06 0.28 0.09 1.51 0.06
 -------- 19:00 0.06 0.19 0.16 1.57 0.05
 -------- 20:00 0.06 0.15 0.17 1.55 0.05
 19.03.13 21:00 0.07 0.10 0.21 1.61 0.05
 -------- 22:00 0.06 0.15 0.16 1.58 0.05
 -------- 23:00 0.06 0.20 0.12 1.58 0.05
