 Date Time CO OZ NO2 CHX NO
 14.02.13 00:00 0.11 ---- 0.23 1.62 0.04
 -------- 01:00 0.11 ---- 0.22 1.64 0.05
 -------- 02:00 0.10 ---- 0.21 1.65 0.05
 -------- 03:00 0.10 ---- 0.21 1.62 0.03
 -------- 04:00 0.08 ---- 0.20 1.63 0.02
 14.02.13 05:00 0.08 ---- 0.20 1.60 0.02
 -------- 06:00 0.08 0.01 0.18 1.59 0.02
 -------- 07:00 0.11 0.01 0.20 1.74 0.06
 -------- 08:00 0.14 ---- 0.20 1.70 0.10
 -------- 09:00 0.14 0.01 0.18 1.66 0.08
 14.02.13 10:00 0.11 0.06 0.15 1.63 0.08
 -------- 11:00 0.12 0.07 0.15 1.63 0.09
 -------- 12:00 0.13 0.09 0.18 1.65 0.10
 -------- 13:00 0.15 0.08 0.21 1.67 0.14
 -------- 14:00 0.14 0.08 0.21 1.65 0.12
 14.02.13 15:00 0.13 0.09 0.20 1.64 0.10
 -------- 16:00 0.12 0.08 0.21 1.64 0.08
 -------- 17:00 0.15 0.03 0.25 1.68 0.10
 -------- 18:00 0.14 0.01 0.26 1.64 0.09
 -------- 19:00 0.13 0.01 0.26 1.64 0.09
 14.02.13 20:00 0.13 ---- 0.25 1.66 0.07
 -------- 21:00 0.11 0.03 0.24 1.65 0.04
 -------- 22:00 0.12 0.03 0.24 1.73 0.06
 -------- 23:00 0.11 0.02 0.25 1.72 0.06
 -------- 00:00 0.10 0.01 0.24 1.67 0.04
 15.02.13 01:00 0.09 0.01 0.24 1.70 0.03
 -------- 02:00 0.08 0.01 0.22 1.64 0.02
 -------- 03:00 0.08 0.01 0.21 1.61 0.02
 -------- 04:00 0.08 0.02 0.20 1.63 0.02
 -------- 05:00 0.06 0.06 0.16 1.60 0.01
 15.02.13 06:00 0.12 0.03 0.19 1.63 0.04
 -------- 07:00 0.11 0.01 0.23 1.75 0.09
 -------- 08:00 0.13 ---- 0.22 1.85 0.14
 -------- 09:00 0.11 ---- 0.23 1.87 0.15
 -------- 10:00 0.13 ---- 0.23 1.81 0.17
 15.02.13 11:00 0.13 0.01 0.22 2.00 0.18
 -------- 12:00 0.19 0.02 0.24 2.07 0.23
 -------- 13:00 0.21 0.02 0.26 1.90 0.27
 -------- 14:00 0.20 0.03 0.26 1.81 0.25
 -------- 15:00 0.16 0.03 0.26 1.76 0.19
 15.02.13 16:00 0.17 0.02 0.28 1.81 0.21
 -------- 17:00 0.20 0.01 0.32 1.93 0.29
 -------- 18:00 0.19 0.01 0.31 1.86 0.27
 -------- 19:00 0.19 0.01 0.28 1.86 0.23
 -------- 20:00 0.26 0.01 0.31 2.03 0.42
 15.02.13 21:00 0.31 0.01 0.33 2.14 0.52
 -------- 22:00 0.27 0.01 0.31 2.09 0.37
 -------- 23:00 0.26 0.01 0.29 2.09 0.40
