 Date Time CO OZ NO2 CHX NO
 24.11.12 12:00 0.07 0.03 0.11 1.55 0.05
 -------- 13:00 0.07 0.03 0.10 1.55 0.04
 -------- 14:00 0.08 0.03 0.10 1.57 0.04
 -------- 15:00 0.09 0.05 0.10 1.55 0.04
 -------- 16:00 0.08 0.02 0.10 1.54 0.03
 24.11.12 17:00 0.08 0.01 0.12 1.55 0.04
 -------- 18:00 0.09 ---- 0.12 1.55 0.04
 -------- 19:00 0.08 ---- 0.12 1.55 0.04
 -------- 20:00 0.09 ---- 0.12 1.56 0.05
 -------- 21:00 0.09 ---- 0.13 1.62 0.06
 24.11.12 22:00 0.12 ---- 0.13 1.64 0.10
 -------- 23:00 0.12 ---- 0.14 1.58 0.11
 -------- 00:00 0.12 ---- 0.14 1.60 0.12
 -------- 01:00 0.09 ---- 0.15 1.60 0.08
 -------- 02:00 0.08 ---- 0.13 1.59 0.05
 25.11.12 03:00 0.06 0.01 0.14 1.54 0.03
 -------- 04:00 0.05 ---- 0.13 1.52 0.03
 -------- 05:00 0.04 0.02 0.12 1.52 0.02
 -------- 06:00 0.05 0.02 0.10 1.52 0.02
 -------- 07:00 0.05 0.01 0.12 1.54 0.03
 25.11.12 08:00 0.06 ---- 0.12 1.56 0.05
 -------- 09:00 0.07 ---- 0.13 1.61 0.05
 -------- 10:00 0.09 0.01 0.13 1.61 0.07
 -------- 11:00 0.16 0.01 0.13 1.62 0.08
 -------- 12:00 0.12 0.01 0.12 1.59 0.09
 25.11.12 13:00 0.12 0.02 0.12 1.59 0.10
 -------- 14:00 0.13 0.02 0.12 1.62 0.09
 -------- 15:00 0.12 0.01 0.14 1.70 0.11
 -------- 16:00 0.22 0.01 0.14 1.72 0.12
 -------- 17:00 0.17 0.01 0.16 1.65 0.11
 25.11.12 18:00 0.20 0.01 0.17 1.69 0.11
 -------- 19:00 0.09 ---- 0.14 1.60 0.09
 -------- 20:00 0.08 ---- 0.16 1.56 0.06
 -------- 21:00 0.07 ---- 0.13 1.52 0.05
 -------- 22:00 0.08 ---- 0.13 1.54 0.06
 25.11.12 23:00 0.08 0.01 0.13 1.55 0.04
 -------- 00:00 0.08 0.01 0.11 1.61 0.03
 -------- 01:00 0.06 0.03 0.10 1.58 0.02
 -------- 02:00 0.05 0.03 0.08 1.55 0.02
 -------- 03:00 0.04 0.03 0.08 1.54 0.02
 26.11.12 04:00 0.04 0.03 0.08 1.73 0.02
 -------- 05:00 0.06 0.02 0.09 1.63 0.02
 -------- 06:00 0.06 0.01 0.08 1.60 0.03
 -------- 07:00 0.08 0.01 0.09 1.57 0.04
 -------- 08:00 0.10 ---- 0.09 1.59 0.06
 26.11.12 09:00 0.10 ---- 0.09 1.58 0.07
 -------- 10:00 0.14 ---- 0.09 1.58 0.08
 -------- 11:00 0.10 0.01 0.08 1.56 0.08
