 Date Time CO OZ NO2 CHX NO
 06.10.12 12:00 0.06 0.10 0.07 1.41 0.01
 -------- 13:00 0.07 0.11 0.07 1.40 0.01
 -------- 14:00 0.06 0.11 0.06 1.40 0.01
 -------- 15:00 0.07 0.11 0.07 1.40 0.01
 -------- 16:00 0.06 0.11 0.07 1.41 0.00
 06.10.12 17:00 0.05 0.16 0.04 1.39 0.00
 -------- 18:00 0.04 0.18 0.02 1.38 ----
 -------- 19:00 0.04 0.18 0.02 1.38 ----
 -------- 20:00 0.04 0.19 0.02 1.38 ----
 -------- 21:00 0.04 0.20 0.01 1.37 ----
 06.10.12 22:00 0.04 0.19 0.02 1.38 ----
 -------- 23:00 0.04 0.19 0.01 1.38 ----
 -------- 00:00 0.04 0.19 0.02 1.39 ----
 -------- 01:00 0.04 0.16 0.03 1.40 ----
 -------- 02:00 0.04 0.11 0.08 1.43 ----
 07.10.12 03:00 0.04 0.10 0.07 1.42 ----
 -------- 04:00 0.04 0.06 0.10 1.64 ----
 -------- 05:00 0.05 0.08 0.06 1.70 ----
 -------- 06:00 0.04 0.07 0.08 1.44 ----
 -------- 07:00 0.04 0.14 0.05 1.41 ----
 07.10.12 08:00 0.05 0.16 0.05 1.42 ----
 -------- 09:00 0.06 0.09 0.08 1.42 0.00
 -------- 10:00 0.06 0.11 0.06 1.40 0.00
 -------- 11:00 0.06 0.17 0.03 1.38 0.00
 -------- 12:00 0.04 0.24 0.02 1.36 0.00
 07.10.12 13:00 0.04 0.24 0.02 1.38 ----
 -------- 14:00 0.04 0.28 0.01 1.38 0.00
 -------- 15:00 0.04 0.29 0.01 1.39 0.00
 -------- 16:00 0.05 0.26 0.02 1.39 0.00
 -------- 17:00 0.05 0.24 0.02 1.39 ----
 07.10.12 18:00 0.05 0.23 0.04 1.39 0.00
 -------- 19:00 0.07 0.16 0.10 1.43 0.00
 -------- 20:00 0.09 0.05 0.15 1.48 0.01
 -------- 21:00 0.15 0.02 0.20 1.58 0.05
 -------- 22:00 0.12 ---- 0.20 1.53 0.05
 07.10.12 23:00 0.15 ---- 0.20 1.53 0.07
 -------- 00:00 0.14 ---- 0.20 1.58 0.07
 -------- 01:00 0.21 ---- 0.19 1.71 0.19
 -------- 02:00 0.24 ---- 0.15 1.79 0.24
 -------- 03:00 0.18 ---- 0.13 2.00 0.20
 08.10.12 04:00 0.11 ---- 0.15 2.10 0.10
 -------- 05:00 0.10 ---- 0.19 1.84 0.09
 -------- 06:00 0.15 ---- 0.19 1.84 0.23
 -------- 07:00 0.23 ---- 0.22 1.76 0.34
 -------- 08:00 0.12 0.06 0.21 1.51 0.07
 08.10.12 09:00 0.09 0.03 0.22 1.45 0.02
 -------- 10:00 0.09 0.03 0.21 1.47 0.02
 -------- 11:00 0.09 0.05 0.21 1.47 0.02
