 Date Time CO OZ NO2 CHX NO
 23.11.12 12:00 0.07 0.11 0.11 1.46 0.02
 -------- 13:00 0.07 0.10 0.12 1.48 0.03
 -------- 14:00 0.07 0.08 0.13 1.49 0.03
 -------- 15:00 0.09 0.06 0.14 1.50 0.03
 -------- 16:00 0.09 0.03 0.18 1.53 0.05
 23.11.12 17:00 0.09 0.01 0.19 1.56 0.05
 -------- 18:00 0.10 0.01 0.20 1.74 0.05
 -------- 19:00 0.11 0.02 0.17 1.57 0.05
 -------- 20:00 0.11 0.01 0.15 1.54 0.04
 -------- 21:00 0.11 0.01 0.18 1.55 0.04
 23.11.12 22:00 0.10 0.01 0.18 1.55 0.04
 -------- 23:00 0.09 0.01 0.16 1.54 0.04
 -------- 00:00 0.08 0.01 0.14 1.52 0.03
 -------- 01:00 0.07 0.03 0.13 1.49 0.02
 -------- 02:00 0.06 0.05 0.11 1.48 0.01
 24.11.12 03:00 0.05 0.06 0.10 1.47 0.01
 -------- 04:00 0.04 0.04 0.10 1.48 0.02
 -------- 05:00 0.04 0.04 0.10 1.48 0.01
 -------- 06:00 0.04 0.05 0.08 1.49 0.02
 -------- 07:00 0.05 0.03 0.10 1.51 0.03
 24.11.12 08:00 0.07 0.01 0.11 1.54 0.05
 -------- 09:00 0.08 0.02 0.13 1.55 0.05
 -------- 10:00 0.07 0.02 0.11 1.53 0.04
 -------- 11:00 0.07 0.02 0.10 1.55 0.05
 -------- 12:00 0.08 0.03 0.11 1.57 0.05
 24.11.12 13:00 0.07 0.03 0.10 1.55 0.04
 -------- 14:00 0.08 0.03 0.10 1.57 0.04
 -------- 15:00 0.09 0.05 0.10 1.55 0.04
 -------- 16:00 0.08 0.02 0.10 1.54 0.03
 -------- 17:00 0.08 0.01 0.12 1.55 0.04
 24.11.12 18:00 0.09 ---- 0.12 1.55 0.04
 -------- 19:00 0.08 ---- 0.12 1.55 0.04
 -------- 20:00 0.09 ---- 0.12 1.56 0.05
 -------- 21:00 0.09 ---- 0.13 1.62 0.06
 -------- 22:00 0.12 ---- 0.13 1.64 0.10
 24.11.12 23:00 0.12 ---- 0.14 1.58 0.11
 -------- 00:00 0.12 ---- 0.14 1.60 0.12
 -------- 01:00 0.09 ---- 0.15 1.60 0.08
 -------- 02:00 0.08 ---- 0.13 1.59 0.05
 -------- 03:00 0.06 0.01 0.14 1.54 0.03
 25.11.12 04:00 0.05 ---- 0.13 1.52 0.03
 -------- 05:00 0.04 0.02 0.12 1.52 0.02
 -------- 06:00 0.05 0.02 0.10 1.52 0.02
 -------- 07:00 0.05 0.01 0.12 1.54 0.03
 -------- 08:00 0.06 ---- 0.12 1.56 0.05
 25.11.12 09:00 0.07 ---- 0.13 1.61 0.05
 -------- 10:00 0.09 0.01 0.13 1.61 0.07
 -------- 11:00 0.13 0.01 0.12 1.62 0.08
