 Date Time CO OZ NO2 CHX NO
 25.12.12 00:00 0.06 0.02 ---- 1.62 ----
 -------- 01:00 0.06 0.03 ---- 1.62 ----
 -------- 02:00 0.06 0.07 ---- 1.60 ----
 -------- 03:00 0.05 0.08 ---- 1.59 ----
 -------- 04:00 0.05 0.09 ---- 1.59 ----
 25.12.12 05:00 0.06 0.09 ---- 1.59 ----
 -------- 06:00 0.07 0.01 ---- 1.63 ----
 -------- 07:00 0.08 0.02 ---- 1.66 ----
 -------- 08:00 0.07 0.05 ---- 1.74 ----
 -------- 09:00 0.07 0.04 ---- 1.70 ----
 25.12.12 10:00 0.06 0.05 ---- 1.72 ----
 -------- 11:00 0.06 0.09 ---- 1.69 ----
 -------- 12:00 0.06 0.13 ---- 1.63 ----
 -------- 13:00 0.06 0.13 ---- 1.62 ----
 -------- 14:00 0.05 0.14 ---- 1.62 ----
 25.12.12 15:00 0.05 0.14 ---- 1.64 ----
 -------- 16:00 0.06 0.12 ---- 1.65 ----
 -------- 17:00 0.06 0.10 ---- 1.66 ----
 -------- 18:00 0.06 0.07 ---- 1.68 ----
 -------- 19:00 0.06 0.08 ---- 1.69 ----
 25.12.12 20:00 0.06 0.08 ---- 1.75 ----
 -------- 21:00 0.06 0.09 ---- 1.85 ----
 -------- 22:00 0.06 0.10 ---- 1.83 ----
 -------- 23:00 0.05 0.12 ---- 1.70 ----
 -------- 00:00 0.04 0.15 ---- 1.62 ----
 26.12.12 01:00 0.04 0.15 ---- 1.61 ----
 -------- 02:00 0.04 0.17 ---- 1.60 ----
 -------- 03:00 0.04 0.19 ---- 1.60 ----
 -------- 04:00 0.04 0.18 ---- 1.60 ----
 -------- 05:00 0.04 0.17 ---- 1.61 ----
 26.12.12 06:00 0.05 0.15 ---- 1.62 ----
 -------- 07:00 0.05 0.14 ---- 1.63 ----
 -------- 08:00 0.07 0.12 ---- 1.65 ----
 -------- 09:00 0.08 0.08 ---- 1.65 ----
 -------- 10:00 0.07 0.08 ---- 1.64 ----
 26.12.12 11:00 0.06 0.10 ---- 1.63 ----
 -------- 12:00 0.06 0.09 ---- 1.64 ----
 -------- 13:00 0.07 0.07 ---- 1.65 ----
 -------- 14:00 0.09 0.06 ---- 1.66 ----
 -------- 15:00 0.08 0.03 ---- 1.66 ----
 26.12.12 16:00 0.08 0.02 ---- 1.68 ----
 -------- 17:00 0.08 0.03 ---- 1.67 ----
 -------- 18:00 0.09 0.02 ---- 1.68 ----
 -------- 19:00 0.07 0.05 ---- 1.63 ----
 -------- 20:00 0.07 0.08 ---- 1.61 ----
 26.12.12 21:00 0.06 0.12 ---- 1.57 ----
 -------- 22:00 0.06 0.14 ---- 1.57 ----
 -------- 23:00 0.06 0.12 ---- 1.57 ----
