 Date Time CO OZ NO2 CHX NO
 22.12.12 00:00 0.10 0.01 ---- 1.92 ----
 -------- 01:00 0.11 0.01 ---- 1.94 ----
 -------- 02:00 0.11 0.01 ---- 1.92 ----
 -------- 03:00 0.10 0.01 ---- 1.91 ----
 -------- 04:00 0.08 ---- ---- 1.88 ----
 22.12.12 05:00 0.07 ---- ---- 1.86 ----
 -------- 06:00 0.08 ---- ---- 1.84 ----
 -------- 07:00 0.09 ---- ---- 1.86 ----
 -------- 08:00 0.09 ---- ---- 1.84 ----
 -------- 09:00 0.09 0.01 ---- 1.84 ----
 22.12.12 10:00 0.09 0.01 ---- 1.83 ----
 -------- 11:00 0.08 0.03 ---- 1.78 ----
 -------- 12:00 0.08 0.05 ---- 1.75 ----
 -------- 13:00 0.11 0.04 ---- 1.75 ----
 -------- 14:00 0.11 0.04 ---- 1.74 ----
 22.12.12 15:00 0.12 0.03 ---- 1.80 ----
 -------- 16:00 0.09 0.02 ---- 1.74 ----
 -------- 17:00 0.09 0.01 ---- 1.72 ----
 -------- 18:00 0.09 0.01 ---- 1.72 ----
 -------- 19:00 0.09 0.01 ---- 1.74 ----
 22.12.12 20:00 0.08 ---- ---- 1.71 ----
 -------- 21:00 0.08 0.01 ---- 1.67 ----
 -------- 22:00 0.06 ---- ---- 1.66 ----
 -------- 23:00 0.07 ---- ---- 1.66 ----
 -------- 00:00 0.06 ---- ---- 1.64 ----
 23.12.12 01:00 0.06 ---- ---- 1.69 ----
 -------- 02:00 0.06 ---- ---- 1.71 ----
 -------- 03:00 0.06 0.01 ---- 1.72 ----
 -------- 04:00 0.06 ---- ---- 1.71 ----
 -------- 05:00 0.06 ---- ---- 1.69 ----
 23.12.12 06:00 0.06 ---- ---- 1.68 ----
 -------- 07:00 0.06 ---- ---- 1.69 ----
 -------- 08:00 0.07 ---- ---- 1.68 ----
 -------- 09:00 0.09 0.01 ---- 1.71 ----
 -------- 10:00 0.09 0.01 ---- 1.76 ----
 23.12.12 11:00 0.11 0.02 ---- 1.79 ----
 -------- 12:00 0.13 0.03 ---- 1.81 ----
 -------- 13:00 0.13 0.04 ---- 1.81 ----
 -------- 14:00 0.13 0.03 ---- 1.84 ----
 -------- 15:00 0.17 0.02 ---- 1.90 ----
 23.12.12 16:00 0.18 0.01 ---- 1.92 ----
 -------- 17:00 0.17 0.01 ---- 1.89 ----
 -------- 18:00 0.13 0.01 ---- 1.83 ----
 -------- 19:00 0.16 0.01 ---- 1.93 ----
 -------- 20:00 0.11 0.01 ---- 1.78 ----
 23.12.12 21:00 0.10 0.01 ---- 1.74 ----
 -------- 22:00 0.12 0.01 ---- 1.79 ----
 -------- 23:00 0.12 0.01 ---- 1.81 ----
