 Date Time CO OZ NO2 CHX NO
 04.01.13 12:00 0.06 0.08 0.16 1.48 0.01
 -------- 13:00 0.06 0.08 0.17 1.48 0.01
 -------- 14:00 0.06 0.07 0.22 1.50 0.01
 -------- 15:00 0.08 0.05 0.24 1.51 0.01
 -------- 16:00 0.09 0.03 0.26 1.51 0.01
 04.01.13 17:00 0.08 0.04 0.21 1.49 ----
 -------- 18:00 0.09 0.02 0.26 1.51 0.02
 -------- 19:00 0.09 0.02 0.26 1.52 0.01
 -------- 20:00 0.11 0.03 0.32 1.59 0.03
 -------- 21:00 0.15 ---- 0.42 1.68 0.07
 04.01.13 22:00 0.11 0.01 0.33 1.56 0.03
 -------- 23:00 0.11 ---- 0.33 1.62 0.05
 -------- 00:00 0.11 ---- 0.27 1.60 0.02
 -------- 01:00 0.09 ---- 0.26 1.58 0.01
 -------- 02:00 0.09 ---- 0.27 1.59 0.01
 05.01.13 03:00 0.09 ---- 0.27 1.62 0.01
 -------- 04:00 0.08 0.01 0.23 1.56 0.00
 -------- 05:00 0.08 ---- 0.25 1.58 0.01
 -------- 06:00 0.09 0.01 0.29 1.60 0.03
 -------- 07:00 0.09 0.01 0.32 1.61 0.04
 05.01.13 08:00 0.11 ---- 0.35 1.71 0.06
 -------- 09:00 0.07 0.01 0.30 1.85 0.02
 -------- 10:00 0.09 0.01 0.33 1.92 0.03
 -------- 11:00 0.09 0.01 0.36 1.77 0.04
 -------- 12:00 0.08 0.04 0.32 1.70 0.02
 05.01.13 13:00 0.08 0.03 0.33 1.72 0.03
 -------- 14:00 0.09 0.03 0.35 1.67 0.05
 -------- 15:00 0.09 0.01 0.36 1.58 0.04
 -------- 16:00 0.09 0.02 0.32 1.52 0.02
 -------- 17:00 0.09 0.03 0.28 1.67 0.00
 05.01.13 18:00 0.08 0.04 0.25 1.68 0.00
 -------- 19:00 0.13 0.01 0.31 1.60 0.02
 -------- 20:00 0.09 0.03 0.27 1.54 0.01
 -------- 21:00 0.08 0.04 0.25 1.54 ----
 -------- 22:00 0.09 0.02 0.27 1.55 0.00
 05.01.13 23:00 0.10 0.01 0.30 1.58 0.01
 -------- 00:00 0.10 0.01 0.32 1.60 0.01
 -------- 01:00 0.08 0.02 0.27 1.63 ----
 -------- 02:00 0.07 0.02 0.27 1.63 ----
 -------- 03:00 0.06 0.07 0.19 1.63 ----
 06.01.13 04:00 0.05 0.06 0.20 1.60 ----
 -------- 05:00 0.05 0.06 0.20 1.57 ----
 -------- 06:00 0.04 0.04 0.25 1.59 0.01
 -------- 07:00 0.05 0.05 0.23 1.54 0.01
 -------- 08:00 0.05 0.03 0.23 1.54 0.00
 06.01.13 09:00 0.06 0.04 0.24 1.54 0.01
 -------- 10:00 0.06 0.03 0.23 1.54 0.02
 -------- 11:00 0.06 0.03 0.24 1.53 0.02
