 Date Time CO OZ NO2 CHX NO
 10.02.13 12:00 0.06 0.09 0.03 1.52 0.02
 -------- 13:00 0.06 0.10 0.01 1.51 0.02
 -------- 14:00 0.06 0.07 0.02 1.53 0.03
 -------- 15:00 0.08 0.05 0.04 1.56 0.04
 -------- 16:00 0.08 0.03 0.06 1.59 0.03
 10.02.13 17:00 0.09 0.03 0.07 1.71 0.03
 -------- 18:00 0.09 0.01 0.09 1.64 0.03
 -------- 19:00 0.09 ---- 0.09 1.62 0.04
 -------- 20:00 0.08 0.01 0.07 1.63 0.03
 -------- 21:00 0.07 0.02 0.06 1.61 0.02
 10.02.13 22:00 0.07 0.02 0.06 1.67 0.01
 -------- 23:00 0.06 0.04 0.03 1.52 0.02
 -------- 00:00 0.07 0.04 0.02 1.50 0.01
 -------- 01:00 0.07 0.02 0.02 1.52 0.01
 -------- 02:00 0.06 0.04 0.01 1.52 0.01
 11.02.13 03:00 0.06 0.04 0.02 1.52 0.01
 -------- 04:00 0.06 0.04 0.01 1.51 0.00
 -------- 05:00 0.06 0.01 0.05 1.55 0.01
 -------- 06:00 0.08 0.03 0.05 1.53 0.01
 -------- 07:00 0.09 0.01 0.09 1.55 0.03
 11.02.13 08:00 0.14 ---- 0.10 1.65 0.08
 -------- 09:00 0.13 ---- 0.09 1.77 0.10
 -------- 10:00 0.12 ---- 0.10 1.64 0.07
 -------- 11:00 0.11 0.01 0.11 1.60 0.07
 -------- 12:00 0.12 ---- 0.13 1.63 0.12
 11.02.13 13:00 0.14 ---- 0.13 1.62 0.12
 -------- 14:00 0.15 ---- 0.13 1.63 0.14
 -------- 15:00 0.17 ---- 0.14 1.68 0.15
 -------- 16:00 0.21 ---- 0.15 1.73 0.20
 -------- 17:00 0.13 ---- 0.17 1.65 0.12
 11.02.13 18:00 0.12 ---- 0.14 1.65 0.12
 -------- 19:00 0.11 ---- 0.12 1.61 0.11
 -------- 20:00 0.11 0.01 0.10 1.62 0.09
 -------- 21:00 0.09 ---- 0.10 1.61 0.07
 -------- 22:00 0.09 ---- 0.09 1.59 0.05
 11.02.13 23:00 0.07 0.01 0.10 1.56 0.04
 -------- 00:00 0.05 0.03 0.11 1.51 0.01
 -------- 01:00 0.04 0.09 0.07 1.49 0.00
 -------- 02:00 0.04 0.13 0.03 1.48 ----
 -------- 03:00 0.04 0.17 0.02 1.47 ----
 12.02.13 04:00 0.05 0.10 0.08 1.54 ----
 -------- 05:00 0.06 0.06 0.11 1.56 0.01
 -------- 06:00 0.06 0.01 0.13 1.62 0.02
 -------- 07:00 0.08 0.01 0.11 1.63 0.03
 -------- 08:00 0.09 0.01 0.08 1.69 0.03
 12.02.13 09:00 0.09 0.01 0.07 1.68 0.04
 -------- 10:00 0.11 0.01 0.09 1.62 0.07
 -------- 11:00 0.10 0.01 0.11 1.57 0.07
