 Date Time CO OZ NO2 CHX NO
 18.02.13 00:00 0.10 0.17 0.08 2.08 0.00
 -------- 01:00 0.06 0.20 0.06 1.60 0.00
 -------- 02:00 0.04 0.31 ---- 1.51 ----
 -------- 03:00 0.04 0.33 ---- 1.65 ----
 -------- 04:00 0.04 0.33 ---- 1.86 ----
 18.02.13 05:00 0.06 0.35 ---- 1.81 ----
 -------- 06:00 0.05 0.33 ---- 1.70 ----
 -------- 07:00 0.09 0.11 0.13 1.69 0.03
 -------- 08:00 0.10 0.03 0.17 1.66 0.04
 -------- 09:00 0.10 0.02 0.15 1.65 0.06
 18.02.13 10:00 0.10 0.03 0.13 1.63 0.07
 -------- 11:00 0.10 0.06 0.12 1.65 0.09
 -------- 12:00 0.10 0.07 0.12 1.65 0.08
 -------- 13:00 0.08 0.11 0.12 1.62 0.05
 -------- 14:00 0.09 0.15 0.09 1.71 0.03
 18.02.13 15:00 0.08 0.21 0.04 1.57 0.02
 -------- 16:00 0.07 0.22 0.03 1.55 0.01
 -------- 17:00 0.06 0.21 0.04 1.57 0.01
 -------- 18:00 0.08 0.15 0.09 1.54 0.01
 -------- 19:00 0.08 0.09 0.12 1.55 0.02
 18.02.13 20:00 0.08 0.04 0.16 1.59 0.03
 -------- 21:00 0.08 0.01 0.19 1.61 0.04
 -------- 22:00 0.10 0.01 0.18 1.64 0.04
 -------- 23:00 0.09 0.01 0.17 1.68 0.03
 -------- 00:00 0.08 0.01 0.17 1.59 0.04
 19.02.13 01:00 0.08 0.01 0.17 1.60 0.03
 -------- 02:00 0.09 0.01 0.17 1.67 0.04
 -------- 03:00 0.09 ---- 0.18 1.68 0.06
 -------- 04:00 0.08 ---- 0.17 1.70 0.09
 -------- 05:00 0.10 ---- 0.16 1.74 0.07
 19.02.13 06:00 0.12 ---- 0.16 1.79 0.13
 -------- 07:00 0.17 ---- 0.18 1.81 0.19
 -------- 08:00 0.15 0.01 0.21 1.79 0.18
 -------- 09:00 0.14 0.01 0.23 1.81 0.18
 -------- 10:00 0.15 0.03 0.20 1.77 0.19
 19.02.13 11:00 0.11 0.10 0.11 1.64 0.07
 -------- 12:00 0.07 0.23 0.06 1.54 0.04
 -------- 13:00 0.07 0.25 0.04 1.54 0.03
 -------- 14:00 0.07 0.28 0.03 1.53 0.02
 -------- 15:00 0.08 0.26 0.03 1.54 0.02
 19.02.13 16:00 0.08 0.25 0.03 1.54 0.01
 -------- 17:00 0.07 0.22 0.07 1.53 0.01
 -------- 18:00 0.09 0.13 0.14 1.57 0.02
 -------- 19:00 0.10 0.09 0.18 1.59 0.02
 -------- 20:00 0.10 0.04 0.23 1.61 0.05
