 Date Time CO OZ NO2 CHX NO
 24.11.12 00:00 0.08 0.02 0.13 1.52 0.03
 -------- 01:00 0.07 0.03 0.13 1.49 0.02
 -------- 02:00 0.06 0.05 0.11 1.48 0.01
 -------- 03:00 0.05 0.06 0.10 1.47 0.01
 -------- 04:00 0.04 0.04 0.10 1.48 0.02
 24.11.12 05:00 0.04 0.04 0.10 1.48 0.01
 -------- 06:00 0.04 0.05 0.08 1.49 0.02
 -------- 07:00 0.05 0.03 0.10 1.51 0.03
 -------- 08:00 0.07 0.01 0.11 1.54 0.05
 -------- 09:00 0.08 0.02 0.13 1.55 0.05
 24.11.12 10:00 0.07 0.02 0.11 1.53 0.04
 -------- 11:00 0.07 0.02 0.10 1.55 0.05
 -------- 12:00 0.08 0.03 0.11 1.57 0.05
 -------- 13:00 0.07 0.03 0.10 1.55 0.04
 -------- 14:00 0.08 0.03 0.10 1.57 0.04
 24.11.12 15:00 0.09 0.05 0.10 1.55 0.04
 -------- 16:00 0.08 0.02 0.10 1.54 0.03
 -------- 17:00 0.08 0.01 0.12 1.55 0.04
 -------- 18:00 0.09 ---- 0.12 1.55 0.04
 -------- 19:00 0.08 ---- 0.12 1.55 0.04
 24.11.12 20:00 0.09 ---- 0.12 1.56 0.05
 -------- 21:00 0.09 ---- 0.13 1.62 0.06
 -------- 22:00 0.12 ---- 0.13 1.64 0.10
 -------- 23:00 0.12 ---- 0.14 1.58 0.11
 -------- 00:00 0.12 ---- 0.14 1.60 0.12
 25.11.12 01:00 0.09 ---- 0.15 1.60 0.08
 -------- 02:00 0.08 ---- 0.13 1.59 0.05
 -------- 03:00 0.06 0.01 0.14 1.54 0.03
 -------- 04:00 0.05 ---- 0.13 1.52 0.03
 -------- 05:00 0.04 0.02 0.12 1.52 0.02
 25.11.12 06:00 0.05 0.02 0.10 1.52 0.02
 -------- 07:00 0.05 0.01 0.12 1.54 0.03
 -------- 08:00 0.06 ---- 0.12 1.56 0.05
 -------- 09:00 0.07 ---- 0.13 1.61 0.05
 -------- 10:00 0.09 0.01 0.13 1.61 0.07
 25.11.12 11:00 0.16 0.01 0.13 1.62 0.08
 -------- 12:00 0.12 0.01 0.12 1.59 0.09
 -------- 13:00 0.12 0.02 0.12 1.59 0.10
 -------- 14:00 0.13 0.02 0.12 1.62 0.09
 -------- 15:00 0.12 0.01 0.14 1.70 0.11
 25.11.12 16:00 0.22 0.01 0.14 1.72 0.12
 -------- 17:00 0.17 0.01 0.16 1.65 0.11
 -------- 18:00 0.20 0.01 0.17 1.69 0.11
 -------- 19:00 0.09 ---- 0.14 1.60 0.09
 -------- 20:00 0.08 ---- 0.16 1.56 0.06
 25.11.12 21:00 0.07 ---- 0.13 1.52 0.05
 -------- 22:00 0.08 ---- 0.13 1.54 0.06
 -------- 23:00 0.08 ---- 0.14 1.54 0.04
