 Date Time CO OZ NO2 CHX NO
 01.02.13 12:00 0.10 0.06 0.09 1.63 0.05
 -------- 13:00 0.10 0.06 0.10 1.63 0.06
 -------- 14:00 0.11 0.05 0.12 1.63 0.06
 -------- 15:00 0.12 0.03 0.13 1.61 0.07
 -------- 16:00 0.12 0.03 0.14 1.62 0.06
 01.02.13 17:00 0.12 0.01 0.15 1.62 0.05
 -------- 18:00 0.12 0.01 0.16 1.65 0.05
 -------- 19:00 0.12 0.03 0.15 1.66 0.04
 -------- 20:00 0.11 0.02 0.15 1.64 0.03
 -------- 21:00 0.10 0.01 0.13 1.74 0.03
 01.02.13 22:00 0.12 0.01 0.13 1.81 0.03
 -------- 23:00 0.09 0.02 0.10 1.60 0.02
 -------- 00:00 0.08 0.03 0.11 1.58 0.02
 -------- 01:00 0.07 0.04 0.07 1.53 0.01
 -------- 02:00 0.07 0.05 0.06 1.53 0.01
 02.02.13 03:00 0.06 0.04 0.07 1.52 0.01
 -------- 04:00 0.06 0.02 0.08 1.52 0.01
 -------- 05:00 0.07 0.01 0.08 1.52 0.01
 -------- 06:00 0.07 0.02 0.07 1.51 0.02
 -------- 07:00 0.06 0.05 0.06 1.47 0.01
 02.02.13 08:00 0.07 0.04 0.09 1.49 0.02
 -------- 09:00 0.10 ---- 0.13 1.55 0.06
 -------- 10:00 0.11 0.02 0.13 1.56 0.06
 -------- 11:00 0.09 0.04 0.12 1.56 0.05
 -------- 12:00 0.09 0.09 0.07 1.52 0.03
 02.02.13 13:00 0.09 0.10 0.07 1.52 0.02
 -------- 14:00 0.08 0.10 0.07 1.51 0.02
 -------- 15:00 0.08 0.14 0.05 1.50 0.02
 -------- 16:00 0.09 0.08 0.10 1.52 0.02
 -------- 17:00 0.11 0.02 0.15 1.74 0.05
 02.02.13 18:00 0.11 0.01 0.16 1.67 0.05
 -------- 19:00 0.11 0.02 0.14 1.58 0.03
 -------- 20:00 0.11 0.01 0.14 1.57 0.04
 -------- 21:00 0.11 0.02 0.12 1.57 0.02
 -------- 22:00 0.11 ---- 0.13 1.59 0.04
 02.02.13 23:00 0.17 0.01 0.14 1.78 0.15
 -------- 00:00 0.10 ---- 0.13 1.71 0.07
 -------- 01:00 0.09 0.02 0.11 1.59 0.03
 -------- 02:00 0.10 ---- 0.13 1.58 0.06
 -------- 03:00 0.07 0.03 0.09 1.60 0.02
 03.02.13 04:00 0.06 0.07 0.07 1.51 ----
 -------- 05:00 0.06 0.07 0.06 1.50 ----
 -------- 06:00 0.06 0.09 0.06 1.51 ----
 -------- 07:00 0.06 0.13 0.04 1.48 ----
 -------- 08:00 0.06 0.17 0.02 1.46 ----
 03.02.13 09:00 0.06 0.20 0.02 1.45 ----
 -------- 10:00 0.06 0.20 0.03 1.46 ----
 -------- 11:00 0.06 0.19 0.04 1.48 0.00
