 Date Time CO OZ NO2 CHX NO
 16.02.13 12:00 0.27 0.01 0.34 2.15 0.44
 -------- 13:00 0.24 0.01 0.35 2.20 0.40
 -------- 14:00 0.28 0.01 0.39 2.38 0.44
 -------- 15:00 0.26 0.01 0.39 2.28 0.40
 -------- 16:00 0.21 0.01 0.35 2.15 0.33
 16.02.13 17:00 0.10 0.03 0.26 1.87 0.08
 -------- 18:00 0.11 0.01 0.26 1.77 0.07
 -------- 19:00 0.12 ---- 0.25 1.93 0.07
 -------- 20:00 0.10 ---- 0.24 1.80 0.05
 -------- 21:00 0.09 0.01 0.21 1.76 0.03
 16.02.13 22:00 0.08 0.01 0.20 1.69 0.02
 -------- 23:00 0.07 0.05 0.15 1.60 0.01
 -------- 00:00 0.06 0.12 0.10 1.54 0.01
 -------- 01:00 0.06 0.14 0.09 1.57 ----
 -------- 02:00 0.05 0.15 0.10 1.74 0.00
 17.02.13 03:00 0.06 0.17 0.09 1.72 0.00
 -------- 04:00 0.05 0.21 0.04 1.70 ----
 -------- 05:00 0.06 0.18 0.06 1.71 ----
 -------- 06:00 0.07 0.19 0.05 1.74 ----
 -------- 07:00 0.07 0.15 0.06 1.93 0.00
 17.02.13 08:00 0.07 0.17 0.05 1.79 ----
 -------- 09:00 0.08 0.11 0.11 1.87 0.01
 -------- 10:00 0.08 0.14 0.11 1.71 0.02
 -------- 11:00 0.08 0.15 0.10 1.66 0.04
 -------- 12:00 0.07 0.17 0.08 1.77 0.04
 17.02.13 13:00 0.08 0.17 0.09 1.70 0.04
 -------- 14:00 0.09 0.21 0.07 1.74 0.03
 -------- 15:00 0.07 0.28 0.04 1.82 0.02
 -------- 16:00 0.06 0.29 0.03 1.68 0.01
 -------- 17:00 0.08 0.21 0.08 1.64 0.01
 17.02.13 18:00 0.08 0.18 0.09 1.91 0.01
 -------- 19:00 0.07 0.21 0.06 2.03 0.00
 -------- 20:00 0.08 0.17 0.09 2.05 0.00
 -------- 21:00 0.08 0.18 0.08 1.80 0.00
 -------- 22:00 0.07 0.20 0.06 1.92 0.00
 17.02.13 23:00 0.09 0.18 0.07 1.85 0.00
 -------- 00:00 0.09 0.16 0.08 2.09 0.00
 -------- 01:00 0.06 0.20 0.06 1.60 0.00
 -------- 02:00 0.04 0.31 ---- 1.51 ----
 -------- 03:00 0.04 0.33 ---- 1.65 ----
 18.02.13 04:00 0.04 0.33 ---- 1.86 ----
 -------- 05:00 0.06 0.35 ---- 1.81 ----
 -------- 06:00 0.05 0.33 ---- 1.70 ----
 -------- 07:00 0.09 0.11 0.13 1.69 0.03
 -------- 08:00 0.10 0.03 0.17 1.66 0.04
 18.02.13 09:00 0.10 0.02 0.15 1.65 0.06
 -------- 10:00 0.10 0.03 0.13 1.63 0.07
 -------- 11:00 0.10 0.04 0.12 1.65 0.10
