 Date Time CO OZ NO2 CHX NO
 17.02.13 00:00 0.06 0.12 0.09 1.54 0.00
 -------- 01:00 0.06 0.14 0.09 1.57 ----
 -------- 02:00 0.05 0.15 0.10 1.74 0.00
 -------- 03:00 0.06 0.17 0.09 1.72 0.00
 -------- 04:00 0.05 0.21 0.04 1.70 ----
 17.02.13 05:00 0.06 0.18 0.06 1.71 ----
 -------- 06:00 0.07 0.19 0.05 1.74 ----
 -------- 07:00 0.07 0.15 0.06 1.93 0.00
 -------- 08:00 0.07 0.17 0.05 1.79 ----
 -------- 09:00 0.08 0.11 0.11 1.87 0.01
 17.02.13 10:00 0.08 0.14 0.11 1.71 0.02
 -------- 11:00 0.08 0.15 0.10 1.66 0.04
 -------- 12:00 0.07 0.17 0.08 1.77 0.04
 -------- 13:00 0.08 0.17 0.09 1.70 0.04
 -------- 14:00 0.09 0.21 0.07 1.74 0.03
 17.02.13 15:00 0.07 0.28 0.04 1.82 0.02
 -------- 16:00 0.06 0.29 0.03 1.68 0.01
 -------- 17:00 0.08 0.21 0.08 1.64 0.01
 -------- 18:00 0.08 0.18 0.09 1.91 0.01
 -------- 19:00 0.07 0.21 0.06 2.03 0.00
 17.02.13 20:00 0.08 0.17 0.09 2.05 0.00
 -------- 21:00 0.08 0.18 0.08 1.80 0.00
 -------- 22:00 0.07 0.20 0.06 1.92 0.00
 -------- 23:00 0.09 0.18 0.07 1.85 0.00
 -------- 00:00 0.09 0.16 0.08 2.09 0.00
 18.02.13 01:00 0.06 0.20 0.06 1.60 0.00
 -------- 02:00 0.04 0.31 ---- 1.51 ----
 -------- 03:00 0.04 0.33 ---- 1.65 ----
 -------- 04:00 0.04 0.33 ---- 1.86 ----
 -------- 05:00 0.06 0.35 ---- 1.81 ----
 18.02.13 06:00 0.05 0.33 ---- 1.70 ----
 -------- 07:00 0.09 0.11 0.13 1.69 0.03
 -------- 08:00 0.10 0.03 0.17 1.66 0.04
 -------- 09:00 0.10 0.02 0.15 1.65 0.06
 -------- 10:00 0.10 0.03 0.13 1.63 0.07
 18.02.13 11:00 0.10 0.06 0.12 1.65 0.09
 -------- 12:00 0.10 0.07 0.12 1.65 0.08
 -------- 13:00 0.08 0.11 0.12 1.62 0.05
 -------- 14:00 0.09 0.15 0.09 1.71 0.03
 -------- 15:00 0.08 0.21 0.04 1.57 0.02
 18.02.13 16:00 0.07 0.22 0.03 1.55 0.01
 -------- 17:00 0.06 0.21 0.04 1.57 0.01
 -------- 18:00 0.08 0.15 0.09 1.54 0.01
 -------- 19:00 0.08 0.09 0.12 1.55 0.02
 -------- 20:00 0.08 0.04 0.16 1.59 0.03
 18.02.13 21:00 0.08 0.01 0.19 1.61 0.04
 -------- 22:00 0.10 0.01 0.18 1.64 0.04
 -------- 23:00 0.10 0.01 0.17 1.70 0.03
