 Date Time CO OZ NO2 CHX NO
 07.12.12 00:00 0.07 ---- 0.15 1.62 0.06
 -------- 01:00 0.06 ---- 0.13 1.57 0.05
 -------- 02:00 0.06 ---- 0.12 1.54 0.04
 -------- 03:00 0.05 ---- 0.12 1.56 0.04
 -------- 04:00 0.04 0.01 0.10 1.57 0.03
 07.12.12 05:00 0.05 0.03 0.11 1.53 0.03
 -------- 06:00 0.06 0.03 0.14 1.54 0.04
 -------- 07:00 0.07 0.01 0.14 1.57 0.05
 -------- 08:00 0.06 0.04 0.10 1.52 0.04
 -------- 09:00 0.06 0.05 0.09 1.51 0.04
 07.12.12 10:00 0.06 0.04 0.11 1.51 0.04
 -------- 11:00 0.06 0.06 0.10 1.50 0.04
 -------- 12:00 0.06 0.06 0.10 1.50 0.04
 -------- 13:00 0.07 0.02 0.14 1.55 0.06
 -------- 14:00 0.08 0.01 0.15 1.56 0.07
 07.12.12 15:00 0.08 0.01 0.14 1.54 0.06
 -------- 16:00 0.08 0.01 0.13 1.54 0.06
 -------- 17:00 0.08 ---- 0.14 1.57 0.07
 -------- 18:00 0.08 ---- 0.14 1.59 0.08
 -------- 19:00 0.09 ---- 0.13 1.61 0.08
 07.12.12 20:00 0.11 ---- 0.14 1.68 0.11
 -------- 21:00 0.10 ---- 0.11 1.69 0.11
 -------- 22:00 0.10 ---- 0.09 1.67 0.10
 -------- 23:00 0.10 ---- 0.10 1.71 0.11
 -------- 00:00 0.11 ---- 0.08 1.78 0.12
 08.12.12 01:00 0.09 ---- 0.07 1.78 0.09
 -------- 02:00 0.07 ---- 0.05 1.79 0.08
 -------- 03:00 0.06 ---- 0.08 1.78 0.07
 -------- 04:00 0.08 ---- 0.07 1.79 0.08
 -------- 05:00 0.08 ---- 0.08 1.80 0.08
 08.12.12 06:00 0.08 ---- 0.08 1.82 0.09
 -------- 07:00 0.08 ---- 0.09 1.81 0.10
 -------- 08:00 0.09 ---- 0.09 1.81 0.11
 -------- 09:00 0.10 ---- 0.11 1.84 0.13
 -------- 10:00 0.11 ---- 0.14 1.88 0.17
 08.12.12 11:00 0.12 0.01 0.10 1.90 0.17
 -------- 12:00 0.14 ---- 0.14 1.99 0.20
 -------- 13:00 0.15 0.01 0.18 1.88 0.23
 -------- 14:00 0.12 ---- 0.06 1.72 0.18
 -------- 15:00 0.12 0.01 0.04 1.71 0.15
 08.12.12 16:00 0.11 0.02 0.05 1.75 0.13
 -------- 17:00 0.10 0.03 0.05 1.75 0.12
 -------- 18:00 0.09 ---- 0.06 1.70 0.10
 -------- 19:00 0.13 ---- 0.10 1.76 0.14
 -------- 20:00 0.14 ---- 0.09 1.77 0.15
 08.12.12 21:00 0.12 ---- 0.07 1.74 0.14
 -------- 22:00 0.11 ---- 0.08 1.75 0.14
 -------- 23:00 0.12 ---- 0.08 1.78 0.15
