 Date Time CO OZ NO2 CHX NO
 12.01.13 12:00 0.15 0.02 0.64 1.79 0.18
 -------- 13:00 0.17 0.02 0.70 1.92 0.21
 -------- 14:00 0.19 0.02 0.76 1.87 0.24
 -------- 15:00 0.21 0.02 0.77 1.93 0.24
 -------- 16:00 0.22 0.01 0.79 1.95 0.25
 12.01.13 17:00 0.22 0.01 0.83 1.96 0.27
 -------- 18:00 0.22 0.01 0.84 1.95 0.28
 -------- 19:00 0.25 0.01 0.89 2.03 0.30
 -------- 20:00 0.24 0.01 0.92 2.10 0.32
 -------- 21:00 0.25 0.01 1.11 2.11 0.42
 12.01.13 22:00 0.21 0.01 0.90 1.97 0.30
 -------- 23:00 0.21 0.01 0.86 1.93 0.30
 -------- 00:00 0.19 0.01 0.85 1.96 0.28
 -------- 01:00 0.16 0.01 0.66 1.92 0.18
 -------- 02:00 0.14 0.01 0.56 2.05 0.15
 13.01.13 03:00 0.12 0.01 0.46 2.16 0.10
 -------- 04:00 0.11 0.01 0.42 1.95 0.07
 -------- 05:00 0.08 0.01 0.25 1.65 0.01
 -------- 06:00 0.07 0.04 0.22 1.62 0.01
 -------- 07:00 0.06 0.05 0.20 1.60 0.01
 13.01.13 08:00 0.07 0.04 0.26 1.65 0.02
 -------- 09:00 0.08 0.02 0.28 1.66 0.03
 -------- 10:00 0.08 0.04 0.26 1.63 0.03
 -------- 11:00 0.08 0.06 0.27 1.64 0.04
 -------- 12:00 0.09 0.08 0.26 1.64 0.04
 13.01.13 13:00 0.09 0.09 0.24 1.66 0.03
 -------- 14:00 0.09 0.10 0.25 1.61 0.03
 -------- 15:00 0.09 0.11 0.23 1.58 0.02
 -------- 16:00 0.08 0.11 0.25 1.59 0.02
 -------- 17:00 0.09 0.07 0.32 1.60 0.03
 13.01.13 18:00 0.08 0.07 0.33 1.61 0.02
 -------- 19:00 0.06 0.13 0.19 1.52 0.01
 -------- 20:00 0.06 0.13 0.18 1.53 0.01
 -------- 21:00 0.06 0.11 0.21 1.53 0.01
 -------- 22:00 0.07 0.09 0.25 1.57 0.01
 13.01.13 23:00 0.07 0.06 0.27 1.58 0.01
 -------- 00:00 0.06 0.09 0.23 1.57 0.01
 -------- 01:00 0.06 0.09 0.21 1.56 0.01
 -------- 02:00 0.06 0.10 0.19 1.56 0.01
 -------- 03:00 0.06 0.08 0.22 1.55 0.01
 14.01.13 04:00 0.06 0.06 0.24 1.56 0.01
 -------- 05:00 0.06 0.09 0.20 1.57 0.01
 -------- 06:00 0.06 0.08 0.23 1.57 0.01
 -------- 07:00 0.07 0.06 0.28 1.59 0.02
 -------- 08:00 0.08 0.05 0.30 1.58 0.03
 14.01.13 09:00 0.07 0.05 0.32 1.59 0.03
 -------- 10:00 0.08 0.05 0.34 1.57 0.03
 -------- 11:00 0.09 0.05 0.39 1.62 0.06
