 Date Time CO OZ NO2 CHX NO
 31.03.13 12:00 0.07 0.27 0.05 1.52 0.07
 -------- 13:00 0.08 0.25 0.06 1.51 0.07
 -------- 14:00 0.06 0.32 0.02 1.47 0.06
 -------- 15:00 0.06 0.36 0.01 1.46 0.05
 -------- 16:00 0.07 0.35 0.05 1.49 0.06
 31.03.13 17:00 0.06 0.45 0.03 1.47 0.05
 -------- 18:00 0.09 0.38 0.07 1.50 0.05
 -------- 19:00 0.09 0.26 0.15 1.52 0.05
 -------- 20:00 0.09 0.16 0.22 1.56 0.05
 -------- 21:00 0.10 0.22 0.20 1.52 0.04
 31.03.13 22:00 0.15 0.06 0.31 1.62 0.08
 -------- 23:00 0.17 ---- 0.33 1.71 0.17
 -------- 00:00 0.26 0.01 0.32 1.85 0.33
 -------- 01:00 0.21 ---- 0.33 1.79 0.21
 -------- 02:00 0.13 ---- 0.33 1.68 0.10
 01.04.13 03:00 0.10 0.05 0.28 1.71 0.06
 -------- 04:00 0.10 0.02 0.27 1.78 0.05
 -------- 05:00 0.10 ---- 0.27 1.95 0.09
 -------- 06:00 0.10 ---- 0.26 2.03 0.12
 -------- 07:00 0.13 0.01 0.25 2.11 0.18
 01.04.13 08:00 0.11 0.06 0.22 1.70 0.12
 -------- 09:00 0.08 0.14 0.14 1.56 0.06
 -------- 10:00 0.08 0.16 0.10 1.52 0.06
 -------- 11:00 0.06 0.11 0.12 1.51 0.07
 -------- 12:00 0.07 0.14 0.08 1.50 0.06
 01.04.13 13:00 0.06 0.14 0.09 1.50 0.06
 -------- 14:00 0.07 0.08 0.14 1.51 0.09
 -------- 15:00 0.07 0.10 0.14 1.51 0.08
 -------- 16:00 0.08 0.11 0.13 1.52 0.08
 -------- 17:00 0.09 0.09 0.14 1.53 0.08
 01.04.13 18:00 0.10 0.06 0.16 1.57 0.08
 -------- 19:00 0.12 0.04 0.19 1.59 0.08
 -------- 20:00 0.12 0.07 0.19 1.56 0.07
 -------- 21:00 0.12 0.04 0.23 1.53 0.07
 -------- 22:00 0.10 0.10 0.18 1.61 0.06
 01.04.13 23:00 0.12 0.11 0.17 1.51 0.05
 -------- 00:00 0.09 0.07 0.18 1.62 0.05
 -------- 01:00 0.07 0.13 0.15 1.58 0.05
 -------- 02:00 0.07 0.15 0.12 1.50 0.04
 -------- 03:00 0.07 0.12 0.12 1.51 0.04
 02.04.13 04:00 0.06 0.14 0.11 1.46 0.04
 -------- 05:00 0.06 0.14 0.12 1.46 0.04
 -------- 06:00 0.09 0.08 0.15 1.49 0.05
 -------- 07:00 0.09 0.05 0.17 1.50 0.05
 -------- 08:00 0.12 0.04 0.19 1.54 0.08
 02.04.13 09:00 0.10 0.17 0.11 1.49 0.06
 -------- 10:00 0.08 0.26 0.06 1.47 0.05
 -------- 11:00 0.08 0.26 0.05 1.46 0.05
